rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8345,a woman feeds another,"[[8326, 1.4272465705871582]]","[[8326, 1.4272465705871582], [7364, 1.4273011684417725], [8899, 1.4292588233947754], [9335, 1.4318467378616333], [9693, 1.4332107305526733]]","[[8326, 1.4272465705871582], [7364, 1.4273011684417725], [8899, 1.4292588233947754], [9335, 1.4318467378616333], [9693, 1.4332107305526733], [8807, 1.4366979598999023], [7154, 1.4373199939727783], [9347, 1.4384980201721191], [7149, 1.4385569095611572], [8300, 1.4404146671295166]]","[[8326, 1.4272465705871582], [7364, 1.4273011684417725], [8899, 1.4292588233947754], [9335, 1.4318467378616333], [9693, 1.4332107305526733], [8807, 1.4366979598999023], [7154, 1.4373199939727783], [9347, 1.4384980201721191], [7149, 1.4385569095611572], [8300, 1.4404146671295166], [8604, 1.4412791728973389], [9022, 1.4458603858947754], [9639, 1.4465656280517578], [7360, 1.448120355606079], [8057, 1.4485760927200317]]",8345
video8688,a person folds a paper airplane,"[[8688, 1.2470453977584839]]","[[8688, 1.2470453977584839], [9301, 1.364056944847107], [8601, 1.4014064073562622], [8784, 1.409623384475708], [7977, 1.4115623235702515]]","[[8688, 1.2470453977584839], [9301, 1.364056944847107], [8601, 1.4014064073562622], [8784, 1.409623384475708], [7977, 1.4115623235702515], [7170, 1.4166591167449951], [8899, 1.4258427619934082], [8078, 1.4293205738067627], [7558, 1.433620810508728], [8125, 1.4342470169067383]]","[[8688, 1.2470453977584839], [9301, 1.364056944847107], [8601, 1.4014064073562622], [8784, 1.409623384475708], [7977, 1.4115623235702515], [7170, 1.4166591167449951], [8899, 1.4258427619934082], [8078, 1.4293205738067627], [7558, 1.433620810508728], [8125, 1.4342470169067383], [9228, 1.4382766485214233], [9755, 1.4387743473052979], [9209, 1.4398528337478638], [7542, 1.4459331035614014], [9404, 1.44789457321167]]",8688
video7064,a man looks at the battery of a computer,"[[7369, 1.342735767364502]]","[[7369, 1.342735767364502], [8804, 1.3855441808700562], [8328, 1.3858606815338135], [8626, 1.4045445919036865], [8472, 1.4240423440933228]]","[[7369, 1.342735767364502], [8804, 1.3855441808700562], [8328, 1.3858606815338135], [8626, 1.4045445919036865], [8472, 1.4240423440933228], [7820, 1.4306957721710205], [7110, 1.432415246963501], [7910, 1.4338901042938232], [9744, 1.438361644744873], [8346, 1.4387452602386475]]","[[7369, 1.342735767364502], [8804, 1.3855441808700562], [8328, 1.3858606815338135], [8626, 1.4045445919036865], [8472, 1.4240423440933228], [7820, 1.4306957721710205], [7110, 1.432415246963501], [7910, 1.4338901042938232], [9744, 1.438361644744873], [8346, 1.4387452602386475], [9530, 1.4401023387908936], [8911, 1.4415638446807861], [9249, 1.4427599906921387], [7418, 1.4435837268829346], [7343, 1.444253921508789]]",7064
video8471,a woman in a yellow top is holding a red drink,"[[7145, 1.4231642484664917]]","[[7145, 1.4231642484664917], [8333, 1.4284610748291016], [7698, 1.439026117324829], [8471, 1.4396650791168213], [9405, 1.4398715496063232]]","[[7145, 1.4231642484664917], [8333, 1.4284610748291016], [7698, 1.439026117324829], [8471, 1.4396650791168213], [9405, 1.4398715496063232], [9337, 1.4402625560760498], [8664, 1.440741777420044], [7726, 1.4438002109527588], [8014, 1.4499752521514893], [7578, 1.4500010013580322]]","[[7145, 1.4231642484664917], [8333, 1.4284610748291016], [7698, 1.439026117324829], [8471, 1.4396650791168213], [9405, 1.4398715496063232], [9337, 1.4402625560760498], [8664, 1.440741777420044], [7726, 1.4438002109527588], [8014, 1.4499752521514893], [7578, 1.4500010013580322], [8453, 1.4512054920196533], [9225, 1.4557201862335205], [8022, 1.456791639328003], [9822, 1.458440899848938], [7171, 1.4594566822052002]]",8471
video8348,a women is sitting with her baby and two people talking about that,"[[8123, 1.4301005601882935]]","[[8123, 1.4301005601882935], [7724, 1.4635465145111084], [7230, 1.469440221786499], [8604, 1.4743435382843018], [8826, 1.4834399223327637]]","[[8123, 1.4301005601882935], [7724, 1.4635465145111084], [7230, 1.469440221786499], [8604, 1.4743435382843018], [8826, 1.4834399223327637], [7204, 1.486894965171814], [9777, 1.4912147521972656], [9405, 1.4928436279296875], [8824, 1.4950098991394043], [7149, 1.4951138496398926]]","[[8123, 1.4301005601882935], [7724, 1.4635465145111084], [7230, 1.469440221786499], [8604, 1.4743435382843018], [8826, 1.4834399223327637], [7204, 1.486894965171814], [9777, 1.4912147521972656], [9405, 1.4928436279296875], [8824, 1.4950098991394043], [7149, 1.4951138496398926], [7832, 1.4977455139160156], [7365, 1.5002601146697998], [8349, 1.501488447189331], [8258, 1.5016309022903442], [9037, 1.5033267736434937]]",8348
video8672,dog is drinking milk with baby nibble bottle,"[[8672, 1.358295202255249]]","[[8672, 1.358295202255249], [8604, 1.3977382183074951], [9200, 1.4250504970550537], [8774, 1.440673828125], [8837, 1.4408915042877197]]","[[8672, 1.358295202255249], [8604, 1.3977382183074951], [9200, 1.4250504970550537], [8774, 1.440673828125], [8837, 1.4408915042877197], [8866, 1.4434664249420166], [9034, 1.4443182945251465], [8478, 1.4502174854278564], [9256, 1.455070972442627], [7201, 1.4569915533065796]]","[[8672, 1.358295202255249], [8604, 1.3977382183074951], [9200, 1.4250504970550537], [8774, 1.440673828125], [8837, 1.4408915042877197], [8866, 1.4434664249420166], [9034, 1.4443182945251465], [8478, 1.4502174854278564], [9256, 1.455070972442627], [7201, 1.4569915533065796], [7579, 1.4614224433898926], [7902, 1.4637722969055176], [9580, 1.465120792388916], [8067, 1.465641736984253], [9871, 1.468228816986084]]",8672
video7469,a video of a young man in a white shirt inviting his colleagues to join him,"[[7469, 1.322744607925415]]","[[7469, 1.322744607925415], [8129, 1.3413209915161133], [8945, 1.347551703453064], [7110, 1.3481695652008057], [8664, 1.3520221710205078]]","[[7469, 1.322744607925415], [8129, 1.3413209915161133], [8945, 1.347551703453064], [7110, 1.3481695652008057], [8664, 1.3520221710205078], [9404, 1.3521883487701416], [8831, 1.3540911674499512], [8325, 1.35445237159729], [7345, 1.3584892749786377], [7412, 1.3596255779266357]]","[[7469, 1.322744607925415], [8129, 1.3413209915161133], [8945, 1.347551703453064], [7110, 1.3481695652008057], [8664, 1.3520221710205078], [9404, 1.3521883487701416], [8831, 1.3540911674499512], [8325, 1.35445237159729], [7345, 1.3584892749786377], [7412, 1.3596255779266357], [7418, 1.365181803703308], [7211, 1.3664084672927856], [8257, 1.3732433319091797], [7444, 1.3769385814666748], [8416, 1.3771579265594482]]",7469
video9581,serene music plays over scenery of mountains while a woman speaks,"[[7564, 1.3323383331298828]]","[[7564, 1.3323383331298828], [8306, 1.3464210033416748], [7914, 1.3716485500335693], [9581, 1.3882627487182617], [9246, 1.3930485248565674]]","[[7564, 1.3323383331298828], [8306, 1.3464210033416748], [7914, 1.3716485500335693], [9581, 1.3882627487182617], [9246, 1.3930485248565674], [8312, 1.3937610387802124], [7974, 1.39765465259552], [7724, 1.400165319442749], [8118, 1.4013102054595947], [9511, 1.4061589241027832]]","[[7564, 1.3323383331298828], [8306, 1.3464210033416748], [7914, 1.3716485500335693], [9581, 1.3882627487182617], [9246, 1.3930485248565674], [8312, 1.3937610387802124], [7974, 1.39765465259552], [7724, 1.400165319442749], [8118, 1.4013102054595947], [9511, 1.4061589241027832], [8928, 1.4075162410736084], [8335, 1.4101907014846802], [9253, 1.4111380577087402], [7823, 1.4147752523422241], [7364, 1.418823003768921]]",9581
video7564,a person juggling sticks on the summit of a snowy mountain,"[[7564, 1.3068809509277344]]","[[7564, 1.3068809509277344], [8450, 1.4163131713867188], [9581, 1.4462648630142212], [7854, 1.4584405422210693], [7732, 1.4710326194763184]]","[[7564, 1.3068809509277344], [8450, 1.4163131713867188], [9581, 1.4462648630142212], [7854, 1.4584405422210693], [7732, 1.4710326194763184], [7914, 1.474884033203125], [9774, 1.4867563247680664], [8306, 1.4909355640411377], [9253, 1.4928267002105713], [8118, 1.4943785667419434]]","[[7564, 1.3068809509277344], [8450, 1.4163131713867188], [9581, 1.4462648630142212], [7854, 1.4584405422210693], [7732, 1.4710326194763184], [7914, 1.474884033203125], [9774, 1.4867563247680664], [8306, 1.4909355640411377], [9253, 1.4928267002105713], [8118, 1.4943785667419434], [9255, 1.4950215816497803], [9788, 1.4954372644424438], [9511, 1.498319149017334], [7174, 1.4992330074310303], [8335, 1.5061558485031128]]",7564
video9028,news of marijuana business having trouble growing,"[[9028, 1.316245198249817]]","[[9028, 1.316245198249817], [8247, 1.4432215690612793], [7546, 1.4455689191818237], [7890, 1.4630210399627686], [7849, 1.4667402505874634]]","[[9028, 1.316245198249817], [8247, 1.4432215690612793], [7546, 1.4455689191818237], [7890, 1.4630210399627686], [7849, 1.4667402505874634], [8175, 1.4672443866729736], [8260, 1.4677420854568481], [7491, 1.4680330753326416], [7234, 1.4701942205429077], [8945, 1.470456600189209]]","[[9028, 1.316245198249817], [8247, 1.4432215690612793], [7546, 1.4455689191818237], [7890, 1.4630210399627686], [7849, 1.4667402505874634], [8175, 1.4672443866729736], [8260, 1.4677420854568481], [7491, 1.4680330753326416], [7234, 1.4701942205429077], [8945, 1.470456600189209], [7834, 1.4731825590133667], [8807, 1.4740747213363647], [9835, 1.4752217531204224], [7231, 1.476559042930603], [7828, 1.4767893552780151]]",9028
video9742,the actor playing thor talking about the new movie,"[[8907, 1.3582286834716797]]","[[8907, 1.3582286834716797], [9742, 1.3708853721618652], [8319, 1.3938082456588745], [8811, 1.3982880115509033], [8266, 1.4101330041885376]]","[[8907, 1.3582286834716797], [9742, 1.3708853721618652], [8319, 1.3938082456588745], [8811, 1.3982880115509033], [8266, 1.4101330041885376], [8249, 1.4198709726333618], [8122, 1.4198737144470215], [9350, 1.427603006362915], [8752, 1.4283440113067627], [8075, 1.429503321647644]]","[[8907, 1.3582286834716797], [9742, 1.3708853721618652], [8319, 1.3938082456588745], [8811, 1.3982880115509033], [8266, 1.4101330041885376], [8249, 1.4198709726333618], [8122, 1.4198737144470215], [9350, 1.427603006362915], [8752, 1.4283440113067627], [8075, 1.429503321647644], [7352, 1.4361789226531982], [9517, 1.436747670173645], [7732, 1.4393222332000732], [7034, 1.4395805597305298], [9623, 1.439988136291504]]",9742
video7568,the queen of england is seen walking with an entourage including a few islamic women a woman narrates how the queen created an outfit similar to the women in islam,"[[7568, 1.2751219272613525]]","[[7568, 1.2751219272613525], [7116, 1.4578320980072021], [8914, 1.4860656261444092], [7822, 1.5095444917678833], [7730, 1.5194556713104248]]","[[7568, 1.2751219272613525], [7116, 1.4578320980072021], [8914, 1.4860656261444092], [7822, 1.5095444917678833], [7730, 1.5194556713104248], [8906, 1.5218420028686523], [8333, 1.5255764722824097], [8441, 1.5296857357025146], [9337, 1.5313644409179688], [8306, 1.5343611240386963]]","[[7568, 1.2751219272613525], [7116, 1.4578320980072021], [8914, 1.4860656261444092], [7822, 1.5095444917678833], [7730, 1.5194556713104248], [8906, 1.5218420028686523], [8333, 1.5255764722824097], [8441, 1.5296857357025146], [9337, 1.5313644409179688], [8306, 1.5343611240386963], [8014, 1.5353573560714722], [8243, 1.539919376373291], [8311, 1.5414912700653076], [9788, 1.5432649850845337], [8923, 1.5472902059555054]]",7568
video7704,a man with a very red nose,"[[7211, 1.4037976264953613]]","[[7211, 1.4037976264953613], [7704, 1.4038211107254028], [7362, 1.4425976276397705], [8260, 1.4503759145736694], [9405, 1.450903296470642]]","[[7211, 1.4037976264953613], [7704, 1.4038211107254028], [7362, 1.4425976276397705], [8260, 1.4503759145736694], [9405, 1.450903296470642], [7349, 1.4538099765777588], [9404, 1.4544594287872314], [9026, 1.458488941192627], [8932, 1.4587326049804688], [8346, 1.4609876871109009]]","[[7211, 1.4037976264953613], [7704, 1.4038211107254028], [7362, 1.4425976276397705], [8260, 1.4503759145736694], [9405, 1.450903296470642], [7349, 1.4538099765777588], [9404, 1.4544594287872314], [9026, 1.458488941192627], [8932, 1.4587326049804688], [8346, 1.4609876871109009], [9871, 1.463773250579834], [9030, 1.4643107652664185], [9021, 1.4666831493377686], [9690, 1.467092514038086], [9236, 1.4724740982055664]]",7704
video8803,a man is sweeping dust off the floor,"[[8250, 1.4053707122802734]]","[[8250, 1.4053707122802734], [8803, 1.4301080703735352], [7588, 1.4306153059005737], [8811, 1.4396440982818604], [9256, 1.4408152103424072]]","[[8250, 1.4053707122802734], [8803, 1.4301080703735352], [7588, 1.4306153059005737], [8811, 1.4396440982818604], [9256, 1.4408152103424072], [8867, 1.4473917484283447], [7788, 1.4513342380523682], [9034, 1.4517202377319336], [7363, 1.453920602798462], [8978, 1.4567114114761353]]","[[8250, 1.4053707122802734], [8803, 1.4301080703735352], [7588, 1.4306153059005737], [8811, 1.4396440982818604], [9256, 1.4408152103424072], [8867, 1.4473917484283447], [7788, 1.4513342380523682], [9034, 1.4517202377319336], [7363, 1.453920602798462], [8978, 1.4567114114761353], [8572, 1.456724762916565], [9307, 1.456871509552002], [9832, 1.457021713256836], [7351, 1.459036111831665], [7466, 1.4591258764266968]]",8803
video8011,a girl talks about photos and her life,"[[9419, 1.437893033027649]]","[[9419, 1.437893033027649], [9205, 1.441593885421753], [7116, 1.4451334476470947], [8011, 1.4460783004760742], [7348, 1.4470090866088867]]","[[9419, 1.437893033027649], [9205, 1.441593885421753], [7116, 1.4451334476470947], [8011, 1.4460783004760742], [7348, 1.4470090866088867], [9688, 1.451054334640503], [8320, 1.4582316875457764], [9509, 1.4582319259643555], [7216, 1.462831974029541], [7836, 1.4634482860565186]]","[[9419, 1.437893033027649], [9205, 1.441593885421753], [7116, 1.4451334476470947], [8011, 1.4460783004760742], [7348, 1.4470090866088867], [9688, 1.451054334640503], [8320, 1.4582316875457764], [9509, 1.4582319259643555], [7216, 1.462831974029541], [7836, 1.4634482860565186], [9346, 1.4662015438079834], [9698, 1.4687047004699707], [8496, 1.4693223237991333], [8461, 1.469725489616394], [7724, 1.4706155061721802]]",8011
video8495,food in a refrigerator is displayed on shelves in containers and on a lazy suzan,"[[8495, 1.3140828609466553]]","[[8495, 1.3140828609466553], [8247, 1.3943941593170166], [8498, 1.4030641317367554], [7566, 1.4125990867614746], [7154, 1.4181740283966064]]","[[8495, 1.3140828609466553], [8247, 1.3943941593170166], [8498, 1.4030641317367554], [7566, 1.4125990867614746], [7154, 1.4181740283966064], [8018, 1.4256374835968018], [8835, 1.431492805480957], [7213, 1.437309980392456], [9693, 1.4380463361740112], [8325, 1.4400557279586792]]","[[8495, 1.3140828609466553], [8247, 1.3943941593170166], [8498, 1.4030641317367554], [7566, 1.4125990867614746], [7154, 1.4181740283966064], [8018, 1.4256374835968018], [8835, 1.431492805480957], [7213, 1.437309980392456], [9693, 1.4380463361740112], [8325, 1.4400557279586792], [9038, 1.440675139427185], [7415, 1.4420320987701416], [7360, 1.442797064781189], [8865, 1.4438261985778809], [7849, 1.447906255722046]]",8495
video8507,girl is dancing in the garden,"[[8507, 1.3729465007781982]]","[[8507, 1.3729465007781982], [8016, 1.4396677017211914], [9451, 1.4442342519760132], [9871, 1.4451196193695068], [8118, 1.4479726552963257]]","[[8507, 1.3729465007781982], [8016, 1.4396677017211914], [9451, 1.4442342519760132], [9871, 1.4451196193695068], [8118, 1.4479726552963257], [9685, 1.4483675956726074], [9031, 1.452713966369629], [9209, 1.4557981491088867], [7170, 1.4584541320800781], [8110, 1.4626166820526123]]","[[8507, 1.3729465007781982], [8016, 1.4396677017211914], [9451, 1.4442342519760132], [9871, 1.4451196193695068], [8118, 1.4479726552963257], [9685, 1.4483675956726074], [9031, 1.452713966369629], [9209, 1.4557981491088867], [7170, 1.4584541320800781], [8110, 1.4626166820526123], [7558, 1.465661644935608], [9589, 1.4687328338623047], [9226, 1.4688541889190674], [7732, 1.4700539112091064], [8014, 1.470706820487976]]",8507
video8794,a cartoon girl and animal jumping on body of male guy girl image still shown displaying on screen,"[[7747, 1.341918706893921]]","[[7747, 1.341918706893921], [9777, 1.3636059761047363], [8794, 1.3702280521392822], [7172, 1.3708622455596924], [7365, 1.3710651397705078]]","[[7747, 1.341918706893921], [9777, 1.3636059761047363], [8794, 1.3702280521392822], [7172, 1.3708622455596924], [7365, 1.3710651397705078], [8268, 1.381141185760498], [8863, 1.3853247165679932], [8781, 1.3865820169448853], [7741, 1.389574408531189], [8110, 1.389662265777588]]","[[7747, 1.341918706893921], [9777, 1.3636059761047363], [8794, 1.3702280521392822], [7172, 1.3708622455596924], [7365, 1.3710651397705078], [8268, 1.381141185760498], [8863, 1.3853247165679932], [8781, 1.3865820169448853], [7741, 1.389574408531189], [8110, 1.389662265777588], [7179, 1.3900989294052124], [8973, 1.3917033672332764], [8341, 1.3978302478790283], [7831, 1.4023656845092773], [9403, 1.404667854309082]]",8794
video8662,a man a woman cooking on a cooking show,"[[7799, 1.344160795211792]]","[[7799, 1.344160795211792], [7559, 1.3541228771209717], [9693, 1.3552982807159424], [7360, 1.362356424331665], [8514, 1.3668067455291748]]","[[7799, 1.344160795211792], [7559, 1.3541228771209717], [9693, 1.3552982807159424], [7360, 1.362356424331665], [8514, 1.3668067455291748], [7695, 1.3721857070922852], [9687, 1.3769409656524658], [7966, 1.3799560070037842], [7939, 1.3811249732971191], [7376, 1.3816704750061035]]","[[7799, 1.344160795211792], [7559, 1.3541228771209717], [9693, 1.3552982807159424], [7360, 1.362356424331665], [8514, 1.3668067455291748], [7695, 1.3721857070922852], [9687, 1.3769409656524658], [7966, 1.3799560070037842], [7939, 1.3811249732971191], [7376, 1.3816704750061035], [7911, 1.3884611129760742], [8686, 1.3890581130981445], [7154, 1.3909475803375244], [7566, 1.391747236251831], [8247, 1.3983241319656372]]",8662
video8772,the man is making a sauce in the kitchen,"[[7799, 1.3646141290664673]]","[[7799, 1.3646141290664673], [7966, 1.3737871646881104], [8834, 1.3826992511749268], [9693, 1.3878259658813477], [8300, 1.3889412879943848]]","[[7799, 1.3646141290664673], [7966, 1.3737871646881104], [8834, 1.3826992511749268], [9693, 1.3878259658813477], [8300, 1.3889412879943848], [8129, 1.3921754360198975], [8247, 1.3932158946990967], [9335, 1.394522786140442], [8686, 1.3985743522644043], [7695, 1.3987034559249878]]","[[7799, 1.3646141290664673], [7966, 1.3737871646881104], [8834, 1.3826992511749268], [9693, 1.3878259658813477], [8300, 1.3889412879943848], [8129, 1.3921754360198975], [8247, 1.3932158946990967], [9335, 1.394522786140442], [8686, 1.3985743522644043], [7695, 1.3987034559249878], [7154, 1.398911714553833], [8514, 1.4019904136657715], [8910, 1.402395486831665], [8654, 1.4054827690124512], [9687, 1.412222981452942]]",8772
video7916,girl is checking twitter,"[[7916, 1.4410593509674072]]","[[7916, 1.4410593509674072], [7687, 1.4599791765213013], [9688, 1.4638121128082275], [8311, 1.467479944229126], [7149, 1.472104787826538]]","[[7916, 1.4410593509674072], [7687, 1.4599791765213013], [9688, 1.4638121128082275], [8311, 1.467479944229126], [7149, 1.472104787826538], [8832, 1.4746878147125244], [8320, 1.4758586883544922], [9205, 1.4767496585845947], [9326, 1.477435827255249], [7528, 1.4784326553344727]]","[[7916, 1.4410593509674072], [7687, 1.4599791765213013], [9688, 1.4638121128082275], [8311, 1.467479944229126], [7149, 1.472104787826538], [8832, 1.4746878147125244], [8320, 1.4758586883544922], [9205, 1.4767496585845947], [9326, 1.477435827255249], [7528, 1.4784326553344727], [9405, 1.4803212881088257], [7728, 1.481250286102295], [9237, 1.4853217601776123], [9697, 1.4853861331939697], [8075, 1.4854563474655151]]",7916
video9784,sygornie weaver pointing a gun and then running,"[[9784, 1.403967022895813]]","[[9784, 1.403967022895813], [9548, 1.4104416370391846], [8780, 1.4136056900024414], [7363, 1.4205272197723389], [8125, 1.4267055988311768]]","[[9784, 1.403967022895813], [9548, 1.4104416370391846], [8780, 1.4136056900024414], [7363, 1.4205272197723389], [8125, 1.4267055988311768], [8420, 1.4311903715133667], [9823, 1.4314600229263306], [9623, 1.4324814081192017], [9021, 1.4329127073287964], [9832, 1.4337934255599976]]","[[9784, 1.403967022895813], [9548, 1.4104416370391846], [8780, 1.4136056900024414], [7363, 1.4205272197723389], [8125, 1.4267055988311768], [8420, 1.4311903715133667], [9823, 1.4314600229263306], [9623, 1.4324814081192017], [9021, 1.4329127073287964], [9832, 1.4337934255599976], [7021, 1.4355002641677856], [7839, 1.4362632036209106], [9221, 1.4375978708267212], [8626, 1.439319133758545], [7699, 1.4397929906845093]]",9784
video7974,a woman is ripping off a man clothes,"[[8825, 1.3416504859924316]]","[[8825, 1.3416504859924316], [8899, 1.3802525997161865], [7116, 1.3979138135910034], [9250, 1.4158928394317627], [7364, 1.415961503982544]]","[[8825, 1.3416504859924316], [8899, 1.3802525997161865], [7116, 1.3979138135910034], [9250, 1.4158928394317627], [7364, 1.415961503982544], [8317, 1.4197373390197754], [7170, 1.4203813076019287], [8831, 1.4207539558410645], [8945, 1.4216188192367554], [9348, 1.4291036128997803]]","[[8825, 1.3416504859924316], [8899, 1.3802525997161865], [7116, 1.3979138135910034], [9250, 1.4158928394317627], [7364, 1.415961503982544], [8317, 1.4197373390197754], [7170, 1.4203813076019287], [8831, 1.4207539558410645], [8945, 1.4216188192367554], [9348, 1.4291036128997803], [9503, 1.4316158294677734], [8796, 1.4317376613616943], [9603, 1.4324105978012085], [9209, 1.4356857538223267], [7593, 1.436377763748169]]",7974
video8025,the opeing credit to gullah grub authentic cooking,"[[8025, 1.1994383335113525]]","[[8025, 1.1994383335113525], [8489, 1.41621732711792], [8751, 1.4219132661819458], [7360, 1.4381921291351318], [9335, 1.4384105205535889]]","[[8025, 1.1994383335113525], [8489, 1.41621732711792], [8751, 1.4219132661819458], [7360, 1.4381921291351318], [9335, 1.4384105205535889], [8654, 1.4395253658294678], [9693, 1.4437339305877686], [9639, 1.4522455930709839], [7554, 1.4534988403320312], [9689, 1.456233263015747]]","[[8025, 1.1994383335113525], [8489, 1.41621732711792], [8751, 1.4219132661819458], [7360, 1.4381921291351318], [9335, 1.4384105205535889], [8654, 1.4395253658294678], [9693, 1.4437339305877686], [9639, 1.4522455930709839], [7554, 1.4534988403320312], [9689, 1.456233263015747], [7415, 1.459226369857788], [8444, 1.4680781364440918], [9625, 1.4687917232513428], [7563, 1.4704325199127197], [8690, 1.472503900527954]]",8025
video8677,two mermaid with red hair is sitting on a rock,"[[8677, 1.4119200706481934]]","[[8677, 1.4119200706481934], [8794, 1.429551124572754], [8341, 1.4617685079574585], [9589, 1.4716830253601074], [7061, 1.4861814975738525]]","[[8677, 1.4119200706481934], [8794, 1.429551124572754], [8341, 1.4617685079574585], [9589, 1.4716830253601074], [7061, 1.4861814975738525], [8678, 1.4968479871749878], [7747, 1.5052335262298584], [7157, 1.5059549808502197], [8305, 1.5221498012542725], [9253, 1.5348267555236816]]","[[8677, 1.4119200706481934], [8794, 1.429551124572754], [8341, 1.4617685079574585], [9589, 1.4716830253601074], [7061, 1.4861814975738525], [8678, 1.4968479871749878], [7747, 1.5052335262298584], [7157, 1.5059549808502197], [8305, 1.5221498012542725], [9253, 1.5348267555236816], [8118, 1.5368658304214478], [8928, 1.537116289138794], [7152, 1.5381689071655273], [7831, 1.5392866134643555], [8895, 1.5402929782867432]]",8677
video9524,a bunch of cartoon faces are chomping their teeth and making eating gestures,"[[9524, 1.4100165367126465]]","[[9524, 1.4100165367126465], [9777, 1.4145169258117676], [8673, 1.421797752380371], [9735, 1.4328362941741943], [8911, 1.4380409717559814]]","[[9524, 1.4100165367126465], [9777, 1.4145169258117676], [8673, 1.421797752380371], [9735, 1.4328362941741943], [8911, 1.4380409717559814], [9776, 1.4383606910705566], [9327, 1.4443758726119995], [8302, 1.4451677799224854], [8488, 1.4477521181106567], [7371, 1.452357292175293]]","[[9524, 1.4100165367126465], [9777, 1.4145169258117676], [8673, 1.421797752380371], [9735, 1.4328362941741943], [8911, 1.4380409717559814], [9776, 1.4383606910705566], [9327, 1.4443758726119995], [8302, 1.4451677799224854], [8488, 1.4477521181106567], [7371, 1.452357292175293], [8486, 1.4532666206359863], [7365, 1.4539623260498047], [9908, 1.4549369812011719], [9131, 1.4608688354492188], [9728, 1.460923433303833]]",9524
video8306,man talking about hiking,"[[7837, 1.3939064741134644]]","[[7837, 1.3939064741134644], [8796, 1.409923791885376], [7412, 1.417013168334961], [8945, 1.4170598983764648], [8306, 1.420289158821106]]","[[7837, 1.3939064741134644], [8796, 1.409923791885376], [7412, 1.417013168334961], [8945, 1.4170598983764648], [8306, 1.420289158821106], [8335, 1.4311906099319458], [7854, 1.4370958805084229], [7564, 1.4383366107940674], [7914, 1.453916072845459], [8125, 1.4556618928909302]]","[[7837, 1.3939064741134644], [8796, 1.409923791885376], [7412, 1.417013168334961], [8945, 1.4170598983764648], [8306, 1.420289158821106], [8335, 1.4311906099319458], [7854, 1.4370958805084229], [7564, 1.4383366107940674], [7914, 1.453916072845459], [8125, 1.4556618928909302], [9831, 1.459997296333313], [7589, 1.4610601663589478], [8072, 1.462127923965454], [8078, 1.4665237665176392], [7155, 1.4670541286468506]]",8306
video8089,guy in purple tshirt playing guitar as they drive through,"[[7969, 1.3636962175369263]]","[[7969, 1.3636962175369263], [7965, 1.3750523328781128], [9535, 1.3908779621124268], [9677, 1.394749402999878], [8251, 1.4024659395217896]]","[[7969, 1.3636962175369263], [7965, 1.3750523328781128], [9535, 1.3908779621124268], [9677, 1.394749402999878], [8251, 1.4024659395217896], [7419, 1.4137992858886719], [9325, 1.4201269149780273], [9511, 1.4234706163406372], [7354, 1.423741340637207], [9622, 1.43289315700531]]","[[7969, 1.3636962175369263], [7965, 1.3750523328781128], [9535, 1.3908779621124268], [9677, 1.394749402999878], [8251, 1.4024659395217896], [7419, 1.4137992858886719], [9325, 1.4201269149780273], [9511, 1.4234706163406372], [7354, 1.423741340637207], [9622, 1.43289315700531], [7616, 1.4343817234039307], [8420, 1.4349994659423828], [7209, 1.4393951892852783], [9806, 1.4397457838058472], [9358, 1.4455265998840332]]",8089
video9577,cartoon one women in horse and speak to that calmly,"[[9577, 1.3566116094589233]]","[[9577, 1.3566116094589233], [9839, 1.4066346883773804], [8327, 1.4224934577941895], [9777, 1.4347519874572754], [7179, 1.4388186931610107]]","[[9577, 1.3566116094589233], [9839, 1.4066346883773804], [8327, 1.4224934577941895], [9777, 1.4347519874572754], [7179, 1.4388186931610107], [8268, 1.4437463283538818], [7365, 1.4517419338226318], [9451, 1.4532512426376343], [9776, 1.4550907611846924], [8317, 1.4618260860443115]]","[[9577, 1.3566116094589233], [9839, 1.4066346883773804], [8327, 1.4224934577941895], [9777, 1.4347519874572754], [7179, 1.4388186931610107], [8268, 1.4437463283538818], [7365, 1.4517419338226318], [9451, 1.4532512426376343], [9776, 1.4550907611846924], [8317, 1.4618260860443115], [8781, 1.4658122062683105], [7222, 1.4689359664916992], [8110, 1.4722659587860107], [8242, 1.4765880107879639], [9580, 1.4772818088531494]]",9577
video8824,a talk show with dr,"[[7754, 1.3755993843078613]]","[[7754, 1.3755993843078613], [7724, 1.4002937078475952], [9517, 1.4064964056015015], [7234, 1.420256495475769], [8804, 1.4253478050231934]]","[[7754, 1.3755993843078613], [7724, 1.4002937078475952], [9517, 1.4064964056015015], [7234, 1.420256495475769], [8804, 1.4253478050231934], [9350, 1.4265110492706299], [7362, 1.427178144454956], [8482, 1.428877592086792], [9835, 1.4340441226959229], [7947, 1.4340814352035522]]","[[7754, 1.3755993843078613], [7724, 1.4002937078475952], [9517, 1.4064964056015015], [7234, 1.420256495475769], [8804, 1.4253478050231934], [9350, 1.4265110492706299], [7362, 1.427178144454956], [8482, 1.428877592086792], [9835, 1.4340441226959229], [7947, 1.4340814352035522], [7794, 1.4346634149551392], [7946, 1.4349792003631592], [8932, 1.437407374382019], [8783, 1.4398728609085083], [9728, 1.4402211904525757]]",8824
