rel_video_id,query,top1,top5,top10,top15,ground_truth
video8688,a person folds a paper airplane,"[[8688, 1.4319639205932617]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654], [8620, 1.5859588384628296], [9349, 1.5888924598693848], [8011, 1.6060144901275635], [9032, 1.6073734760284424], [7345, 1.6084388494491577]]","[[8688, 1.4319639205932617], [9301, 1.5074087381362915], [8784, 1.5289644002914429], [8601, 1.5293667316436768], [7020, 1.5858352184295654], [8620, 1.5859588384628296], [9349, 1.5888924598693848], [8011, 1.6060144901275635], [9032, 1.6073734760284424], [7345, 1.6084388494491577], [7418, 1.612060785293579], [7462, 1.6121244430541992], [8302, 1.6125952005386353], [7588, 1.6138991117477417], [9772, 1.6151726245880127]]",8688
video7064,a man looks at the battery of a computer,"[[7910, 1.420854091644287]]","[[7910, 1.420854091644287], [7369, 1.4350922107696533], [8924, 1.4576318264007568], [9770, 1.4827535152435303], [8626, 1.4849097728729248]]","[[7910, 1.420854091644287], [7369, 1.4350922107696533], [8924, 1.4576318264007568], [9770, 1.4827535152435303], [8626, 1.4849097728729248], [7347, 1.5010335445404053], [8472, 1.5059748888015747], [8328, 1.5097393989562988], [8682, 1.5197370052337646], [7064, 1.5273008346557617]]","[[7910, 1.420854091644287], [7369, 1.4350922107696533], [8924, 1.4576318264007568], [9770, 1.4827535152435303], [8626, 1.4849097728729248], [7347, 1.5010335445404053], [8472, 1.5059748888015747], [8328, 1.5097393989562988], [8682, 1.5197370052337646], [7064, 1.5273008346557617], [7913, 1.5274009704589844], [8804, 1.5378649234771729], [7154, 1.5395451784133911], [7593, 1.54062819480896], [7114, 1.5415668487548828]]",7064
video8471,a woman in a yellow top is holding a red drink,"[[8471, 1.327167272567749]]","[[8471, 1.327167272567749], [9682, 1.4236626625061035], [8999, 1.4746501445770264], [8879, 1.4984958171844482], [7370, 1.4993305206298828]]","[[8471, 1.327167272567749], [9682, 1.4236626625061035], [8999, 1.4746501445770264], [8879, 1.4984958171844482], [7370, 1.4993305206298828], [9513, 1.5006194114685059], [7726, 1.508159875869751], [9225, 1.5103285312652588], [8349, 1.5123400688171387], [8304, 1.517072081565857]]","[[8471, 1.327167272567749], [9682, 1.4236626625061035], [8999, 1.4746501445770264], [8879, 1.4984958171844482], [7370, 1.4993305206298828], [9513, 1.5006194114685059], [7726, 1.508159875869751], [9225, 1.5103285312652588], [8349, 1.5123400688171387], [8304, 1.517072081565857], [7751, 1.5189201831817627], [7578, 1.5193002223968506], [8453, 1.5214078426361084], [8022, 1.5229346752166748], [8783, 1.5268018245697021]]",8471
video8348,a women is sitting with her baby and two people talking about that,"[[8478, 1.4686861038208008]]","[[8478, 1.4686861038208008], [7234, 1.4692652225494385], [9320, 1.498164176940918], [8821, 1.5086978673934937], [8899, 1.5103250741958618]]","[[8478, 1.4686861038208008], [7234, 1.4692652225494385], [9320, 1.498164176940918], [8821, 1.5086978673934937], [8899, 1.5103250741958618], [9037, 1.5183508396148682], [9357, 1.5235122442245483], [8790, 1.5255969762802124], [7217, 1.5268959999084473], [7162, 1.527890920639038]]","[[8478, 1.4686861038208008], [7234, 1.4692652225494385], [9320, 1.498164176940918], [8821, 1.5086978673934937], [8899, 1.5103250741958618], [9037, 1.5183508396148682], [9357, 1.5235122442245483], [8790, 1.5255969762802124], [7217, 1.5268959999084473], [7162, 1.527890920639038], [7825, 1.53145432472229], [9011, 1.5315182209014893], [8348, 1.5324468612670898], [8783, 1.538376808166504], [8123, 1.5469640493392944]]",8348
video8672,dog is drinking milk with baby nibble bottle,"[[8672, 1.4063193798065186]]","[[8672, 1.4063193798065186], [8478, 1.4612592458724976], [8837, 1.4834539890289307], [8604, 1.4997787475585938], [9580, 1.5064533948898315]]","[[8672, 1.4063193798065186], [8478, 1.4612592458724976], [8837, 1.4834539890289307], [8604, 1.4997787475585938], [9580, 1.5064533948898315], [9034, 1.5270347595214844], [9320, 1.5312285423278809], [8067, 1.5347415208816528], [8866, 1.5412681102752686], [7579, 1.5443096160888672]]","[[8672, 1.4063193798065186], [8478, 1.4612592458724976], [8837, 1.4834539890289307], [8604, 1.4997787475585938], [9580, 1.5064533948898315], [9034, 1.5270347595214844], [9320, 1.5312285423278809], [8067, 1.5347415208816528], [8866, 1.5412681102752686], [7579, 1.5443096160888672], [7570, 1.5492393970489502], [9734, 1.568240761756897], [7902, 1.5712697505950928], [8781, 1.597814917564392], [7146, 1.6037840843200684]]",8672
video7469,a video of a young man in a white shirt inviting his colleagues to join him,"[[7469, 1.341854453086853]]","[[7469, 1.341854453086853], [7345, 1.500826358795166], [9579, 1.5068999528884888], [8851, 1.5096585750579834], [8664, 1.513706922531128]]","[[7469, 1.341854453086853], [7345, 1.500826358795166], [9579, 1.5068999528884888], [8851, 1.5096585750579834], [8664, 1.513706922531128], [7418, 1.520150065422058], [9249, 1.523874282836914], [7114, 1.5243016481399536], [7491, 1.5272529125213623], [7501, 1.5288586616516113]]","[[7469, 1.341854453086853], [7345, 1.500826358795166], [9579, 1.5068999528884888], [8851, 1.5096585750579834], [8664, 1.513706922531128], [7418, 1.520150065422058], [9249, 1.523874282836914], [7114, 1.5243016481399536], [7491, 1.5272529125213623], [7501, 1.5288586616516113], [8828, 1.529848575592041], [7110, 1.5307033061981201], [8606, 1.531552791595459], [9117, 1.534485101699829], [8456, 1.5348639488220215]]",7469
video9581,serene music plays over scenery of mountains while a woman speaks,"[[8312, 1.3835097551345825]]","[[8312, 1.3835097551345825], [9581, 1.4221349954605103], [7564, 1.4238858222961426], [8928, 1.4522690773010254], [7914, 1.4687323570251465]]","[[8312, 1.3835097551345825], [9581, 1.4221349954605103], [7564, 1.4238858222961426], [8928, 1.4522690773010254], [7914, 1.4687323570251465], [8307, 1.4761524200439453], [8678, 1.5076324939727783], [8335, 1.5142006874084473], [9246, 1.5197800397872925], [7974, 1.5228512287139893]]","[[8312, 1.3835097551345825], [9581, 1.4221349954605103], [7564, 1.4238858222961426], [8928, 1.4522690773010254], [7914, 1.4687323570251465], [8307, 1.4761524200439453], [8678, 1.5076324939727783], [8335, 1.5142006874084473], [9246, 1.5197800397872925], [7974, 1.5228512287139893], [8680, 1.5470999479293823], [9788, 1.549999475479126], [8071, 1.5555824041366577], [7152, 1.560373306274414], [8999, 1.5639939308166504]]",9581
video7564,a person juggling sticks on the summit of a snowy mountain,"[[7564, 1.3952362537384033]]","[[7564, 1.3952362537384033], [8450, 1.4771170616149902], [7854, 1.499976634979248], [9581, 1.5430853366851807], [9774, 1.5476760864257812]]","[[7564, 1.3952362537384033], [8450, 1.4771170616149902], [7854, 1.499976634979248], [9581, 1.5430853366851807], [9774, 1.5476760864257812], [7368, 1.5715287923812866], [7914, 1.5731481313705444], [7155, 1.5905671119689941], [9804, 1.591231346130371], [7543, 1.5950629711151123]]","[[7564, 1.3952362537384033], [8450, 1.4771170616149902], [7854, 1.499976634979248], [9581, 1.5430853366851807], [9774, 1.5476760864257812], [7368, 1.5715287923812866], [7914, 1.5731481313705444], [7155, 1.5905671119689941], [9804, 1.591231346130371], [7543, 1.5950629711151123], [9302, 1.5989537239074707], [7732, 1.6089248657226562], [7974, 1.610412836074829], [8241, 1.6105551719665527], [8071, 1.610875129699707]]",7564
video9028,news of marijuana business having trouble growing,"[[9028, 1.3090685606002808]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865], [9406, 1.5256327390670776], [7119, 1.535260796546936], [7833, 1.541327714920044], [7060, 1.5455420017242432], [9607, 1.5476672649383545]]","[[9028, 1.3090685606002808], [7834, 1.4733424186706543], [7890, 1.485298991203308], [8822, 1.4938983917236328], [8175, 1.5140416622161865], [9406, 1.5256327390670776], [7119, 1.535260796546936], [7833, 1.541327714920044], [7060, 1.5455420017242432], [9607, 1.5476672649383545], [7546, 1.5584416389465332], [7231, 1.5585966110229492], [9578, 1.5629180669784546], [9418, 1.5641331672668457], [8491, 1.5699936151504517]]",9028
video9742,the actor playing thor talking about the new movie,"[[9742, 1.4371564388275146]]","[[9742, 1.4371564388275146], [8907, 1.4544847011566162], [7753, 1.500996708869934], [8319, 1.5149931907653809], [8266, 1.521093726158142]]","[[9742, 1.4371564388275146], [8907, 1.4544847011566162], [7753, 1.500996708869934], [8319, 1.5149931907653809], [8266, 1.521093726158142], [8752, 1.5300182104110718], [8122, 1.5383955240249634], [7215, 1.5391687154769897], [7352, 1.5434389114379883], [8120, 1.5509042739868164]]","[[9742, 1.4371564388275146], [8907, 1.4544847011566162], [7753, 1.500996708869934], [8319, 1.5149931907653809], [8266, 1.521093726158142], [8752, 1.5300182104110718], [8122, 1.5383955240249634], [7215, 1.5391687154769897], [7352, 1.5434389114379883], [8120, 1.5509042739868164], [7686, 1.5554401874542236], [7946, 1.5634633302688599], [8808, 1.5688598155975342], [9021, 1.5716421604156494], [8932, 1.5721522569656372]]",9742
video7568,the queen of england is seen walking with an entourage including a few islamic women a woman narrates how the queen created an outfit similar to the women in islam,"[[7568, 1.2981326580047607]]","[[7568, 1.2981326580047607], [7116, 1.410214900970459], [8914, 1.544181227684021], [9039, 1.5655412673950195], [8336, 1.5897035598754883]]","[[7568, 1.2981326580047607], [7116, 1.410214900970459], [8914, 1.544181227684021], [9039, 1.5655412673950195], [8336, 1.5897035598754883], [7730, 1.5914589166641235], [7548, 1.5956759452819824], [8014, 1.6036778688430786], [9131, 1.6104567050933838], [9337, 1.6126036643981934]]","[[7568, 1.2981326580047607], [7116, 1.410214900970459], [8914, 1.544181227684021], [9039, 1.5655412673950195], [8336, 1.5897035598754883], [7730, 1.5914589166641235], [7548, 1.5956759452819824], [8014, 1.6036778688430786], [9131, 1.6104567050933838], [9337, 1.6126036643981934], [7822, 1.614399790763855], [8241, 1.6165739297866821], [8923, 1.6185022592544556], [8346, 1.6233949661254883], [8906, 1.6267532110214233]]",7568
video7704,a man with a very red nose,"[[9744, 1.461399793624878]]","[[9744, 1.461399793624878], [7362, 1.4900544881820679], [7207, 1.5098557472229004], [9682, 1.5148824453353882], [7704, 1.5153119564056396]]","[[9744, 1.461399793624878], [7362, 1.4900544881820679], [7207, 1.5098557472229004], [9682, 1.5148824453353882], [7704, 1.5153119564056396], [9405, 1.517439603805542], [9323, 1.5219666957855225], [7349, 1.5226072072982788], [8932, 1.5237181186676025], [7699, 1.5241392850875854]]","[[9744, 1.461399793624878], [7362, 1.4900544881820679], [7207, 1.5098557472229004], [9682, 1.5148824453353882], [7704, 1.5153119564056396], [9405, 1.517439603805542], [9323, 1.5219666957855225], [7349, 1.5226072072982788], [8932, 1.5237181186676025], [7699, 1.5241392850875854], [8321, 1.5244944095611572], [8316, 1.5247544050216675], [9030, 1.5248039960861206], [8061, 1.5252163410186768], [7211, 1.5270533561706543]]",7704
video8803,a man is sweeping dust off the floor,"[[7351, 1.430729627609253]]","[[7351, 1.430729627609253], [8250, 1.44102942943573], [8803, 1.4690778255462646], [8572, 1.4966087341308594], [9307, 1.5006866455078125]]","[[7351, 1.430729627609253], [8250, 1.44102942943573], [8803, 1.4690778255462646], [8572, 1.4966087341308594], [9307, 1.5006866455078125], [7137, 1.5251562595367432], [8441, 1.5262542963027954], [8867, 1.5386818647384644], [7368, 1.5413252115249634], [7588, 1.5415922403335571]]","[[7351, 1.430729627609253], [8250, 1.44102942943573], [8803, 1.4690778255462646], [8572, 1.4966087341308594], [9307, 1.5006866455078125], [7137, 1.5251562595367432], [8441, 1.5262542963027954], [8867, 1.5386818647384644], [7368, 1.5413252115249634], [7588, 1.5415922403335571], [9234, 1.550905466079712], [8061, 1.5562732219696045], [7110, 1.556545376777649], [9803, 1.5571399927139282], [9033, 1.5572972297668457]]",8803
video8011,a girl talks about photos and her life,"[[7547, 1.4509180784225464]]","[[7547, 1.4509180784225464], [8679, 1.469048023223877], [8011, 1.4713537693023682], [9688, 1.4797120094299316], [8806, 1.4909186363220215]]","[[7547, 1.4509180784225464], [8679, 1.469048023223877], [8011, 1.4713537693023682], [9688, 1.4797120094299316], [8806, 1.4909186363220215], [8018, 1.4942234754562378], [9205, 1.497438907623291], [9509, 1.5004611015319824], [8928, 1.5025150775909424], [8868, 1.5026166439056396]]","[[7547, 1.4509180784225464], [8679, 1.469048023223877], [8011, 1.4713537693023682], [9688, 1.4797120094299316], [8806, 1.4909186363220215], [8018, 1.4942234754562378], [9205, 1.497438907623291], [9509, 1.5004611015319824], [8928, 1.5025150775909424], [8868, 1.5026166439056396], [7728, 1.5119786262512207], [8481, 1.5133001804351807], [7201, 1.51412034034729], [9810, 1.5149075984954834], [7149, 1.5149868726730347]]",8011
video8495,food in a refrigerator is displayed on shelves in containers and on a lazy suzan,"[[8495, 1.28780996799469]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701], [9679, 1.505171298980713], [8664, 1.509023666381836], [7566, 1.5132887363433838], [7360, 1.5147955417633057], [8067, 1.522080898284912]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701], [9679, 1.505171298980713], [8664, 1.509023666381836], [7566, 1.5132887363433838], [7360, 1.5147955417633057], [8067, 1.522080898284912], [8129, 1.5259664058685303], [8690, 1.5272409915924072], [9356, 1.527674913406372], [7845, 1.5280359983444214], [9409, 1.5324411392211914]]",8495
video8507,girl is dancing in the garden,"[[8507, 1.341555118560791]]","[[8507, 1.341555118560791], [9226, 1.416715383529663], [7599, 1.4863290786743164], [7177, 1.5028129816055298], [9805, 1.502869725227356]]","[[8507, 1.341555118560791], [9226, 1.416715383529663], [7599, 1.4863290786743164], [7177, 1.5028129816055298], [9805, 1.502869725227356], [9815, 1.5054967403411865], [9685, 1.5082943439483643], [8481, 1.510431170463562], [9827, 1.5158159732818604], [7117, 1.5163915157318115]]","[[8507, 1.341555118560791], [9226, 1.416715383529663], [7599, 1.4863290786743164], [7177, 1.5028129816055298], [9805, 1.502869725227356], [9815, 1.5054967403411865], [9685, 1.5082943439483643], [8481, 1.510431170463562], [9827, 1.5158159732818604], [7117, 1.5163915157318115], [9513, 1.526076078414917], [8556, 1.5376402139663696], [7170, 1.5377938747406006], [9209, 1.5379904508590698], [8676, 1.5399689674377441]]",8507
video8794,a cartoon girl and animal jumping on body of male guy girl image still shown displaying on screen,"[[8794, 1.4465959072113037]]","[[8794, 1.4465959072113037], [7164, 1.451573371887207], [8341, 1.48183274269104], [9403, 1.4982283115386963], [8245, 1.5203748941421509]]","[[8794, 1.4465959072113037], [7164, 1.451573371887207], [8341, 1.48183274269104], [9403, 1.4982283115386963], [8245, 1.5203748941421509], [7222, 1.5365570783615112], [9782, 1.5399059057235718], [7798, 1.546354055404663], [7831, 1.54887056350708], [8485, 1.5540693998336792]]","[[8794, 1.4465959072113037], [7164, 1.451573371887207], [8341, 1.48183274269104], [9403, 1.4982283115386963], [8245, 1.5203748941421509], [7222, 1.5365570783615112], [9782, 1.5399059057235718], [7798, 1.546354055404663], [7831, 1.54887056350708], [8485, 1.5540693998336792], [7747, 1.5555602312088013], [9828, 1.5569971799850464], [9537, 1.5625488758087158], [7157, 1.5631775856018066], [7741, 1.564915657043457]]",8794
video8662,a man a woman cooking on a cooking show,"[[7572, 1.4305355548858643]]","[[7572, 1.4305355548858643], [8662, 1.4356904029846191], [7939, 1.438514232635498], [7148, 1.4846364259719849], [9693, 1.4848003387451172]]","[[7572, 1.4305355548858643], [8662, 1.4356904029846191], [7939, 1.438514232635498], [7148, 1.4846364259719849], [9693, 1.4848003387451172], [7415, 1.485640287399292], [8444, 1.4916605949401855], [7578, 1.4925397634506226], [7695, 1.499202013015747], [7362, 1.509020209312439]]","[[7572, 1.4305355548858643], [8662, 1.4356904029846191], [7939, 1.438514232635498], [7148, 1.4846364259719849], [9693, 1.4848003387451172], [7415, 1.485640287399292], [8444, 1.4916605949401855], [7578, 1.4925397634506226], [7695, 1.499202013015747], [7362, 1.509020209312439], [8834, 1.514746904373169], [7559, 1.5234687328338623], [9038, 1.524754285812378], [9752, 1.5260106325149536], [7968, 1.5279380083084106]]",8662
video8772,the man is making a sauce in the kitchen,"[[8656, 1.4346883296966553]]","[[8656, 1.4346883296966553], [8654, 1.4592392444610596], [8772, 1.4611270427703857], [8300, 1.4616336822509766], [7148, 1.4689987897872925]]","[[8656, 1.4346883296966553], [8654, 1.4592392444610596], [8772, 1.4611270427703857], [8300, 1.4616336822509766], [7148, 1.4689987897872925], [9689, 1.476641058921814], [8834, 1.497431755065918], [8865, 1.4982948303222656], [7911, 1.5015583038330078], [9693, 1.5080509185791016]]","[[8656, 1.4346883296966553], [8654, 1.4592392444610596], [8772, 1.4611270427703857], [8300, 1.4616336822509766], [7148, 1.4689987897872925], [9689, 1.476641058921814], [8834, 1.497431755065918], [8865, 1.4982948303222656], [7911, 1.5015583038330078], [9693, 1.5080509185791016], [9022, 1.508105993270874], [7376, 1.5090121030807495], [7799, 1.512650728225708], [7968, 1.5128765106201172], [7744, 1.520126461982727]]",8772
video7916,girl is checking twitter,"[[7916, 1.4519648551940918]]","[[7916, 1.4519648551940918], [7547, 1.456484317779541], [7687, 1.4695656299591064], [7118, 1.4831695556640625], [8832, 1.4875102043151855]]","[[7916, 1.4519648551940918], [7547, 1.456484317779541], [7687, 1.4695656299591064], [7118, 1.4831695556640625], [8832, 1.4875102043151855], [9205, 1.4896972179412842], [8868, 1.4941692352294922], [8320, 1.4979794025421143], [9816, 1.5017240047454834], [9509, 1.5071409940719604]]","[[7916, 1.4519648551940918], [7547, 1.456484317779541], [7687, 1.4695656299591064], [7118, 1.4831695556640625], [8832, 1.4875102043151855], [9205, 1.4896972179412842], [8868, 1.4941692352294922], [8320, 1.4979794025421143], [9816, 1.5017240047454834], [9509, 1.5071409940719604], [9012, 1.508682370185852], [7782, 1.5131696462631226], [8018, 1.5139799118041992], [9237, 1.5275309085845947], [8011, 1.5313725471496582]]",7916
video9784,sygornie weaver pointing a gun and then running,"[[9784, 1.416298508644104]]","[[9784, 1.416298508644104], [8788, 1.4717603921890259], [9837, 1.4729986190795898], [8780, 1.4858489036560059], [7368, 1.4864014387130737]]","[[9784, 1.416298508644104], [8788, 1.4717603921890259], [9837, 1.4729986190795898], [8780, 1.4858489036560059], [7368, 1.4864014387130737], [7757, 1.487250804901123], [7780, 1.5052807331085205], [7962, 1.508320927619934], [9750, 1.5090901851654053], [9235, 1.5158116817474365]]","[[9784, 1.416298508644104], [8788, 1.4717603921890259], [9837, 1.4729986190795898], [8780, 1.4858489036560059], [7368, 1.4864014387130737], [7757, 1.487250804901123], [7780, 1.5052807331085205], [7962, 1.508320927619934], [9750, 1.5090901851654053], [9235, 1.5158116817474365], [7766, 1.518446922302246], [7436, 1.5190773010253906], [7207, 1.519473671913147], [8122, 1.5224764347076416], [8256, 1.524468183517456]]",9784
video7974,a woman is ripping off a man clothes,"[[8825, 1.4237310886383057]]","[[8825, 1.4237310886383057], [9322, 1.4627296924591064], [9250, 1.472961187362671], [9750, 1.4914419651031494], [9023, 1.4962098598480225]]","[[8825, 1.4237310886383057], [9322, 1.4627296924591064], [9250, 1.472961187362671], [9750, 1.4914419651031494], [9023, 1.4962098598480225], [9919, 1.497390627861023], [8012, 1.4976465702056885], [7116, 1.4993388652801514], [9623, 1.5108600854873657], [7162, 1.5191447734832764]]","[[8825, 1.4237310886383057], [9322, 1.4627296924591064], [9250, 1.472961187362671], [9750, 1.4914419651031494], [9023, 1.4962098598480225], [9919, 1.497390627861023], [8012, 1.4976465702056885], [7116, 1.4993388652801514], [9623, 1.5108600854873657], [7162, 1.5191447734832764], [7163, 1.522085189819336], [9237, 1.5238494873046875], [9816, 1.5239248275756836], [8074, 1.5281174182891846], [8330, 1.5285903215408325]]",7974
video8025,the opeing credit to gullah grub authentic cooking,"[[8025, 1.4022727012634277]]","[[8025, 1.4022727012634277], [8654, 1.4755151271820068], [8751, 1.490867018699646], [8489, 1.4946309328079224], [8835, 1.4987921714782715]]","[[8025, 1.4022727012634277], [8654, 1.4755151271820068], [8751, 1.490867018699646], [8489, 1.4946309328079224], [8835, 1.4987921714782715], [7898, 1.5032737255096436], [7591, 1.507476806640625], [8022, 1.5138167142868042], [9337, 1.5143325328826904], [7360, 1.5202654600143433]]","[[8025, 1.4022727012634277], [8654, 1.4755151271820068], [8751, 1.490867018699646], [8489, 1.4946309328079224], [8835, 1.4987921714782715], [7898, 1.5032737255096436], [7591, 1.507476806640625], [8022, 1.5138167142868042], [9337, 1.5143325328826904], [7360, 1.5202654600143433], [9693, 1.5204644203186035], [9409, 1.5207526683807373], [9694, 1.5253664255142212], [9333, 1.525634527206421], [7823, 1.5305286645889282]]",8025
video8677,two mermaid with red hair is sitting on a rock,"[[8677, 1.3790555000305176]]","[[8677, 1.3790555000305176], [8794, 1.4200186729431152], [7061, 1.5078368186950684], [8949, 1.5329240560531616], [9695, 1.5355546474456787]]","[[8677, 1.3790555000305176], [8794, 1.4200186729431152], [7061, 1.5078368186950684], [8949, 1.5329240560531616], [9695, 1.5355546474456787], [7157, 1.5360037088394165], [8341, 1.5407499074935913], [7164, 1.5448638200759888], [8928, 1.5482301712036133], [8678, 1.5484075546264648]]","[[8677, 1.3790555000305176], [8794, 1.4200186729431152], [7061, 1.5078368186950684], [8949, 1.5329240560531616], [9695, 1.5355546474456787], [7157, 1.5360037088394165], [8341, 1.5407499074935913], [7164, 1.5448638200759888], [8928, 1.5482301712036133], [8678, 1.5484075546264648], [8110, 1.5486438274383545], [7681, 1.5529677867889404], [7583, 1.5539766550064087], [8245, 1.5571119785308838], [7747, 1.557891845703125]]",8677
video9524,a bunch of cartoon faces are chomping their teeth and making eating gestures,"[[9524, 1.3163986206054688]]","[[9524, 1.3163986206054688], [7218, 1.4703807830810547], [9790, 1.4906058311462402], [9537, 1.4926388263702393], [9734, 1.5076220035552979]]","[[9524, 1.3163986206054688], [7218, 1.4703807830810547], [9790, 1.4906058311462402], [9537, 1.4926388263702393], [9734, 1.5076220035552979], [7029, 1.5090501308441162], [8673, 1.518092393875122], [7222, 1.5196168422698975], [8911, 1.5260119438171387], [8781, 1.5269911289215088]]","[[9524, 1.3163986206054688], [7218, 1.4703807830810547], [9790, 1.4906058311462402], [9537, 1.4926388263702393], [9734, 1.5076220035552979], [7029, 1.5090501308441162], [8673, 1.518092393875122], [7222, 1.5196168422698975], [8911, 1.5260119438171387], [8781, 1.5269911289215088], [7365, 1.5319945812225342], [9838, 1.5363264083862305], [7741, 1.5379178524017334], [9814, 1.5389916896820068], [7831, 1.5443521738052368]]",9524
video8306,man talking about hiking,"[[8796, 1.4597594738006592]]","[[8796, 1.4597594738006592], [8335, 1.4921284914016724], [7914, 1.500292420387268], [7152, 1.50552237033844], [7412, 1.5115206241607666]]","[[8796, 1.4597594738006592], [8335, 1.4921284914016724], [7914, 1.500292420387268], [7152, 1.50552237033844], [7412, 1.5115206241607666], [7833, 1.5142154693603516], [7589, 1.5151221752166748], [8312, 1.523174524307251], [7174, 1.5320169925689697], [8307, 1.532534122467041]]","[[8796, 1.4597594738006592], [8335, 1.4921284914016724], [7914, 1.500292420387268], [7152, 1.50552237033844], [7412, 1.5115206241607666], [7833, 1.5142154693603516], [7589, 1.5151221752166748], [8312, 1.523174524307251], [7174, 1.5320169925689697], [8307, 1.532534122467041], [7564, 1.536787748336792], [8119, 1.5384818315505981], [8321, 1.544622540473938], [9253, 1.5450439453125], [9581, 1.5476022958755493]]",8306
video8089,guy in purple tshirt playing guitar as they drive through,"[[7969, 1.490860939025879]]","[[7969, 1.490860939025879], [7419, 1.4910694360733032], [8251, 1.4993120431900024], [7965, 1.5114508867263794], [8089, 1.522679328918457]]","[[7969, 1.490860939025879], [7419, 1.4910694360733032], [8251, 1.4993120431900024], [7965, 1.5114508867263794], [8089, 1.522679328918457], [9677, 1.5249589681625366], [8263, 1.526408314704895], [9489, 1.5264761447906494], [7228, 1.5345046520233154], [7545, 1.5355138778686523]]","[[7969, 1.490860939025879], [7419, 1.4910694360733032], [8251, 1.4993120431900024], [7965, 1.5114508867263794], [8089, 1.522679328918457], [9677, 1.5249589681625366], [8263, 1.526408314704895], [9489, 1.5264761447906494], [7228, 1.5345046520233154], [7545, 1.5355138778686523], [7976, 1.5533984899520874], [7135, 1.561378836631775], [7732, 1.5656025409698486], [7174, 1.5664713382720947], [8466, 1.5687620639801025]]",8089
video9577,cartoon one women in horse and speak to that calmly,"[[9839, 1.4463109970092773]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492], [7222, 1.5386099815368652], [9776, 1.5390441417694092], [7024, 1.5427837371826172], [8781, 1.5490574836730957], [7747, 1.5506449937820435]]","[[9839, 1.4463109970092773], [8327, 1.4530317783355713], [9577, 1.4633562564849854], [7179, 1.5106736421585083], [8794, 1.5347929000854492], [7222, 1.5386099815368652], [9776, 1.5390441417694092], [7024, 1.5427837371826172], [8781, 1.5490574836730957], [7747, 1.5506449937820435], [9248, 1.5562714338302612], [9580, 1.5595664978027344], [8334, 1.5621390342712402], [7365, 1.563403844833374], [8110, 1.568080186843872]]",9577
video8824,a talk show with dr,"[[8917, 1.432991862297058]]","[[8917, 1.432991862297058], [7349, 1.44232177734375], [8932, 1.443769931793213], [8120, 1.44391667842865], [7794, 1.4524328708648682]]","[[8917, 1.432991862297058], [7349, 1.44232177734375], [8932, 1.443769931793213], [8120, 1.44391667842865], [7794, 1.4524328708648682], [8824, 1.4589600563049316], [7753, 1.4786512851715088], [7159, 1.4802794456481934], [8822, 1.4848519563674927], [8930, 1.4863287210464478]]","[[8917, 1.432991862297058], [7349, 1.44232177734375], [8932, 1.443769931793213], [8120, 1.44391667842865], [7794, 1.4524328708648682], [8824, 1.4589600563049316], [7753, 1.4786512851715088], [7159, 1.4802794456481934], [8822, 1.4848519563674927], [8930, 1.4863287210464478], [8259, 1.4925682544708252], [8905, 1.4946365356445312], [8804, 1.4980789422988892], [9352, 1.5004947185516357], [8813, 1.5017611980438232]]",8824
video8811,the boy in karate dresswho is remembering the memorable hours with his father,"[[7163, 1.4370412826538086]]","[[7163, 1.4370412826538086], [7346, 1.4690316915512085], [9685, 1.4826768636703491], [8606, 1.4845771789550781], [9240, 1.4975581169128418]]","[[7163, 1.4370412826538086], [7346, 1.4690316915512085], [9685, 1.4826768636703491], [8606, 1.4845771789550781], [9240, 1.4975581169128418], [8681, 1.5136373043060303], [7359, 1.5226387977600098], [7466, 1.5233328342437744], [7686, 1.5340509414672852], [7160, 1.5342373847961426]]","[[7163, 1.4370412826538086], [7346, 1.4690316915512085], [9685, 1.4826768636703491], [8606, 1.4845771789550781], [9240, 1.4975581169128418], [8681, 1.5136373043060303], [7359, 1.5226387977600098], [7466, 1.5233328342437744], [7686, 1.5340509414672852], [7160, 1.5342373847961426], [9331, 1.5370773077011108], [9326, 1.5377540588378906], [8815, 1.539023518562317], [7741, 1.5408930778503418], [7114, 1.5426878929138184]]",8811
