rel_video_id,query,top1,top5,top10,top15,ground_truth
video9226,a girl dresses up in a bright wig,"[[7142, 1.4067621231079102]]","[[7142, 1.4067621231079102], [9226, 1.4804824590682983], [8073, 1.499388337135315], [8756, 1.518217921257019], [8423, 1.5227665901184082]]","[[7142, 1.4067621231079102], [9226, 1.4804824590682983], [8073, 1.499388337135315], [8756, 1.518217921257019], [8423, 1.5227665901184082], [8605, 1.5267685651779175], [7179, 1.5412018299102783], [7438, 1.5414022207260132], [7698, 1.5439796447753906], [8914, 1.5525468587875366]]","[[7142, 1.4067621231079102], [9226, 1.4804824590682983], [8073, 1.499388337135315], [8756, 1.518217921257019], [8423, 1.5227665901184082], [8605, 1.5267685651779175], [7179, 1.5412018299102783], [7438, 1.5414022207260132], [7698, 1.5439796447753906], [8914, 1.5525468587875366], [7669, 1.552949070930481], [7116, 1.554875135421753], [9341, 1.5591741800308228], [8303, 1.5594468116760254], [8304, 1.5700665712356567]]",9226
video7687,a girl using her smartphone,"[[7687, 1.4596235752105713]]","[[7687, 1.4596235752105713], [9258, 1.4814369678497314], [7118, 1.4908829927444458], [9697, 1.4922429323196411], [8320, 1.506798267364502]]","[[7687, 1.4596235752105713], [9258, 1.4814369678497314], [7118, 1.4908829927444458], [9697, 1.4922429323196411], [8320, 1.506798267364502], [8011, 1.5082093477249146], [8832, 1.510899543762207], [9257, 1.5124082565307617], [9205, 1.5130921602249146], [7728, 1.5135465860366821]]","[[7687, 1.4596235752105713], [9258, 1.4814369678497314], [7118, 1.4908829927444458], [9697, 1.4922429323196411], [8320, 1.506798267364502], [8011, 1.5082093477249146], [8832, 1.510899543762207], [9257, 1.5124082565307617], [9205, 1.5130921602249146], [7728, 1.5135465860366821], [7547, 1.5137875080108643], [9603, 1.51395583152771], [7916, 1.51479172706604], [8012, 1.5238362550735474], [8679, 1.5259156227111816]]",7687
video8798,the lighting work is going on the building,"[[7632, 1.4551208019256592]]","[[7632, 1.4551208019256592], [8441, 1.470054268836975], [7732, 1.487652063369751], [8902, 1.520878791809082], [8311, 1.5260775089263916]]","[[7632, 1.4551208019256592], [8441, 1.470054268836975], [7732, 1.487652063369751], [8902, 1.520878791809082], [8311, 1.5260775089263916], [8464, 1.5267704725265503], [8328, 1.5273064374923706], [8798, 1.5280956029891968], [8111, 1.5290100574493408], [7035, 1.53009033203125]]","[[7632, 1.4551208019256592], [8441, 1.470054268836975], [7732, 1.487652063369751], [8902, 1.520878791809082], [8311, 1.5260775089263916], [8464, 1.5267704725265503], [8328, 1.5273064374923706], [8798, 1.5280956029891968], [8111, 1.5290100574493408], [7035, 1.53009033203125], [8663, 1.5337250232696533], [8073, 1.5342402458190918], [8578, 1.5347027778625488], [8473, 1.5383583307266235], [8788, 1.5395649671554565]]",8798
video9340,one sad one trying to comfort,"[[9237, 1.4368937015533447]]","[[9237, 1.4368937015533447], [7590, 1.4619085788726807], [9816, 1.4663549661636353], [7782, 1.4800862073898315], [8446, 1.4888153076171875]]","[[9237, 1.4368937015533447], [7590, 1.4619085788726807], [9816, 1.4663549661636353], [7782, 1.4800862073898315], [8446, 1.4888153076171875], [7149, 1.496061086654663], [7114, 1.4970773458480835], [7160, 1.497532844543457], [8340, 1.498390793800354], [7163, 1.5013046264648438]]","[[9237, 1.4368937015533447], [7590, 1.4619085788726807], [9816, 1.4663549661636353], [7782, 1.4800862073898315], [8446, 1.4888153076171875], [7149, 1.496061086654663], [7114, 1.4970773458480835], [7160, 1.497532844543457], [8340, 1.498390793800354], [7163, 1.5013046264648438], [9322, 1.5027152299880981], [9520, 1.5062451362609863], [8808, 1.5082335472106934], [9780, 1.5100231170654297], [8268, 1.5103192329406738]]",9340
video9793,interview with artist shanai twain,"[[9793, 1.3697426319122314]]","[[9793, 1.3697426319122314], [7162, 1.4396734237670898], [9512, 1.4624873399734497], [7753, 1.471139907836914], [8318, 1.4827401638031006]]","[[9793, 1.3697426319122314], [7162, 1.4396734237670898], [9512, 1.4624873399734497], [7753, 1.471139907836914], [8318, 1.4827401638031006], [8783, 1.4828002452850342], [8068, 1.4874193668365479], [8813, 1.489311933517456], [8826, 1.4921427965164185], [8453, 1.4936130046844482]]","[[9793, 1.3697426319122314], [7162, 1.4396734237670898], [9512, 1.4624873399734497], [7753, 1.471139907836914], [8318, 1.4827401638031006], [8783, 1.4828002452850342], [8068, 1.4874193668365479], [8813, 1.489311933517456], [8826, 1.4921427965164185], [8453, 1.4936130046844482], [9329, 1.4954203367233276], [8821, 1.505350947380066], [7341, 1.507511854171753], [9023, 1.519626498222351], [9225, 1.5244591236114502]]",9793
video9349,guy showing how to make items,"[[9699, 1.442115306854248]]","[[9699, 1.442115306854248], [9349, 1.4715830087661743], [8774, 1.4761425256729126], [8332, 1.4769045114517212], [9368, 1.4877475500106812]]","[[9699, 1.442115306854248], [9349, 1.4715830087661743], [8774, 1.4761425256729126], [8332, 1.4769045114517212], [9368, 1.4877475500106812], [7237, 1.489652395248413], [7560, 1.4906318187713623], [8784, 1.4945908784866333], [8067, 1.495015263557434], [7020, 1.498682975769043]]","[[9699, 1.442115306854248], [9349, 1.4715830087661743], [8774, 1.4761425256729126], [8332, 1.4769045114517212], [9368, 1.4877475500106812], [7237, 1.489652395248413], [7560, 1.4906318187713623], [8784, 1.4945908784866333], [8067, 1.495015263557434], [7020, 1.498682975769043], [7785, 1.5014843940734863], [7363, 1.5133886337280273], [7966, 1.5138965845108032], [8078, 1.5160504579544067], [7350, 1.5162646770477295]]",9349
video8330,a man and a woman are talking at a bus stop,"[[8330, 1.4648534059524536]]","[[8330, 1.4648534059524536], [8879, 1.4714452028274536], [8974, 1.4819674491882324], [8022, 1.488303542137146], [9521, 1.505426049232483]]","[[8330, 1.4648534059524536], [8879, 1.4714452028274536], [8974, 1.4819674491882324], [8022, 1.488303542137146], [9521, 1.505426049232483], [9011, 1.5098812580108643], [7832, 1.5135964155197144], [8653, 1.5252103805541992], [9341, 1.536338210105896], [7114, 1.5433869361877441]]","[[8330, 1.4648534059524536], [8879, 1.4714452028274536], [8974, 1.4819674491882324], [8022, 1.488303542137146], [9521, 1.505426049232483], [9011, 1.5098812580108643], [7832, 1.5135964155197144], [8653, 1.5252103805541992], [9341, 1.536338210105896], [7114, 1.5433869361877441], [8485, 1.5473926067352295], [7365, 1.5476808547973633], [7790, 1.5479168891906738], [9513, 1.5489401817321777], [7613, 1.5492229461669922]]",8330
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.357841968536377]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547], [8741, 1.561105489730835], [8335, 1.5682268142700195], [9131, 1.568325161933899], [8118, 1.5801081657409668], [9253, 1.5869505405426025]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547], [8741, 1.561105489730835], [8335, 1.5682268142700195], [9131, 1.568325161933899], [8118, 1.5801081657409668], [9253, 1.5869505405426025], [8129, 1.5876257419586182], [9244, 1.5990712642669678], [7028, 1.6034202575683594], [9337, 1.6104475259780884], [7174, 1.6141595840454102]]",8306
video7793,flight is shaken and the pilots trying to land the flight while they opened the air,"[[7793, 1.3972315788269043]]","[[7793, 1.3972315788269043], [9609, 1.45236337184906], [9774, 1.4695284366607666], [9680, 1.487492561340332], [8687, 1.5032659769058228]]","[[7793, 1.3972315788269043], [9609, 1.45236337184906], [9774, 1.4695284366607666], [9680, 1.487492561340332], [8687, 1.5032659769058228], [7206, 1.5035676956176758], [8125, 1.5180885791778564], [8071, 1.5352908372879028], [7233, 1.5356395244598389], [9578, 1.5359485149383545]]","[[7793, 1.3972315788269043], [9609, 1.45236337184906], [9774, 1.4695284366607666], [9680, 1.487492561340332], [8687, 1.5032659769058228], [7206, 1.5035676956176758], [8125, 1.5180885791778564], [8071, 1.5352908372879028], [7233, 1.5356395244598389], [9578, 1.5359485149383545], [9452, 1.5534074306488037], [9772, 1.5602811574935913], [8266, 1.5607240200042725], [7468, 1.5629303455352783], [9834, 1.5653870105743408]]",7793
video8671,a man is yelling on the phone,"[[9603, 1.413987398147583]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133], [8061, 1.5217639207839966], [7576, 1.526538372039795], [7838, 1.5304858684539795], [8492, 1.5307282209396362], [8456, 1.5347388982772827]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133], [8061, 1.5217639207839966], [7576, 1.526538372039795], [7838, 1.5304858684539795], [8492, 1.5307282209396362], [8456, 1.5347388982772827], [9300, 1.5356252193450928], [9323, 1.5426101684570312], [9331, 1.5472471714019775], [8301, 1.548063039779663], [9623, 1.5530455112457275]]",8671
video8255,a man is playing piano,"[[8255, 1.4392800331115723]]","[[8255, 1.4392800331115723], [9026, 1.470217227935791], [8466, 1.474613904953003], [7205, 1.524800181388855], [7598, 1.529982089996338]]","[[8255, 1.4392800331115723], [9026, 1.470217227935791], [8466, 1.474613904953003], [7205, 1.524800181388855], [7598, 1.529982089996338], [8474, 1.5341129302978516], [7976, 1.5508641004562378], [7156, 1.55100417137146], [8861, 1.5563054084777832], [7166, 1.5579010248184204]]","[[8255, 1.4392800331115723], [9026, 1.470217227935791], [8466, 1.474613904953003], [7205, 1.524800181388855], [7598, 1.529982089996338], [8474, 1.5341129302978516], [7976, 1.5508641004562378], [7156, 1.55100417137146], [8861, 1.5563054084777832], [7166, 1.5579010248184204], [7227, 1.5582010746002197], [7135, 1.5585970878601074], [8251, 1.5602822303771973], [9304, 1.560284972190857], [9489, 1.5607268810272217]]",8255
video8492,a man is very excited,"[[8930, 1.4662282466888428]]","[[8930, 1.4662282466888428], [8919, 1.4736716747283936], [8445, 1.4786796569824219], [8492, 1.4803310632705688], [9021, 1.4833402633666992]]","[[8930, 1.4662282466888428], [8919, 1.4736716747283936], [8445, 1.4786796569824219], [8492, 1.4803310632705688], [9021, 1.4833402633666992], [9241, 1.4859957695007324], [7725, 1.4877454042434692], [9302, 1.490831971168518], [7028, 1.4960393905639648], [7838, 1.496410608291626]]","[[8930, 1.4662282466888428], [8919, 1.4736716747283936], [8445, 1.4786796569824219], [8492, 1.4803310632705688], [9021, 1.4833402633666992], [9241, 1.4859957695007324], [7725, 1.4877454042434692], [9302, 1.490831971168518], [7028, 1.4960393905639648], [7838, 1.496410608291626], [9352, 1.4983925819396973], [7733, 1.5011396408081055], [7418, 1.5022361278533936], [8814, 1.502610683441162], [8456, 1.504187822341919]]",8492
video8253,vest of sports vines,"[[8013, 1.472374439239502]]","[[8013, 1.472374439239502], [9018, 1.4833868741989136], [7839, 1.4862756729125977], [9605, 1.492952585220337], [8913, 1.4932396411895752]]","[[8013, 1.472374439239502], [9018, 1.4833868741989136], [7839, 1.4862756729125977], [9605, 1.492952585220337], [8913, 1.4932396411895752], [8253, 1.4954456090927124], [8979, 1.5031710863113403], [9817, 1.5039558410644531], [7358, 1.5068137645721436], [7787, 1.5076453685760498]]","[[8013, 1.472374439239502], [9018, 1.4833868741989136], [7839, 1.4862756729125977], [9605, 1.492952585220337], [8913, 1.4932396411895752], [8253, 1.4954456090927124], [8979, 1.5031710863113403], [9817, 1.5039558410644531], [7358, 1.5068137645721436], [7787, 1.5076453685760498], [9542, 1.5238659381866455], [9029, 1.5282098054885864], [7763, 1.5296251773834229], [9647, 1.5302073955535889], [7789, 1.5415284633636475]]",8253
video9342,the water safety teams arrives with the safety devices and water bike to save a person who had been drifted away,"[[9342, 1.4002519845962524]]","[[9342, 1.4002519845962524], [9578, 1.454043984413147], [7795, 1.4561045169830322], [7681, 1.482016921043396], [8079, 1.491511583328247]]","[[9342, 1.4002519845962524], [9578, 1.454043984413147], [7795, 1.4561045169830322], [7681, 1.482016921043396], [8079, 1.491511583328247], [8457, 1.5083346366882324], [8657, 1.5209696292877197], [8243, 1.5354276895523071], [9359, 1.5356874465942383], [9574, 1.5379763841629028]]","[[9342, 1.4002519845962524], [9578, 1.454043984413147], [7795, 1.4561045169830322], [7681, 1.482016921043396], [8079, 1.491511583328247], [8457, 1.5083346366882324], [8657, 1.5209696292877197], [8243, 1.5354276895523071], [9359, 1.5356874465942383], [9574, 1.5379763841629028], [9489, 1.5394500494003296], [8118, 1.5451951026916504], [9017, 1.5485658645629883], [8322, 1.5511138439178467], [8248, 1.5570085048675537]]",9342
video7029,cartoon show for kids,"[[9838, 1.478278398513794]]","[[9838, 1.478278398513794], [7741, 1.4788541793823242], [9814, 1.4789402484893799], [8799, 1.485572099685669], [7835, 1.4863147735595703]]","[[9838, 1.478278398513794], [7741, 1.4788541793823242], [9814, 1.4789402484893799], [8799, 1.485572099685669], [7835, 1.4863147735595703], [7111, 1.486710786819458], [7701, 1.490063190460205], [7218, 1.492366075515747], [7178, 1.4933538436889648], [9014, 1.4950839281082153]]","[[9838, 1.478278398513794], [7741, 1.4788541793823242], [9814, 1.4789402484893799], [8799, 1.485572099685669], [7835, 1.4863147735595703], [7111, 1.486710786819458], [7701, 1.490063190460205], [7218, 1.492366075515747], [7178, 1.4933538436889648], [9014, 1.4950839281082153], [7912, 1.4958540201187134], [9336, 1.4971646070480347], [7029, 1.4977067708969116], [8794, 1.4978601932525635], [8839, 1.4984115362167358]]",7029
video8468,someone is driving around the city in grand theft auto v,"[[9355, 1.3847877979278564]]","[[9355, 1.3847877979278564], [8468, 1.3997305631637573], [8070, 1.442047357559204], [9773, 1.4804521799087524], [7445, 1.4867448806762695]]","[[9355, 1.3847877979278564], [8468, 1.3997305631637573], [8070, 1.442047357559204], [9773, 1.4804521799087524], [7445, 1.4867448806762695], [9813, 1.5111362934112549], [8929, 1.5246031284332275], [8477, 1.5489569902420044], [7219, 1.557433009147644], [7502, 1.5578473806381226]]","[[9355, 1.3847877979278564], [8468, 1.3997305631637573], [8070, 1.442047357559204], [9773, 1.4804521799087524], [7445, 1.4867448806762695], [9813, 1.5111362934112549], [8929, 1.5246031284332275], [8477, 1.5489569902420044], [7219, 1.557433009147644], [7502, 1.5578473806381226], [7506, 1.5616880655288696], [8497, 1.5780997276306152], [7780, 1.5782008171081543], [9832, 1.5853838920593262], [9010, 1.5910594463348389]]",8468
video7419,a man playing guitar and singing on the road side,"[[8251, 1.4198894500732422]]","[[8251, 1.4198894500732422], [7419, 1.4541943073272705], [9600, 1.480381965637207], [9330, 1.4851100444793701], [7969, 1.4974520206451416]]","[[8251, 1.4198894500732422], [7419, 1.4541943073272705], [9600, 1.480381965637207], [9330, 1.4851100444793701], [7969, 1.4974520206451416], [7236, 1.4990800619125366], [9489, 1.5056074857711792], [7028, 1.505847692489624], [7205, 1.5133206844329834], [9872, 1.514606237411499]]","[[8251, 1.4198894500732422], [7419, 1.4541943073272705], [9600, 1.480381965637207], [9330, 1.4851100444793701], [7969, 1.4974520206451416], [7236, 1.4990800619125366], [9489, 1.5056074857711792], [7028, 1.505847692489624], [7205, 1.5133206844329834], [9872, 1.514606237411499], [7915, 1.5203564167022705], [7976, 1.5238637924194336], [8657, 1.5285553932189941], [8330, 1.529449701309204], [8861, 1.5338468551635742]]",7419
video8464,the ground rules of the republican presidential debate are introduced,"[[8464, 1.3714838027954102]]","[[8464, 1.3714838027954102], [7158, 1.4147177934646606], [7754, 1.523148775100708], [7731, 1.5288971662521362], [8824, 1.562215805053711]]","[[8464, 1.3714838027954102], [7158, 1.4147177934646606], [7754, 1.523148775100708], [7731, 1.5288971662521362], [8824, 1.562215805053711], [8927, 1.566430687904358], [9223, 1.5666805505752563], [9418, 1.5769602060317993], [8908, 1.5795434713363647], [9021, 1.5822017192840576]]","[[8464, 1.3714838027954102], [7158, 1.4147177934646606], [7754, 1.523148775100708], [7731, 1.5288971662521362], [8824, 1.562215805053711], [8927, 1.566430687904358], [9223, 1.5666805505752563], [9418, 1.5769602060317993], [8908, 1.5795434713363647], [9021, 1.5822017192840576], [7613, 1.5862069129943848], [9406, 1.589413046836853], [8789, 1.6001315116882324], [9829, 1.6008859872817993], [9834, 1.6014271974563599]]",8464
video8978,band performing a hard rock song about diamonds in the sky,"[[8978, 1.381626844406128]]","[[8978, 1.381626844406128], [8674, 1.4402670860290527], [7732, 1.4422581195831299], [7205, 1.4467062950134277], [7411, 1.4622021913528442]]","[[8978, 1.381626844406128], [8674, 1.4402670860290527], [7732, 1.4422581195831299], [7205, 1.4467062950134277], [7411, 1.4622021913528442], [8466, 1.4643176794052124], [8324, 1.4749231338500977], [7156, 1.4814908504486084], [8490, 1.485672950744629], [9589, 1.4871617555618286]]","[[8978, 1.381626844406128], [8674, 1.4402670860290527], [7732, 1.4422581195831299], [7205, 1.4467062950134277], [7411, 1.4622021913528442], [8466, 1.4643176794052124], [8324, 1.4749231338500977], [7156, 1.4814908504486084], [8490, 1.485672950744629], [9589, 1.4871617555618286], [8926, 1.488952875137329], [7461, 1.4891026020050049], [7528, 1.4922432899475098], [9489, 1.4928309917449951], [9243, 1.4953997135162354]]",8978
video7464,the video shows gameplay of a car racing video game,"[[7506, 1.428076982498169]]","[[7506, 1.428076982498169], [7219, 1.440629482269287], [7214, 1.4532512426376343], [7464, 1.4588007926940918], [9336, 1.4607599973678589]]","[[7506, 1.428076982498169], [7219, 1.440629482269287], [7214, 1.4532512426376343], [7464, 1.4588007926940918], [9336, 1.4607599973678589], [9773, 1.4667385816574097], [9344, 1.4976798295974731], [9355, 1.5001718997955322], [8468, 1.5027612447738647], [7445, 1.5099987983703613]]","[[7506, 1.428076982498169], [7219, 1.440629482269287], [7214, 1.4532512426376343], [7464, 1.4588007926940918], [9336, 1.4607599973678589], [9773, 1.4667385816574097], [9344, 1.4976798295974731], [9355, 1.5001718997955322], [8468, 1.5027612447738647], [7445, 1.5099987983703613], [8070, 1.5145018100738525], [9832, 1.5318307876586914], [8788, 1.5386186838150024], [9535, 1.5541355609893799], [8973, 1.5564906597137451]]",7464
video8654,a woman cooking an orange substance,"[[8656, 1.4310691356658936]]","[[8656, 1.4310691356658936], [9693, 1.4793713092803955], [8686, 1.4926176071166992], [9022, 1.4984041452407837], [7826, 1.5002286434173584]]","[[8656, 1.4310691356658936], [9693, 1.4793713092803955], [8686, 1.4926176071166992], [9022, 1.4984041452407837], [7826, 1.5002286434173584], [9731, 1.5097811222076416], [7376, 1.5140361785888672], [7695, 1.5140526294708252], [8654, 1.519895076751709], [7565, 1.5221407413482666]]","[[8656, 1.4310691356658936], [9693, 1.4793713092803955], [8686, 1.4926176071166992], [9022, 1.4984041452407837], [7826, 1.5002286434173584], [9731, 1.5097811222076416], [7376, 1.5140361785888672], [7695, 1.5140526294708252], [8654, 1.519895076751709], [7565, 1.5221407413482666], [8774, 1.523806095123291], [9735, 1.5282779932022095], [7785, 1.5303001403808594], [7973, 1.5303690433502197], [7911, 1.5406960248947144]]",8654
video8808,a man talks back to a cop and handcuffs him to the table,"[[9520, 1.450305700302124]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428], [9833, 1.52754807472229], [7686, 1.5302577018737793], [8315, 1.5353052616119385], [9919, 1.5441449880599976], [7114, 1.5446975231170654]]","[[9520, 1.450305700302124], [8808, 1.457780361175537], [8829, 1.4623490571975708], [9323, 1.5178852081298828], [9811, 1.5185964107513428], [9833, 1.52754807472229], [7686, 1.5302577018737793], [8315, 1.5353052616119385], [9919, 1.5441449880599976], [7114, 1.5446975231170654], [8249, 1.5469558238983154], [9322, 1.5490878820419312], [9752, 1.5528881549835205], [9517, 1.555248737335205], [8922, 1.5589773654937744]]",8808
video7378,a clip of soccer plays,"[[8675, 1.4439033269882202]]","[[8675, 1.4439033269882202], [7378, 1.4541065692901611], [8661, 1.4545899629592896], [9817, 1.4555566310882568], [7500, 1.475536584854126]]","[[8675, 1.4439033269882202], [7378, 1.4541065692901611], [8661, 1.4545899629592896], [9817, 1.4555566310882568], [7500, 1.475536584854126], [7358, 1.4868712425231934], [9681, 1.4943904876708984], [7200, 1.4978041648864746], [8979, 1.4979932308197021], [9305, 1.5055558681488037]]","[[8675, 1.4439033269882202], [7378, 1.4541065692901611], [8661, 1.4545899629592896], [9817, 1.4555566310882568], [7500, 1.475536584854126], [7358, 1.4868712425231934], [9681, 1.4943904876708984], [7200, 1.4978041648864746], [8979, 1.4979932308197021], [9305, 1.5055558681488037], [9516, 1.5145208835601807], [8476, 1.5184730291366577], [9647, 1.5253937244415283], [9542, 1.5262227058410645], [9823, 1.5373913049697876]]",7378
video8496,a cute girl with nice headgear standing in a room is talking through a microphone,"[[8496, 1.3888397216796875]]","[[8496, 1.3888397216796875], [9205, 1.4368305206298828], [8423, 1.4398467540740967], [7142, 1.4649406671524048], [8320, 1.495221495628357]]","[[8496, 1.3888397216796875], [9205, 1.4368305206298828], [8423, 1.4398467540740967], [7142, 1.4649406671524048], [8320, 1.495221495628357], [7836, 1.5007972717285156], [7171, 1.511788010597229], [9698, 1.5163936614990234], [7216, 1.517769455909729], [9603, 1.5222229957580566]]","[[8496, 1.3888397216796875], [9205, 1.4368305206298828], [8423, 1.4398467540740967], [7142, 1.4649406671524048], [8320, 1.495221495628357], [7836, 1.5007972717285156], [7171, 1.511788010597229], [9698, 1.5163936614990234], [7216, 1.517769455909729], [9603, 1.5222229957580566], [8650, 1.5222277641296387], [9503, 1.5264554023742676], [8669, 1.5295281410217285], [7179, 1.5344469547271729], [9039, 1.5370523929595947]]",8496
video9332,a girl plays a videogame,"[[9031, 1.4629307985305786]]","[[9031, 1.4629307985305786], [9332, 1.4632374048233032], [9200, 1.4891606569290161], [8027, 1.4930130243301392], [7502, 1.4978294372558594]]","[[9031, 1.4629307985305786], [9332, 1.4632374048233032], [9200, 1.4891606569290161], [8027, 1.4930130243301392], [7502, 1.4978294372558594], [8862, 1.508512020111084], [9458, 1.5110399723052979], [8459, 1.5113164186477661], [9334, 1.5144442319869995], [8931, 1.519209384918213]]","[[9031, 1.4629307985305786], [9332, 1.4632374048233032], [9200, 1.4891606569290161], [8027, 1.4930130243301392], [7502, 1.4978294372558594], [8862, 1.508512020111084], [9458, 1.5110399723052979], [8459, 1.5113164186477661], [9334, 1.5144442319869995], [8931, 1.519209384918213], [8256, 1.5200634002685547], [8578, 1.5208966732025146], [9795, 1.5212030410766602], [7547, 1.52249276638031], [9820, 1.5230755805969238]]",9332
video9885,a movie director talking to the media men in press conference regarding his movie and hero also,"[[9885, 1.4413176774978638]]","[[9885, 1.4413176774978638], [7215, 1.4800758361816406], [8828, 1.51531183719635], [9350, 1.5158406496047974], [7501, 1.5176215171813965]]","[[9885, 1.4413176774978638], [7215, 1.4800758361816406], [8828, 1.51531183719635], [9350, 1.5158406496047974], [7501, 1.5176215171813965], [7418, 1.5207116603851318], [7753, 1.532894492149353], [9825, 1.5343132019042969], [8907, 1.537079095840454], [8821, 1.5457324981689453]]","[[9885, 1.4413176774978638], [7215, 1.4800758361816406], [8828, 1.51531183719635], [9350, 1.5158406496047974], [7501, 1.5176215171813965], [7418, 1.5207116603851318], [7753, 1.532894492149353], [9825, 1.5343132019042969], [8907, 1.537079095840454], [8821, 1.5457324981689453], [8319, 1.5458791255950928], [9352, 1.549371361732483], [7946, 1.5551345348358154], [9203, 1.555719017982483], [7176, 1.5570299625396729]]",9885
video7591,a woman is giving a demonstration about pancake presentation,"[[7591, 1.3744837045669556]]","[[7591, 1.3744837045669556], [8900, 1.4490108489990234], [8915, 1.4667174816131592], [7973, 1.4688650369644165], [8056, 1.4918556213378906]]","[[7591, 1.3744837045669556], [8900, 1.4490108489990234], [8915, 1.4667174816131592], [7973, 1.4688650369644165], [8056, 1.4918556213378906], [9335, 1.4922549724578857], [7350, 1.5016181468963623], [8865, 1.5037342309951782], [7580, 1.5375773906707764], [8835, 1.5390372276306152]]","[[7591, 1.3744837045669556], [8900, 1.4490108489990234], [8915, 1.4667174816131592], [7973, 1.4688650369644165], [8056, 1.4918556213378906], [9335, 1.4922549724578857], [7350, 1.5016181468963623], [8865, 1.5037342309951782], [7580, 1.5375773906707764], [8835, 1.5390372276306152], [8910, 1.5482890605926514], [9684, 1.5494717359542847], [8483, 1.5503559112548828], [7695, 1.55122971534729], [9256, 1.5585466623306274]]",7591
video8457,a man rowing a kayak is shown in slow motion,"[[8457, 1.3893524408340454]]","[[8457, 1.3893524408340454], [8079, 1.4364889860153198], [7795, 1.4797576665878296], [8025, 1.4903855323791504], [9578, 1.5415531396865845]]","[[8457, 1.3893524408340454], [8079, 1.4364889860153198], [7795, 1.4797576665878296], [8025, 1.4903855323791504], [9578, 1.5415531396865845], [7681, 1.5463882684707642], [8493, 1.5527161359786987], [9831, 1.5540783405303955], [9253, 1.5761675834655762], [9779, 1.5820684432983398]]","[[8457, 1.3893524408340454], [8079, 1.4364889860153198], [7795, 1.4797576665878296], [8025, 1.4903855323791504], [9578, 1.5415531396865845], [7681, 1.5463882684707642], [8493, 1.5527161359786987], [9831, 1.5540783405303955], [9253, 1.5761675834655762], [9779, 1.5820684432983398], [9830, 1.5937132835388184], [8307, 1.5955084562301636], [9342, 1.5974767208099365], [9574, 1.5976985692977905], [7174, 1.5983611345291138]]",8457
video8665,the tennis players wearing blue and red t shirts and play the tennis in the tennis court at the night time,"[[7357, 1.3840012550354004]]","[[7357, 1.3840012550354004], [8665, 1.4453871250152588], [7978, 1.450965166091919], [7699, 1.4784268140792847], [8013, 1.5448174476623535]]","[[7357, 1.3840012550354004], [8665, 1.4453871250152588], [7978, 1.450965166091919], [7699, 1.4784268140792847], [8013, 1.5448174476623535], [7732, 1.5458035469055176], [8660, 1.561089038848877], [7061, 1.5680298805236816], [8816, 1.576972246170044], [8311, 1.5836246013641357]]","[[7357, 1.3840012550354004], [8665, 1.4453871250152588], [7978, 1.450965166091919], [7699, 1.4784268140792847], [8013, 1.5448174476623535], [7732, 1.5458035469055176], [8660, 1.561089038848877], [7061, 1.5680298805236816], [8816, 1.576972246170044], [8311, 1.5836246013641357], [7168, 1.5888460874557495], [7174, 1.6008967161178589], [9018, 1.6131465435028076], [9021, 1.6182271242141724], [7200, 1.6200156211853027]]",8665
video8792,a girl is on the voice,"[[9879, 1.439427375793457]]","[[9879, 1.439427375793457], [8447, 1.4441499710083008], [8810, 1.4449360370635986], [8792, 1.4512948989868164], [7756, 1.4592828750610352]]","[[9879, 1.439427375793457], [8447, 1.4441499710083008], [8810, 1.4449360370635986], [8792, 1.4512948989868164], [7756, 1.4592828750610352], [9222, 1.460794448852539], [8265, 1.471198320388794], [8818, 1.474666953086853], [7791, 1.4763426780700684], [8814, 1.4784162044525146]]","[[9879, 1.439427375793457], [8447, 1.4441499710083008], [8810, 1.4449360370635986], [8792, 1.4512948989868164], [7756, 1.4592828750610352], [9222, 1.460794448852539], [8265, 1.471198320388794], [8818, 1.474666953086853], [7791, 1.4763426780700684], [8814, 1.4784162044525146], [7569, 1.4786269664764404], [9202, 1.4796431064605713], [9778, 1.4934382438659668], [7733, 1.496556043624878], [9303, 1.5031647682189941]]",8792
