rel_video_id,query,top1,top5,top10,ground_truth
video8320,a young girl is showing everybody how to apply make up,"[[8320, 1.407236933708191]]","[[8320, 1.407236933708191], [9818, 1.4626271724700928], [9207, 1.4730497598648071], [8423, 1.483490228652954], [9822, 1.514934778213501]]","[[8320, 1.407236933708191], [9818, 1.4626271724700928], [9207, 1.4730497598648071], [8423, 1.483490228652954], [9822, 1.514934778213501], [9698, 1.5235592126846313], [7571, 1.5312002897262573], [8756, 1.537280559539795], [8488, 1.5391653776168823], [7216, 1.5417734384536743]]",8320
video7354,a man is showing the interior of a car,"[[7354, 1.446274995803833]]","[[7354, 1.446274995803833], [7597, 1.4500188827514648], [7340, 1.45089852809906], [9514, 1.4746787548065186], [7356, 1.4763128757476807]]","[[7354, 1.446274995803833], [7597, 1.4500188827514648], [7340, 1.45089852809906], [9514, 1.4746787548065186], [7356, 1.4763128757476807], [7026, 1.4838000535964966], [8263, 1.5033118724822998], [7969, 1.5137546062469482], [7965, 1.5161038637161255], [8344, 1.5186166763305664]]",7354
video8485,foreign language music video,"[[9513, 1.435178279876709]]","[[9513, 1.435178279876709], [7028, 1.4540529251098633], [9827, 1.4642266035079956], [9682, 1.4788062572479248], [8485, 1.485530138015747]]","[[9513, 1.435178279876709], [7028, 1.4540529251098633], [9827, 1.4642266035079956], [9682, 1.4788062572479248], [8485, 1.485530138015747], [8241, 1.489175796508789], [7726, 1.4894342422485352], [8978, 1.492507815361023], [9815, 1.4937024116516113], [7236, 1.4937177896499634]]",8485
video8690,a blonde woman is speaking and then a radio button to subscribe to her webcasts appears,"[[8690, 1.4066163301467896]]","[[8690, 1.4066163301467896], [7549, 1.4622007608413696], [9512, 1.499416708946228], [8323, 1.500932216644287], [8909, 1.5021694898605347]]","[[8690, 1.4066163301467896], [7549, 1.4622007608413696], [9512, 1.499416708946228], [8323, 1.500932216644287], [8909, 1.5021694898605347], [9791, 1.5059374570846558], [7341, 1.5090579986572266], [9204, 1.50907564163208], [7145, 1.5100071430206299], [7171, 1.5106124877929688]]",8690
video9519,boy band performs for a crowd,"[[9519, 1.4357495307922363]]","[[9519, 1.4357495307922363], [9243, 1.4812211990356445], [7960, 1.4886691570281982], [7461, 1.4941061735153198], [8466, 1.5090587139129639]]","[[9519, 1.4357495307922363], [9243, 1.4812211990356445], [7960, 1.4886691570281982], [7461, 1.4941061735153198], [8466, 1.5090587139129639], [8925, 1.5233343839645386], [7596, 1.5315735340118408], [8556, 1.5318729877471924], [8978, 1.540242075920105], [9303, 1.5414299964904785]]",9519
video7968,a foul mouthed chef demonstrates and describes a vegetable recipe,"[[7968, 1.4336967468261719]]","[[7968, 1.4336967468261719], [9639, 1.4692895412445068], [8834, 1.4885854721069336], [9625, 1.492051601409912], [9687, 1.4928672313690186]]","[[7968, 1.4336967468261719], [9639, 1.4692895412445068], [8834, 1.4885854721069336], [9625, 1.492051601409912], [9687, 1.4928672313690186], [8514, 1.4932045936584473], [9689, 1.4989300966262817], [8686, 1.504410743713379], [7845, 1.5044735670089722], [7554, 1.510719895362854]]",7968
video9428,presentation of the machine and its functions while working,"[[9530, 1.4656445980072021]]","[[9530, 1.4656445980072021], [8626, 1.4732191562652588], [8121, 1.4788649082183838], [9428, 1.498521327972412], [7343, 1.5094352960586548]]","[[9530, 1.4656445980072021], [8626, 1.4732191562652588], [8121, 1.4788649082183838], [9428, 1.498521327972412], [7343, 1.5094352960586548], [8909, 1.5215411186218262], [8246, 1.5245696306228638], [9119, 1.5267181396484375], [9620, 1.5271329879760742], [8804, 1.527292013168335]]",9428
video9236,a man examining the length of a person s arm when opening a glove compartment,"[[9770, 1.4839856624603271]]","[[9770, 1.4839856624603271], [9032, 1.5362489223480225], [7567, 1.5368034839630127], [7820, 1.5413178205490112], [8119, 1.549100399017334]]","[[9770, 1.4839856624603271], [9032, 1.5362489223480225], [7567, 1.5368034839630127], [7820, 1.5413178205490112], [8119, 1.549100399017334], [7350, 1.5654321908950806], [8344, 1.5723066329956055], [9520, 1.5762170553207397], [7154, 1.5762381553649902], [7343, 1.5801137685775757]]",9236
video9520,a fat guy with a tie is looking at a man,"[[8922, 1.426413893699646]]","[[8922, 1.426413893699646], [7834, 1.4940729141235352], [9520, 1.4963663816452026], [8304, 1.5037354230880737], [7114, 1.5220496654510498]]","[[8922, 1.426413893699646], [7834, 1.4940729141235352], [9520, 1.4963663816452026], [8304, 1.5037354230880737], [7114, 1.5220496654510498], [9517, 1.5231924057006836], [9331, 1.5388096570968628], [7158, 1.5395002365112305], [8822, 1.540404200553894], [7468, 1.5409972667694092]]",9520
video9822,a woman is talking,"[[9419, 1.4765052795410156]]","[[9419, 1.4765052795410156], [8826, 1.4836753606796265], [8752, 1.4852335453033447], [7577, 1.4866687059402466], [8254, 1.4868760108947754]]","[[9419, 1.4765052795410156], [8826, 1.4836753606796265], [8752, 1.4852335453033447], [7577, 1.4866687059402466], [8254, 1.4868760108947754], [9793, 1.4890332221984863], [9037, 1.4910634756088257], [7724, 1.491363525390625], [9791, 1.4927873611450195], [9205, 1.4939041137695312]]",9822
video7686,a man looks up towards a cathedrals organ pipes and talks to a priest in a confessional,"[[7686, 1.4428911209106445]]","[[7686, 1.4428911209106445], [8336, 1.4532270431518555], [8829, 1.5322632789611816], [9520, 1.5581763982772827], [7468, 1.5670294761657715]]","[[7686, 1.4428911209106445], [8336, 1.4532270431518555], [8829, 1.5322632789611816], [9520, 1.5581763982772827], [7468, 1.5670294761657715], [8573, 1.5693767070770264], [9825, 1.575682282447815], [9919, 1.5763099193572998], [9811, 1.579351782798767], [8808, 1.579634189605713]]",7686
video9231,few barbie dolls are playing one doll puts shoe to other barbie these are used to play by a kid,"[[9231, 1.3271574974060059]]","[[9231, 1.3271574974060059], [7438, 1.4313173294067383], [7179, 1.4423260688781738], [7579, 1.4968469142913818], [7561, 1.523432970046997]]","[[9231, 1.3271574974060059], [7438, 1.4313173294067383], [7179, 1.4423260688781738], [7579, 1.4968469142913818], [7561, 1.523432970046997], [8604, 1.52638840675354], [8676, 1.55404531955719], [7365, 1.5666160583496094], [9208, 1.5681160688400269], [8863, 1.5684325695037842]]",9231
video9772,some cartoon characters are moving around an area,"[[7747, 1.4459782838821411]]","[[7747, 1.4459782838821411], [8903, 1.4627629518508911], [9814, 1.4636179208755493], [9805, 1.4660718441009521], [9772, 1.4700943231582642]]","[[7747, 1.4459782838821411], [8903, 1.4627629518508911], [9814, 1.4636179208755493], [9805, 1.4660718441009521], [9772, 1.4700943231582642], [8245, 1.4704784154891968], [7467, 1.475956678390503], [8794, 1.4778339862823486], [8110, 1.4844920635223389], [8781, 1.4888755083084106]]",9772
video7902,a baby playing with a cats tail,"[[8478, 1.3596928119659424]]","[[8478, 1.3596928119659424], [7902, 1.3676093816757202], [8672, 1.5029679536819458], [7570, 1.520732045173645], [8323, 1.533529281616211]]","[[8478, 1.3596928119659424], [7902, 1.3676093816757202], [8672, 1.5029679536819458], [7570, 1.520732045173645], [8323, 1.533529281616211], [9034, 1.5510517358779907], [9320, 1.5528148412704468], [7970, 1.5551167726516724], [8018, 1.5582289695739746], [9657, 1.5622999668121338]]",7902
video7823,an asian woman is talking about food,"[[9409, 1.454237699508667]]","[[9409, 1.454237699508667], [9698, 1.4802191257476807], [7898, 1.4908361434936523], [7823, 1.4911985397338867], [9309, 1.4933655261993408]]","[[9409, 1.454237699508667], [9698, 1.4802191257476807], [7898, 1.4908361434936523], [7823, 1.4911985397338867], [9309, 1.4933655261993408], [8835, 1.506577730178833], [8074, 1.5077152252197266], [7684, 1.5133126974105835], [7415, 1.513806700706482], [9419, 1.5176913738250732]]",7823
video8689,a multiplayer game of mario party is played,"[[8459, 1.387362003326416]]","[[8459, 1.387362003326416], [8689, 1.4191547632217407], [7374, 1.5380544662475586], [9909, 1.552376389503479], [9510, 1.56034517288208]]","[[8459, 1.387362003326416], [8689, 1.4191547632217407], [7374, 1.5380544662475586], [9909, 1.552376389503479], [9510, 1.56034517288208], [8787, 1.5702576637268066], [7203, 1.5742357969284058], [7464, 1.5830354690551758], [9224, 1.5831298828125], [9795, 1.5843744277954102]]",8689
video8477,city limits photograph taken from high point in day time,"[[8477, 1.441317081451416]]","[[8477, 1.441317081451416], [8248, 1.5388236045837402], [9774, 1.5514278411865234], [8312, 1.553204894065857], [9246, 1.5655004978179932]]","[[8477, 1.441317081451416], [8248, 1.5388236045837402], [9774, 1.5514278411865234], [8312, 1.553204894065857], [9246, 1.5655004978179932], [8307, 1.565584659576416], [8463, 1.5682706832885742], [7914, 1.576470971107483], [9581, 1.578740119934082], [7890, 1.5845177173614502]]",8477
video7699,a man with head band is demonstrating how to play ping pong,"[[7699, 1.2917883396148682]]","[[7699, 1.2917883396148682], [7357, 1.5641722679138184], [7978, 1.5808542966842651], [7563, 1.582228422164917], [9534, 1.583491325378418]]","[[7699, 1.2917883396148682], [7357, 1.5641722679138184], [7978, 1.5808542966842651], [7563, 1.582228422164917], [9534, 1.583491325378418], [8665, 1.5883848667144775], [8816, 1.5980546474456787], [7375, 1.6020777225494385], [7177, 1.6092301607131958], [9744, 1.6126325130462646]]",7699
video8324,a rock band performs on stage,"[[7461, 1.4141122102737427]]","[[7461, 1.4141122102737427], [8925, 1.4451541900634766], [9243, 1.4593820571899414], [8324, 1.4674736261367798], [8926, 1.4676960706710815]]","[[7461, 1.4141122102737427], [8925, 1.4451541900634766], [9243, 1.4593820571899414], [8324, 1.4674736261367798], [8926, 1.4676960706710815], [7961, 1.4706978797912598], [8466, 1.470946192741394], [7596, 1.4890621900558472], [7528, 1.503389835357666], [8978, 1.5085071325302124]]",8324
video9012,a trailer for a movie with a girl knocking on the wall,"[[9012, 1.357085943222046]]","[[9012, 1.357085943222046], [7782, 1.38153076171875], [7118, 1.3830866813659668], [8832, 1.3994219303131104], [8392, 1.4009575843811035]]","[[9012, 1.357085943222046], [7782, 1.38153076171875], [7118, 1.3830866813659668], [8832, 1.3994219303131104], [8392, 1.4009575843811035], [8340, 1.4165369272232056], [9816, 1.4329166412353516], [8902, 1.4453742504119873], [9237, 1.4505902528762817], [8811, 1.4720442295074463]]",9012
video8392,a girl in black color dress wearing cloth sleeping and smoking and peeping into hole displaying on screen,"[[8392, 1.4283416271209717]]","[[8392, 1.4283416271209717], [8305, 1.4859998226165771], [8790, 1.5084941387176514], [7154, 1.5175751447677612], [9827, 1.517866611480713]]","[[8392, 1.4283416271209717], [8305, 1.4859998226165771], [8790, 1.5084941387176514], [7154, 1.5175751447677612], [9827, 1.517866611480713], [8073, 1.519739031791687], [8240, 1.5203418731689453], [9686, 1.5237627029418945], [9782, 1.5260677337646484], [9750, 1.5343130826950073]]",8392
video7415,in the kitchen the chef is interviewed by a lady and the ingredients are kept on the table,"[[7415, 1.388218879699707]]","[[7415, 1.388218879699707], [8686, 1.4261436462402344], [7360, 1.4714460372924805], [8835, 1.476212739944458], [9356, 1.487896203994751]]","[[7415, 1.388218879699707], [8686, 1.4261436462402344], [7360, 1.4714460372924805], [8835, 1.476212739944458], [9356, 1.487896203994751], [7559, 1.4995062351226807], [7968, 1.5051567554473877], [9687, 1.513075351715088], [8662, 1.5132455825805664], [7148, 1.5144997835159302]]",7415
video9812,a woman giving a photoshop tutorial,"[[9346, 1.3762075901031494]]","[[9346, 1.3762075901031494], [8921, 1.415170669555664], [9812, 1.4220216274261475], [7916, 1.5083357095718384], [9688, 1.529961347579956]]","[[9346, 1.3762075901031494], [8921, 1.415170669555664], [9812, 1.4220216274261475], [7916, 1.5083357095718384], [9688, 1.529961347579956], [8928, 1.5472317934036255], [8756, 1.5504906177520752], [8669, 1.5534462928771973], [9503, 1.5580432415008545], [9782, 1.5655086040496826]]",9812
video7966,cheese is being sliced,"[[7966, 1.429671287536621]]","[[7966, 1.429671287536621], [8056, 1.4803659915924072], [8915, 1.4810227155685425], [7165, 1.4843438863754272], [9798, 1.4920951128005981]]","[[7966, 1.429671287536621], [8056, 1.4803659915924072], [8915, 1.4810227155685425], [7165, 1.4843438863754272], [9798, 1.4920951128005981], [9684, 1.4957032203674316], [9015, 1.5061856508255005], [7554, 1.5101509094238281], [8910, 1.5110795497894287], [7591, 1.5224695205688477]]",7966
video8456,a man talks to someone and also the camera,"[[9885, 1.462561845779419]]","[[9885, 1.462561845779419], [8917, 1.4755220413208008], [9406, 1.4772024154663086], [7704, 1.4803673028945923], [7375, 1.4815655946731567]]","[[9885, 1.462561845779419], [8917, 1.4755220413208008], [9406, 1.4772024154663086], [7704, 1.4803673028945923], [7375, 1.4815655946731567], [7418, 1.4851152896881104], [9690, 1.4959499835968018], [7349, 1.4962095022201538], [7491, 1.4964747428894043], [8480, 1.4970356225967407]]",8456
video7135,a man in a music video screams shut up a bunch of times,"[[7767, 1.448581576347351]]","[[7767, 1.448581576347351], [7028, 1.456186056137085], [8978, 1.4606791734695435], [7367, 1.4620779752731323], [7205, 1.470259428024292]]","[[7767, 1.448581576347351], [7028, 1.456186056137085], [8978, 1.4606791734695435], [7367, 1.4620779752731323], [7205, 1.470259428024292], [7135, 1.4703900814056396], [9489, 1.4840502738952637], [8305, 1.4903892278671265], [7917, 1.4907991886138916], [8671, 1.4932247400283813]]",7135
video8674,space explorers in red and silver suits float about in a black abyss filled with blue crystals,"[[9609, 1.477645993232727]]","[[9609, 1.477645993232727], [8674, 1.4812089204788208], [7562, 1.5033977031707764], [7061, 1.5061678886413574], [9807, 1.5118213891983032]]","[[9609, 1.477645993232727], [8674, 1.4812089204788208], [7562, 1.5033977031707764], [7061, 1.5061678886413574], [9807, 1.5118213891983032], [9620, 1.5295603275299072], [9578, 1.535737156867981], [8319, 1.5485436916351318], [8071, 1.5620934963226318], [7352, 1.5692954063415527]]",8674
video9817,vines of sports are being played,"[[7358, 1.4154133796691895]]","[[7358, 1.4154133796691895], [8913, 1.416767954826355], [8979, 1.417455792427063], [9605, 1.4177744388580322], [9817, 1.4181640148162842]]","[[7358, 1.4154133796691895], [8913, 1.416767954826355], [8979, 1.417455792427063], [9605, 1.4177744388580322], [9817, 1.4181640148162842], [9029, 1.4192860126495361], [9018, 1.4219509363174438], [9542, 1.42646062374115], [8253, 1.4316067695617676], [7787, 1.4351089000701904]]",9817
video7370,boys and girls dancing and singing on beach,"[[7117, 1.3129578828811646]]","[[7117, 1.3129578828811646], [8895, 1.4250280857086182], [8556, 1.4417916536331177], [9201, 1.4612712860107422], [8014, 1.4679673910140991]]","[[7117, 1.3129578828811646], [8895, 1.4250280857086182], [8556, 1.4417916536331177], [9201, 1.4612712860107422], [8014, 1.4679673910140991], [7370, 1.4693617820739746], [7212, 1.4800660610198975], [9513, 1.49167001247406], [8241, 1.502110242843628], [9957, 1.5097792148590088]]",7370
video7228,a man is sitting and playing guitar,"[[7976, 1.4087727069854736]]","[[7976, 1.4087727069854736], [9872, 1.4355850219726562], [8251, 1.4453294277191162], [8861, 1.4459306001663208], [7227, 1.4482064247131348]]","[[7976, 1.4087727069854736], [9872, 1.4355850219726562], [8251, 1.4453294277191162], [8861, 1.4459306001663208], [7227, 1.4482064247131348], [7419, 1.454624891281128], [7961, 1.454978346824646], [7545, 1.459344744682312], [7228, 1.4620721340179443], [9330, 1.4683016538619995]]",7228
video8650,a news convention is held,"[[7754, 1.4608542919158936]]","[[7754, 1.4608542919158936], [7731, 1.467261791229248], [9223, 1.4673619270324707], [8464, 1.4763420820236206], [7410, 1.4847118854522705]]","[[7754, 1.4608542919158936], [7731, 1.467261791229248], [9223, 1.4673619270324707], [8464, 1.4763420820236206], [7410, 1.4847118854522705], [9204, 1.4854722023010254], [9028, 1.4909374713897705], [8822, 1.4913793802261353], [7158, 1.4938101768493652], [7613, 1.4975948333740234]]",8650
video7766,a video gamer is seen as he plays a video game,"[[7766, 1.4736557006835938]]","[[7766, 1.4736557006835938], [8860, 1.475614309310913], [7366, 1.4764206409454346], [7792, 1.476850986480713], [8578, 1.4782116413116455]]","[[7766, 1.4736557006835938], [8860, 1.475614309310913], [7366, 1.4764206409454346], [7792, 1.476850986480713], [8578, 1.4782116413116455], [8077, 1.479749321937561], [8462, 1.4803706407546997], [9795, 1.4809523820877075], [7972, 1.4826833009719849], [8797, 1.4836095571517944]]",7766
video7965,man driving in a car an talking about the car,"[[9331, 1.440133810043335]]","[[9331, 1.440133810043335], [8263, 1.4439595937728882], [7597, 1.4520965814590454], [9677, 1.4635341167449951], [7965, 1.4710495471954346]]","[[9331, 1.440133810043335], [8263, 1.4439595937728882], [7597, 1.4520965814590454], [9677, 1.4635341167449951], [7965, 1.4710495471954346], [7026, 1.4742075204849243], [8089, 1.4797117710113525], [7354, 1.4890048503875732], [8344, 1.5086863040924072], [7969, 1.5114340782165527]]",7965
video8685,a man prepares some food in the kitchen,"[[7799, 1.451316237449646]]","[[7799, 1.451316237449646], [9038, 1.4578288793563843], [8834, 1.4626781940460205], [8865, 1.4707764387130737], [9694, 1.4851292371749878]]","[[7799, 1.451316237449646], [9038, 1.4578288793563843], [8834, 1.4626781940460205], [8865, 1.4707764387130737], [9694, 1.4851292371749878], [7148, 1.4855235815048218], [7559, 1.4862236976623535], [8325, 1.4883151054382324], [9693, 1.4904866218566895], [8247, 1.4926090240478516]]",8685
video8670,a black t shirted man with a hat talking about an event,"[[7375, 1.4662699699401855]]","[[7375, 1.4662699699401855], [7418, 1.4722356796264648], [7412, 1.4733102321624756], [8670, 1.473332166671753], [9404, 1.513282299041748]]","[[7375, 1.4662699699401855], [7418, 1.4722356796264648], [7412, 1.4733102321624756], [8670, 1.473332166671753], [9404, 1.513282299041748], [7854, 1.5154876708984375], [9522, 1.5221455097198486], [7064, 1.5254151821136475], [7755, 1.525628685951233], [9534, 1.527001142501831]]",8670
video8249,batman is beating up bane in a scene from a batman movie,"[[8249, 1.3942466974258423]]","[[8249, 1.3942466974258423], [8061, 1.526166319847107], [7352, 1.555330753326416], [8266, 1.5664021968841553], [9623, 1.5725429058074951]]","[[8249, 1.3942466974258423], [8061, 1.526166319847107], [7352, 1.555330753326416], [8266, 1.5664021968841553], [9623, 1.5725429058074951], [9400, 1.5832222700119019], [9520, 1.5883232355117798], [8808, 1.5914905071258545], [9208, 1.594610333442688], [7233, 1.5962941646575928]]",8249
video9919,a man walks towards a woman and the woman breaks a bottle to defend her belongings,"[[9324, 1.471053957939148]]","[[9324, 1.471053957939148], [9322, 1.4785466194152832], [7726, 1.491910696029663], [9750, 1.4932544231414795], [8392, 1.4948546886444092]]","[[9324, 1.471053957939148], [9322, 1.4785466194152832], [7726, 1.491910696029663], [9750, 1.4932544231414795], [8392, 1.4948546886444092], [9919, 1.4977065324783325], [7137, 1.5077916383743286], [9237, 1.5099927186965942], [9307, 1.5135425329208374], [7466, 1.5139360427856445]]",9919
video7822,many ladies and men are walking upstairs inside of a caged fence,"[[7822, 1.389931321144104]]","[[7822, 1.389931321144104], [8073, 1.4459856748580933], [7686, 1.479626178741455], [8305, 1.4965746402740479], [8442, 1.500292420387268]]","[[7822, 1.389931321144104], [8073, 1.4459856748580933], [7686, 1.479626178741455], [8305, 1.4965746402740479], [8442, 1.500292420387268], [8014, 1.5092732906341553], [9131, 1.518402099609375], [7568, 1.5199679136276245], [7467, 1.5316113233566284], [8469, 1.535423994064331]]",7822
video8345,a woman feeds another,"[[8345, 1.4731205701828003]]","[[8345, 1.4731205701828003], [8326, 1.4992207288742065], [8604, 1.5016920566558838], [8012, 1.5035066604614258], [9682, 1.5038039684295654]]","[[8345, 1.4731205701828003], [8326, 1.4992207288742065], [8604, 1.5016920566558838], [8012, 1.5035066604614258], [9682, 1.5038039684295654], [8606, 1.5068024396896362], [8048, 1.5080747604370117], [7370, 1.5109128952026367], [8790, 1.5123403072357178], [9693, 1.5131253004074097]]",8345
video8497,a bus crashes into a car,"[[7701, 1.4529850482940674]]","[[7701, 1.4529850482940674], [8497, 1.4801511764526367], [9622, 1.516873836517334], [8243, 1.5173046588897705], [7445, 1.5186607837677002]]","[[7701, 1.4529850482940674], [8497, 1.4801511764526367], [9622, 1.516873836517334], [8243, 1.5173046588897705], [7445, 1.5186607837677002], [8022, 1.5206836462020874], [8864, 1.5208721160888672], [9336, 1.5293469429016113], [9355, 1.533191204071045], [8934, 1.5332111120224]]",8497
video7149,a trailer for a film with words over the top,"[[8340, 1.4034909009933472]]","[[8340, 1.4034909009933472], [7355, 1.4312140941619873], [7149, 1.4332079887390137], [8075, 1.4420825242996216], [8671, 1.4518507719039917]]","[[8340, 1.4034909009933472], [7355, 1.4312140941619873], [7149, 1.4332079887390137], [8075, 1.4420825242996216], [8671, 1.4518507719039917], [8811, 1.4596422910690308], [7466, 1.4840507507324219], [8475, 1.4947116374969482], [7782, 1.4955482482910156], [8260, 1.4992461204528809]]",7149
video8462,guys play minecraft,"[[8578, 1.456722617149353]]","[[8578, 1.456722617149353], [7972, 1.4593262672424316], [8663, 1.4653639793395996], [7792, 1.4661204814910889], [8462, 1.4669146537780762]]","[[8578, 1.456722617149353], [7972, 1.4593262672424316], [8663, 1.4653639793395996], [7792, 1.4661204814910889], [8462, 1.4669146537780762], [8077, 1.468583345413208], [8787, 1.4694567918777466], [7143, 1.4712345600128174], [7366, 1.4727809429168701], [8797, 1.4728797674179077]]",8462
video7035,there is someone playing a game in a computer,"[[7203, 1.4784231185913086]]","[[7203, 1.4784231185913086], [8860, 1.4814453125], [7035, 1.48236882686615], [8313, 1.4888992309570312], [7366, 1.492708683013916]]","[[7203, 1.4784231185913086], [8860, 1.4814453125], [7035, 1.48236882686615], [8313, 1.4888992309570312], [7366, 1.492708683013916], [8111, 1.4940990209579468], [7445, 1.4961737394332886], [7723, 1.4988607168197632], [9336, 1.4989252090454102], [7919, 1.4992703199386597]]",7035
video8342,girl in pink dress fashion model walking in ramp,"[[8342, 1.3262245655059814]]","[[8342, 1.3262245655059814], [7730, 1.3981854915618896], [7669, 1.4091908931732178], [9348, 1.4110689163208008], [7783, 1.4347001314163208]]","[[8342, 1.3262245655059814], [7730, 1.3981854915618896], [7669, 1.4091908931732178], [9348, 1.4110689163208008], [7783, 1.4347001314163208], [8923, 1.4416364431381226], [9308, 1.4540809392929077], [8073, 1.4685132503509521], [9277, 1.4775574207305908], [8605, 1.5036604404449463]]",8342
video8067,guys holding cups and talking,"[[9833, 1.454215168952942]]","[[9833, 1.454215168952942], [8685, 1.4570486545562744], [8067, 1.4624998569488525], [9229, 1.4786642789840698], [9745, 1.4809482097625732]]","[[9833, 1.454215168952942], [8685, 1.4570486545562744], [8067, 1.4624998569488525], [9229, 1.4786642789840698], [9745, 1.4809482097625732], [8259, 1.4816741943359375], [7833, 1.4906480312347412], [8922, 1.501314640045166], [8917, 1.5043460130691528], [9450, 1.5052883625030518]]",8067
video9226,a girl dresses up in a bright wig,"[[7142, 1.4067621231079102]]","[[7142, 1.4067621231079102], [9226, 1.4804824590682983], [8073, 1.499388337135315], [8756, 1.518217921257019], [8423, 1.5227665901184082]]","[[7142, 1.4067621231079102], [9226, 1.4804824590682983], [8073, 1.499388337135315], [8756, 1.518217921257019], [8423, 1.5227665901184082], [8605, 1.5267685651779175], [7179, 1.5412018299102783], [7438, 1.5414022207260132], [7698, 1.5439796447753906], [8914, 1.5525468587875366]]",9226
video7687,a girl using her smartphone,"[[7687, 1.4596235752105713]]","[[7687, 1.4596235752105713], [9258, 1.4814369678497314], [7118, 1.4908829927444458], [9697, 1.4922429323196411], [8320, 1.506798267364502]]","[[7687, 1.4596235752105713], [9258, 1.4814369678497314], [7118, 1.4908829927444458], [9697, 1.4922429323196411], [8320, 1.506798267364502], [8011, 1.5082093477249146], [8832, 1.510899543762207], [9257, 1.5124082565307617], [9205, 1.5130921602249146], [7728, 1.5135465860366821]]",7687
video8798,the lighting work is going on the building,"[[7632, 1.4551208019256592]]","[[7632, 1.4551208019256592], [8441, 1.470054268836975], [7732, 1.487652063369751], [8902, 1.520878791809082], [8311, 1.5260775089263916]]","[[7632, 1.4551208019256592], [8441, 1.470054268836975], [7732, 1.487652063369751], [8902, 1.520878791809082], [8311, 1.5260775089263916], [8464, 1.5267704725265503], [8328, 1.5273064374923706], [8798, 1.5280956029891968], [8111, 1.5290100574493408], [7035, 1.53009033203125]]",8798
video9340,one sad one trying to comfort,"[[9237, 1.4368937015533447]]","[[9237, 1.4368937015533447], [7590, 1.4619085788726807], [9816, 1.4663549661636353], [7782, 1.4800862073898315], [8446, 1.4888153076171875]]","[[9237, 1.4368937015533447], [7590, 1.4619085788726807], [9816, 1.4663549661636353], [7782, 1.4800862073898315], [8446, 1.4888153076171875], [7149, 1.496061086654663], [7114, 1.4970773458480835], [7160, 1.497532844543457], [8340, 1.498390793800354], [7163, 1.5013046264648438]]",9340
video9793,interview with artist shanai twain,"[[9793, 1.3697426319122314]]","[[9793, 1.3697426319122314], [7162, 1.4396734237670898], [9512, 1.4624873399734497], [7753, 1.471139907836914], [8318, 1.4827401638031006]]","[[9793, 1.3697426319122314], [7162, 1.4396734237670898], [9512, 1.4624873399734497], [7753, 1.471139907836914], [8318, 1.4827401638031006], [8783, 1.4828002452850342], [8068, 1.4874193668365479], [8813, 1.489311933517456], [8826, 1.4921427965164185], [8453, 1.4936130046844482]]",9793
video9349,guy showing how to make items,"[[9699, 1.442115306854248]]","[[9699, 1.442115306854248], [9349, 1.4715830087661743], [8774, 1.4761425256729126], [8332, 1.4769045114517212], [9368, 1.4877475500106812]]","[[9699, 1.442115306854248], [9349, 1.4715830087661743], [8774, 1.4761425256729126], [8332, 1.4769045114517212], [9368, 1.4877475500106812], [7237, 1.489652395248413], [7560, 1.4906318187713623], [8784, 1.4945908784866333], [8067, 1.495015263557434], [7020, 1.498682975769043]]",9349
video8330,a man and a woman are talking at a bus stop,"[[8330, 1.4648534059524536]]","[[8330, 1.4648534059524536], [8879, 1.4714452028274536], [8974, 1.4819674491882324], [8022, 1.488303542137146], [9521, 1.505426049232483]]","[[8330, 1.4648534059524536], [8879, 1.4714452028274536], [8974, 1.4819674491882324], [8022, 1.488303542137146], [9521, 1.505426049232483], [9011, 1.5098812580108643], [7832, 1.5135964155197144], [8653, 1.5252103805541992], [9341, 1.536338210105896], [7114, 1.5433869361877441]]",8330
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.357841968536377]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547]]","[[8306, 1.357841968536377], [7837, 1.4971399307250977], [8831, 1.5433412790298462], [9581, 1.5454376935958862], [8426, 1.5565624237060547], [8741, 1.561105489730835], [8335, 1.5682268142700195], [9131, 1.568325161933899], [8118, 1.5801081657409668], [9253, 1.5869505405426025]]",8306
video7793,flight is shaken and the pilots trying to land the flight while they opened the air,"[[7793, 1.3972315788269043]]","[[7793, 1.3972315788269043], [9609, 1.45236337184906], [9774, 1.4695284366607666], [9680, 1.487492561340332], [8687, 1.5032659769058228]]","[[7793, 1.3972315788269043], [9609, 1.45236337184906], [9774, 1.4695284366607666], [9680, 1.487492561340332], [8687, 1.5032659769058228], [7206, 1.5035676956176758], [8125, 1.5180885791778564], [8071, 1.5352908372879028], [7233, 1.5356395244598389], [9578, 1.5359485149383545]]",7793
video8671,a man is yelling on the phone,"[[9603, 1.413987398147583]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133]]","[[9603, 1.413987398147583], [7029, 1.4559677839279175], [8416, 1.5059672594070435], [8671, 1.510833501815796], [7593, 1.5200319290161133], [8061, 1.5217639207839966], [7576, 1.526538372039795], [7838, 1.5304858684539795], [8492, 1.5307282209396362], [8456, 1.5347388982772827]]",8671
