rel_video_id,query,top1,top5,top10,ground_truth
video7687,a girl using her smartphone,"[[7687, 1.4493191242218018]]","[[7687, 1.4493191242218018], [9258, 1.4855462312698364], [8832, 1.4950358867645264], [9205, 1.5046906471252441], [7118, 1.5048983097076416]]","[[7687, 1.4493191242218018], [9258, 1.4855462312698364], [8832, 1.4950358867645264], [9205, 1.5046906471252441], [7118, 1.5048983097076416], [7728, 1.5087116956710815], [8011, 1.5153090953826904], [7916, 1.5187458992004395], [7547, 1.5202155113220215], [9012, 1.5214462280273438]]",7687
video8798,the lighting work is going on the building,"[[8441, 1.4591879844665527]]","[[8441, 1.4591879844665527], [7632, 1.4714937210083008], [7732, 1.4849495887756348], [9878, 1.5091274976730347], [8798, 1.5192281007766724]]","[[8441, 1.4591879844665527], [7632, 1.4714937210083008], [7732, 1.4849495887756348], [9878, 1.5091274976730347], [8798, 1.5192281007766724], [7035, 1.5235743522644043], [8328, 1.524100661277771], [8473, 1.5245487689971924], [8464, 1.525950312614441], [7576, 1.5389902591705322]]",8798
video9340,one sad one trying to comfort,"[[9237, 1.4384922981262207]]","[[9237, 1.4384922981262207], [9816, 1.444533348083496], [7590, 1.4622422456741333], [8446, 1.4917391538619995], [9323, 1.494550347328186]]","[[9237, 1.4384922981262207], [9816, 1.444533348083496], [7590, 1.4622422456741333], [8446, 1.4917391538619995], [9323, 1.494550347328186], [7149, 1.49717378616333], [8340, 1.5007879734039307], [9919, 1.500847339630127], [8829, 1.502286672592163], [7574, 1.507957100868225]]",9340
video9793,interview with artist shanai twain,"[[9793, 1.3663418292999268]]","[[9793, 1.3663418292999268], [7162, 1.4376254081726074], [9512, 1.4657557010650635], [7753, 1.4660756587982178], [8453, 1.4922516345977783]]","[[9793, 1.3663418292999268], [7162, 1.4376254081726074], [9512, 1.4657557010650635], [7753, 1.4660756587982178], [8453, 1.4922516345977783], [8826, 1.492630958557129], [8813, 1.4933152198791504], [8068, 1.4938002824783325], [7341, 1.4976050853729248], [8783, 1.5016305446624756]]",9793
video9349,guy showing how to make items,"[[9699, 1.4401967525482178]]","[[9699, 1.4401967525482178], [9349, 1.4672931432724], [9368, 1.4884939193725586], [7350, 1.4892481565475464], [8332, 1.4898321628570557]]","[[9699, 1.4401967525482178], [9349, 1.4672931432724], [9368, 1.4884939193725586], [7350, 1.4892481565475464], [8332, 1.4898321628570557], [7363, 1.499220848083496], [8784, 1.4992254972457886], [7020, 1.4994608163833618], [7785, 1.4996094703674316], [8774, 1.5002387762069702]]",9349
video8330,a man and a woman are talking at a bus stop,"[[8879, 1.4552773237228394]]","[[8879, 1.4552773237228394], [8022, 1.481384515762329], [8330, 1.4828184843063354], [7832, 1.4836747646331787], [8974, 1.4953103065490723]]","[[8879, 1.4552773237228394], [8022, 1.481384515762329], [8330, 1.4828184843063354], [7832, 1.4836747646331787], [8974, 1.4953103065490723], [9011, 1.5147665739059448], [9513, 1.528447151184082], [8653, 1.5356733798980713], [7790, 1.5512703657150269], [7613, 1.5569556951522827]]",8330
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.36810302734375]]","[[8306, 1.36810302734375], [7837, 1.498305082321167], [9131, 1.5304847955703735], [8831, 1.538076400756836], [9581, 1.5417131185531616]]","[[8306, 1.36810302734375], [7837, 1.498305082321167], [9131, 1.5304847955703735], [8831, 1.538076400756836], [9581, 1.5417131185531616], [9253, 1.5512326955795288], [8426, 1.5555179119110107], [8741, 1.5580968856811523], [8335, 1.5607759952545166], [8118, 1.5695561170578003]]",8306
video7793,flight is shaken and the pilots trying to land the flight while they opened the air,"[[9609, 1.4400690793991089]]","[[9609, 1.4400690793991089], [7793, 1.4410717487335205], [9774, 1.469642162322998], [9680, 1.4863497018814087], [7206, 1.501920461654663]]","[[9609, 1.4400690793991089], [7793, 1.4410717487335205], [9774, 1.469642162322998], [9680, 1.4863497018814087], [7206, 1.501920461654663], [8071, 1.5033817291259766], [7233, 1.509986400604248], [8687, 1.5113003253936768], [9578, 1.5213596820831299], [8125, 1.5277999639511108]]",7793
video8671,a man is yelling on the phone,"[[9603, 1.4432346820831299]]","[[9603, 1.4432346820831299], [7029, 1.4440408945083618], [7593, 1.4977121353149414], [8671, 1.505730390548706], [7793, 1.524243950843811]]","[[9603, 1.4432346820831299], [7029, 1.4440408945083618], [7593, 1.4977121353149414], [8671, 1.505730390548706], [7793, 1.524243950843811], [8752, 1.5290770530700684], [8061, 1.5318951606750488], [9834, 1.5359125137329102], [9878, 1.5382064580917358], [9623, 1.5393178462982178]]",8671
video8255,a man is playing piano,"[[8255, 1.4482131004333496]]","[[8255, 1.4482131004333496], [9026, 1.4784613847732544], [8466, 1.485382080078125], [7976, 1.5223535299301147], [7598, 1.526472806930542]]","[[8255, 1.4482131004333496], [9026, 1.4784613847732544], [8466, 1.485382080078125], [7976, 1.5223535299301147], [7598, 1.526472806930542], [8474, 1.5332814455032349], [7156, 1.5421979427337646], [7227, 1.5489966869354248], [7149, 1.5506792068481445], [9254, 1.5508739948272705]]",8255
video8492,a man is very excited,"[[8492, 1.4645662307739258]]","[[8492, 1.4645662307739258], [9241, 1.4676108360290527], [8930, 1.469203233718872], [8445, 1.4770187139511108], [9302, 1.4914486408233643]]","[[8492, 1.4645662307739258], [9241, 1.4676108360290527], [8930, 1.469203233718872], [8445, 1.4770187139511108], [9302, 1.4914486408233643], [9522, 1.5006084442138672], [9352, 1.503973364830017], [8671, 1.504210352897644], [7418, 1.5052961111068726], [7838, 1.5061266422271729]]",8492
video8253,vest of sports vines,"[[7839, 1.4617741107940674]]","[[7839, 1.4617741107940674], [9018, 1.477738857269287], [8013, 1.4843510389328003], [9605, 1.4880125522613525], [8253, 1.4911054372787476]]","[[7839, 1.4617741107940674], [9018, 1.477738857269287], [8013, 1.4843510389328003], [9605, 1.4880125522613525], [8253, 1.4911054372787476], [8913, 1.497096300125122], [9817, 1.501671314239502], [7787, 1.5123326778411865], [9029, 1.5129883289337158], [8979, 1.5170857906341553]]",8253
video9342,the water safety teams arrives with the safety devices and water bike to save a person who had been drifted away,"[[9342, 1.388867735862732]]","[[9342, 1.388867735862732], [8079, 1.464484691619873], [9578, 1.467569351196289], [7681, 1.480912208557129], [7795, 1.4920587539672852]]","[[9342, 1.388867735862732], [8079, 1.464484691619873], [9578, 1.467569351196289], [7681, 1.480912208557129], [7795, 1.4920587539672852], [8457, 1.503414511680603], [8949, 1.509259581565857], [8657, 1.5207505226135254], [9574, 1.5276219844818115], [9359, 1.5279128551483154]]",9342
video7029,cartoon show for kids,"[[7741, 1.480072021484375]]","[[7741, 1.480072021484375], [9838, 1.4813411235809326], [7835, 1.487734317779541], [7701, 1.4883052110671997], [8799, 1.4901981353759766]]","[[7741, 1.480072021484375], [9838, 1.4813411235809326], [7835, 1.487734317779541], [7701, 1.4883052110671997], [8799, 1.4901981353759766], [8128, 1.4929885864257812], [7178, 1.493577241897583], [7111, 1.4951348304748535], [8839, 1.4951376914978027], [9814, 1.495438814163208]]",7029
video8468,someone is driving around the city in grand theft auto v,"[[9355, 1.390218734741211]]","[[9355, 1.390218734741211], [8468, 1.3984301090240479], [8070, 1.4461864233016968], [7445, 1.4798378944396973], [9773, 1.4845502376556396]]","[[9355, 1.390218734741211], [8468, 1.3984301090240479], [8070, 1.4461864233016968], [7445, 1.4798378944396973], [9773, 1.4845502376556396], [9813, 1.4969043731689453], [8929, 1.5211505889892578], [8477, 1.5402395725250244], [7502, 1.549946904182434], [7219, 1.568807601928711]]",8468
video7419,a man playing guitar and singing on the road side,"[[8251, 1.420571208000183]]","[[8251, 1.420571208000183], [7419, 1.4515594244003296], [9330, 1.463301181793213], [7976, 1.498549461364746], [7915, 1.5052825212478638]]","[[8251, 1.420571208000183], [7419, 1.4515594244003296], [9330, 1.463301181793213], [7976, 1.498549461364746], [7915, 1.5052825212478638], [7028, 1.5103907585144043], [7969, 1.5147038698196411], [7212, 1.515493631362915], [8657, 1.518099308013916], [9872, 1.520933985710144]]",7419
video8464,the ground rules of the republican presidential debate are introduced,"[[8464, 1.3886640071868896]]","[[8464, 1.3886640071868896], [7158, 1.4096765518188477], [7754, 1.5131579637527466], [7731, 1.5309727191925049], [8927, 1.566007375717163]]","[[8464, 1.3886640071868896], [7158, 1.4096765518188477], [7754, 1.5131579637527466], [7731, 1.5309727191925049], [8927, 1.566007375717163], [9223, 1.568047046661377], [8824, 1.5702102184295654], [8908, 1.5751875638961792], [9021, 1.581744909286499], [7613, 1.5851659774780273]]",8464
video8978,band performing a hard rock song about diamonds in the sky,"[[8674, 1.4381613731384277]]","[[8674, 1.4381613731384277], [8978, 1.4402458667755127], [9589, 1.4604640007019043], [7732, 1.4696769714355469], [9243, 1.472455620765686]]","[[8674, 1.4381613731384277], [8978, 1.4402458667755127], [9589, 1.4604640007019043], [7732, 1.4696769714355469], [9243, 1.472455620765686], [8490, 1.4759105443954468], [8466, 1.4770931005477905], [7205, 1.4771066904067993], [8324, 1.4782178401947021], [7156, 1.478654146194458]]",8978
video7464,the video shows gameplay of a car racing video game,"[[7506, 1.4362682104110718]]","[[7506, 1.4362682104110718], [7219, 1.446439266204834], [9336, 1.4631108045578003], [7464, 1.4639109373092651], [9773, 1.4691758155822754]]","[[7506, 1.4362682104110718], [7219, 1.446439266204834], [9336, 1.4631108045578003], [7464, 1.4639109373092651], [9773, 1.4691758155822754], [7214, 1.4716224670410156], [9344, 1.4915319681167603], [8468, 1.4917882680892944], [9355, 1.5015497207641602], [7445, 1.5110716819763184]]",7464
video8654,a woman cooking an orange substance,"[[8656, 1.439246654510498]]","[[8656, 1.439246654510498], [8686, 1.4950398206710815], [7826, 1.4951982498168945], [9693, 1.495804786682129], [9022, 1.5044140815734863]]","[[8656, 1.439246654510498], [8686, 1.4950398206710815], [7826, 1.4951982498168945], [9693, 1.495804786682129], [9022, 1.5044140815734863], [7973, 1.506664514541626], [9735, 1.515384316444397], [9731, 1.5223405361175537], [8654, 1.5284178256988525], [8865, 1.5286003351211548]]",8654
video8808,a man talks back to a cop and handcuffs him to the table,"[[8829, 1.4583144187927246]]","[[8829, 1.4583144187927246], [9811, 1.505230188369751], [8808, 1.5052810907363892], [9520, 1.5071799755096436], [7686, 1.519652247428894]]","[[8829, 1.4583144187927246], [9811, 1.505230188369751], [8808, 1.5052810907363892], [9520, 1.5071799755096436], [7686, 1.519652247428894], [9833, 1.5227766036987305], [9323, 1.5290141105651855], [8315, 1.5358136892318726], [7114, 1.5366849899291992], [9919, 1.5450007915496826]]",8808
video7378,a clip of soccer plays,"[[8675, 1.446454405784607]]","[[8675, 1.446454405784607], [7378, 1.4546725749969482], [8661, 1.455423355102539], [9817, 1.463365077972412], [7500, 1.4776742458343506]]","[[8675, 1.446454405784607], [7378, 1.4546725749969482], [8661, 1.455423355102539], [9817, 1.463365077972412], [7500, 1.4776742458343506], [7200, 1.4813289642333984], [9681, 1.4916036128997803], [7358, 1.5074846744537354], [9516, 1.5098164081573486], [8979, 1.5111509561538696]]",7378
video8496,a cute girl with nice headgear standing in a room is talking through a microphone,"[[8423, 1.4118316173553467]]","[[8423, 1.4118316173553467], [8496, 1.4141498804092407], [9205, 1.4516253471374512], [9603, 1.477993130683899], [7142, 1.4949183464050293]]","[[8423, 1.4118316173553467], [8496, 1.4141498804092407], [9205, 1.4516253471374512], [9603, 1.477993130683899], [7142, 1.4949183464050293], [8904, 1.5033512115478516], [8320, 1.506685733795166], [7836, 1.5135494470596313], [7216, 1.517573595046997], [8650, 1.5180128812789917]]",8496
video9332,a girl plays a videogame,"[[9332, 1.4577301740646362]]","[[9332, 1.4577301740646362], [8027, 1.4757096767425537], [9031, 1.4782681465148926], [9200, 1.492112636566162], [9458, 1.5017714500427246]]","[[9332, 1.4577301740646362], [8027, 1.4757096767425537], [9031, 1.4782681465148926], [9200, 1.492112636566162], [9458, 1.5017714500427246], [7547, 1.5043680667877197], [8862, 1.5045050382614136], [7502, 1.5083034038543701], [8816, 1.5087580680847168], [8459, 1.509000539779663]]",9332
video9885,a movie director talking to the media men in press conference regarding his movie and hero also,"[[9885, 1.43487548828125]]","[[9885, 1.43487548828125], [7215, 1.471469759941101], [7501, 1.512538194656372], [9350, 1.5224241018295288], [8828, 1.523550271987915]]","[[9885, 1.43487548828125], [7215, 1.471469759941101], [7501, 1.512538194656372], [9350, 1.5224241018295288], [8828, 1.523550271987915], [9825, 1.5292690992355347], [8907, 1.5313135385513306], [7753, 1.539030909538269], [8821, 1.5470268726348877], [9203, 1.551876187324524]]",9885
video7591,a woman is giving a demonstration about pancake presentation,"[[7591, 1.3907830715179443]]","[[7591, 1.3907830715179443], [8915, 1.4640378952026367], [8056, 1.4675360918045044], [8900, 1.472108244895935], [7973, 1.4832186698913574]]","[[7591, 1.3907830715179443], [8915, 1.4640378952026367], [8056, 1.4675360918045044], [8900, 1.472108244895935], [7973, 1.4832186698913574], [9335, 1.4982362985610962], [8865, 1.500303864479065], [7350, 1.5235517024993896], [8835, 1.523694634437561], [7580, 1.538161277770996]]",7591
video8457,a man rowing a kayak is shown in slow motion,"[[8457, 1.3832324743270874]]","[[8457, 1.3832324743270874], [8079, 1.4368178844451904], [8025, 1.4857943058013916], [7795, 1.5139286518096924], [9831, 1.5177892446517944]]","[[8457, 1.3832324743270874], [8079, 1.4368178844451904], [8025, 1.4857943058013916], [7795, 1.5139286518096924], [9831, 1.5177892446517944], [7681, 1.5479474067687988], [9578, 1.5502126216888428], [8493, 1.5544769763946533], [8949, 1.554811716079712], [9253, 1.570666790008545]]",8457
video8665,the tennis players wearing blue and red t shirts and play the tennis in the tennis court at the night time,"[[7357, 1.3943660259246826]]","[[7357, 1.3943660259246826], [7978, 1.4640368223190308], [7699, 1.47711181640625], [8665, 1.478661060333252], [8013, 1.5340142250061035]]","[[7357, 1.3943660259246826], [7978, 1.4640368223190308], [7699, 1.47711181640625], [8665, 1.478661060333252], [8013, 1.5340142250061035], [8816, 1.570690393447876], [8660, 1.5835065841674805], [7732, 1.5839673280715942], [9018, 1.5860434770584106], [8311, 1.5911158323287964]]",8665
video8792,a girl is on the voice,"[[8447, 1.4454362392425537]]","[[8447, 1.4454362392425537], [9879, 1.4470646381378174], [9222, 1.4471790790557861], [8810, 1.450444221496582], [7756, 1.4593465328216553]]","[[8447, 1.4454362392425537], [9879, 1.4470646381378174], [9222, 1.4471790790557861], [8810, 1.450444221496582], [7756, 1.4593465328216553], [8792, 1.467108964920044], [8818, 1.4689767360687256], [9778, 1.4714109897613525], [7569, 1.4744517803192139], [7791, 1.478065013885498]]",8792
video7375,a man talks about the school system,"[[8331, 1.463632583618164]]","[[8331, 1.463632583618164], [7375, 1.467968463897705], [7345, 1.4686952829360962], [8472, 1.4967577457427979], [7134, 1.4987082481384277]]","[[8331, 1.463632583618164], [7375, 1.467968463897705], [7345, 1.4686952829360962], [8472, 1.4967577457427979], [7134, 1.4987082481384277], [9406, 1.501285433769226], [9775, 1.501758337020874], [7843, 1.5106196403503418], [9802, 1.5115673542022705], [8830, 1.5116746425628662]]",7375
video8688,a person folds a paper airplane,"[[8688, 1.4358575344085693]]","[[8688, 1.4358575344085693], [9301, 1.514110803604126], [8784, 1.521191120147705], [8601, 1.5353434085845947], [7418, 1.580899715423584]]","[[8688, 1.4358575344085693], [9301, 1.514110803604126], [8784, 1.521191120147705], [8601, 1.5353434085845947], [7418, 1.580899715423584], [7169, 1.590627670288086], [9349, 1.5918056964874268], [8302, 1.5930240154266357], [9772, 1.596086025238037], [8011, 1.6019197702407837]]",8688
video7144,a group of women are rubbing oil and milk all over a woman,"[[7144, 1.3975417613983154]]","[[7144, 1.3975417613983154], [8790, 1.4948277473449707], [8012, 1.5314488410949707], [8347, 1.5325872898101807], [7592, 1.5467735528945923]]","[[7144, 1.3975417613983154], [8790, 1.4948277473449707], [8012, 1.5314488410949707], [8347, 1.5325872898101807], [7592, 1.5467735528945923], [9824, 1.5548336505889893], [9357, 1.5585392713546753], [9782, 1.5666296482086182], [9340, 1.5706512928009033], [8476, 1.570659875869751]]",7144
video8018,a young girl shopping,"[[7698, 1.4468718767166138]]","[[7698, 1.4468718767166138], [7438, 1.460872769355774], [8018, 1.484870433807373], [9337, 1.5044934749603271], [8664, 1.5051850080490112]]","[[7698, 1.4468718767166138], [7438, 1.460872769355774], [8018, 1.484870433807373], [9337, 1.5044934749603271], [8664, 1.5051850080490112], [7116, 1.5059181451797485], [8899, 1.5061392784118652], [7579, 1.5214744806289673], [8679, 1.5408031940460205], [9209, 1.544665813446045]]",8018
video8469,two parrots in a bird cage one white chick and on green adult,"[[8469, 1.385610818862915]]","[[8469, 1.385610818862915], [7113, 1.4623088836669922], [7342, 1.476532220840454], [7467, 1.5362926721572876], [7594, 1.549302577972412]]","[[8469, 1.385610818862915], [7113, 1.4623088836669922], [7342, 1.476532220840454], [7467, 1.5362926721572876], [7594, 1.549302577972412], [8057, 1.5698027610778809], [9347, 1.5739493370056152], [7849, 1.5875074863433838], [7546, 1.5904600620269775], [7021, 1.596144437789917]]",8469
video8868,a young girl sits in a room and looks into a bag,"[[9237, 1.4647823572158813]]","[[9237, 1.4647823572158813], [8868, 1.4804573059082031], [9816, 1.487566351890564], [9012, 1.5041192770004272], [7547, 1.5069360733032227]]","[[9237, 1.4647823572158813], [8868, 1.4804573059082031], [9816, 1.487566351890564], [9012, 1.5041192770004272], [7547, 1.5069360733032227], [8320, 1.5180065631866455], [8392, 1.5227868556976318], [7579, 1.5243351459503174], [8825, 1.5249531269073486], [8340, 1.531123399734497]]",8868
video8316,a man is talking to an athlete,"[[8308, 1.4727582931518555]]","[[8308, 1.4727582931518555], [8262, 1.4751390218734741], [9020, 1.4962190389633179], [8316, 1.4967215061187744], [9745, 1.5053656101226807]]","[[8308, 1.4727582931518555], [8262, 1.4751390218734741], [9020, 1.4962190389633179], [8316, 1.4967215061187744], [9745, 1.5053656101226807], [9744, 1.5093989372253418], [7200, 1.511763572692871], [9803, 1.5145134925842285], [8932, 1.5181326866149902], [8259, 1.5191570520401]]",8316
video7209,someone is showing a car features,"[[7356, 1.446824550628662]]","[[7356, 1.446824550628662], [9358, 1.4579238891601562], [7026, 1.4677042961120605], [7354, 1.4691596031188965], [9514, 1.4758689403533936]]","[[7356, 1.446824550628662], [9358, 1.4579238891601562], [7026, 1.4677042961120605], [7354, 1.4691596031188965], [9514, 1.4758689403533936], [7340, 1.4865802526474], [7752, 1.4937279224395752], [9259, 1.5039162635803223], [7765, 1.5066004991531372], [7597, 1.5097256898880005]]",7209
video7140,someone is adding ingredients for a batter,"[[8483, 1.4503450393676758]]","[[8483, 1.4503450393676758], [7826, 1.456561803817749], [7140, 1.4672256708145142], [7695, 1.485027551651001], [8865, 1.489005208015442]]","[[8483, 1.4503450393676758], [7826, 1.456561803817749], [7140, 1.4672256708145142], [7695, 1.485027551651001], [8865, 1.489005208015442], [9731, 1.4917194843292236], [8656, 1.4929523468017578], [7213, 1.503614902496338], [8654, 1.5081250667572021], [7165, 1.5125044584274292]]",7140
video8241,several women in pink outfits and various other styles are standing and smiling,"[[8914, 1.4440839290618896]]","[[8914, 1.4440839290618896], [8342, 1.476096510887146], [8118, 1.499014973640442], [8605, 1.5025973320007324], [8333, 1.516434669494629]]","[[8914, 1.4440839290618896], [8342, 1.476096510887146], [8118, 1.499014973640442], [8605, 1.5025973320007324], [8333, 1.516434669494629], [9341, 1.5177018642425537], [7116, 1.520796775817871], [7142, 1.5214262008666992], [7438, 1.5250425338745117], [7783, 1.527155876159668]]",8241
video9301,how to make a galaxy fighter,"[[9301, 1.4811673164367676]]","[[9301, 1.4811673164367676], [7909, 1.5058231353759766], [7178, 1.5180673599243164], [8111, 1.5410006046295166], [7363, 1.543506383895874]]","[[9301, 1.4811673164367676], [7909, 1.5058231353759766], [7178, 1.5180673599243164], [8111, 1.5410006046295166], [7363, 1.543506383895874], [7027, 1.546734094619751], [7035, 1.5489906072616577], [8674, 1.5547614097595215], [9680, 1.5605870485305786], [7173, 1.5610967874526978]]",9301
video7963,a machine drills holes in a section of metal piping,"[[9428, 1.4057402610778809]]","[[9428, 1.4057402610778809], [7343, 1.513845682144165], [9368, 1.52274489402771], [7963, 1.5325188636779785], [8121, 1.5340843200683594]]","[[9428, 1.4057402610778809], [7343, 1.513845682144165], [9368, 1.52274489402771], [7963, 1.5325188636779785], [8121, 1.5340843200683594], [8246, 1.5427160263061523], [8803, 1.5549583435058594], [9530, 1.5557116270065308], [8626, 1.5627635717391968], [8078, 1.5693466663360596]]",7963
video8830,this is a video of a confrence,"[[8830, 1.4883677959442139]]","[[8830, 1.4883677959442139], [8072, 1.4996299743652344], [9352, 1.5024125576019287], [9233, 1.509000301361084], [8917, 1.5142518281936646]]","[[8830, 1.4883677959442139], [8072, 1.4996299743652344], [9352, 1.5024125576019287], [9233, 1.509000301361084], [8917, 1.5142518281936646], [9117, 1.5158315896987915], [9245, 1.5170247554779053], [7410, 1.5212388038635254], [9821, 1.5214332342147827], [9203, 1.5215156078338623]]",8830
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.3834104537963867]]","[[9320, 1.3834104537963867], [7570, 1.538485050201416], [7201, 1.5422861576080322], [8478, 1.5423831939697266], [8348, 1.5449473857879639]]","[[9320, 1.3834104537963867], [7570, 1.538485050201416], [7201, 1.5422861576080322], [8478, 1.5423831939697266], [8348, 1.5449473857879639], [7964, 1.5570869445800781], [7686, 1.5633337497711182], [9686, 1.5642497539520264], [7902, 1.5656040906906128], [9032, 1.5692265033721924]]",9320
video8331,a man teaching students in class,"[[8331, 1.4476945400238037]]","[[8331, 1.4476945400238037], [7134, 1.4539939165115356], [7375, 1.4549589157104492], [8472, 1.470252275466919], [9117, 1.4723873138427734]]","[[8331, 1.4476945400238037], [7134, 1.4539939165115356], [7375, 1.4549589157104492], [8472, 1.470252275466919], [9117, 1.4723873138427734], [7418, 1.4916058778762817], [9775, 1.4959895610809326], [7345, 1.4997743368148804], [9777, 1.508857250213623], [7843, 1.5119197368621826]]",8331
video7027,the man in the video is showing a brief viewing of how the movie is starting,"[[9804, 1.457824468612671]]","[[9804, 1.457824468612671], [7686, 1.4590725898742676], [8475, 1.477694034576416], [8811, 1.4813114404678345], [9033, 1.5023692846298218]]","[[9804, 1.457824468612671], [7686, 1.4590725898742676], [8475, 1.477694034576416], [8811, 1.4813114404678345], [9033, 1.5023692846298218], [7964, 1.5033960342407227], [9695, 1.5052804946899414], [8319, 1.5062737464904785], [8061, 1.506792426109314], [7371, 1.5088661909103394]]",7027
video9450,a foreign military themed show,"[[7373, 1.477866530418396]]","[[7373, 1.477866530418396], [9235, 1.480670690536499], [9450, 1.4810715913772583], [9255, 1.481278896331787], [9063, 1.494173288345337]]","[[7373, 1.477866530418396], [9235, 1.480670690536499], [9450, 1.4810715913772583], [9255, 1.481278896331787], [9063, 1.494173288345337], [7206, 1.5024361610412598], [9578, 1.5100311040878296], [8741, 1.5112600326538086], [9026, 1.5223193168640137], [8441, 1.5274147987365723]]",9450
video9334,in game footage of a mine craft character walking up stairs,"[[9334, 1.3878028392791748]]","[[9334, 1.3878028392791748], [9795, 1.4065183401107788], [8578, 1.4370678663253784], [8663, 1.4375598430633545], [8787, 1.4605414867401123]]","[[9334, 1.3878028392791748], [9795, 1.4065183401107788], [8578, 1.4370678663253784], [8663, 1.4375598430633545], [8787, 1.4605414867401123], [7353, 1.4687058925628662], [7792, 1.473049283027649], [7574, 1.4906642436981201], [7972, 1.5118567943572998], [8797, 1.5177319049835205]]",9334
video8835,a woman serves a bowl of soup woth stuff in it,"[[9022, 1.365792989730835]]","[[9022, 1.365792989730835], [8835, 1.3853113651275635], [7898, 1.4106218814849854], [8654, 1.4363840818405151], [9409, 1.4401743412017822]]","[[9022, 1.365792989730835], [8835, 1.3853113651275635], [7898, 1.4106218814849854], [8654, 1.4363840818405151], [9409, 1.4401743412017822], [7826, 1.4823105335235596], [7415, 1.4964020252227783], [7911, 1.504942774772644], [7559, 1.5068562030792236], [7376, 1.5068697929382324]]",8835
video8016,a dog and a cat are in a standoff,"[[9734, 1.4450596570968628]]","[[9734, 1.4450596570968628], [8016, 1.4583024978637695], [9580, 1.4808164834976196], [7146, 1.4890501499176025], [8867, 1.489549994468689]]","[[9734, 1.4450596570968628], [8016, 1.4583024978637695], [9580, 1.4808164834976196], [7146, 1.4890501499176025], [8867, 1.489549994468689], [7798, 1.5194141864776611], [9034, 1.520173192024231], [8866, 1.5218117237091064], [9324, 1.5295857191085815], [8334, 1.5416309833526611]]",8016
video8309,there is a wrestling match,"[[7788, 1.4490665197372437]]","[[7788, 1.4490665197372437], [8440, 1.4499833583831787], [8443, 1.4609780311584473], [9803, 1.463523507118225], [8309, 1.4644465446472168]]","[[7788, 1.4490665197372437], [8440, 1.4499833583831787], [8443, 1.4609780311584473], [9803, 1.463523507118225], [8309, 1.4644465446472168], [8470, 1.4649571180343628], [7587, 1.4656208753585815], [8823, 1.4672224521636963], [8262, 1.4762248992919922], [8310, 1.4833929538726807]]",8309
video8910,adding ingredients to a pizza,"[[9873, 1.3929308652877808]]","[[9873, 1.3929308652877808], [8910, 1.41786527633667], [8483, 1.4955168962478638], [7591, 1.503894329071045], [7213, 1.5235176086425781]]","[[9873, 1.3929308652877808], [8910, 1.41786527633667], [8483, 1.4955168962478638], [7591, 1.503894329071045], [7213, 1.5235176086425781], [7554, 1.530853271484375], [8056, 1.5329211950302124], [8900, 1.5387015342712402], [8772, 1.5476150512695312], [7360, 1.549370527267456]]",8910
video9514,inside of a toyota car with large space and safety,"[[9514, 1.445596694946289]]","[[9514, 1.445596694946289], [7026, 1.4843846559524536], [7354, 1.4864578247070312], [7340, 1.4878370761871338], [7597, 1.494204044342041]]","[[9514, 1.445596694946289], [7026, 1.4843846559524536], [7354, 1.4864578247070312], [7340, 1.4878370761871338], [7597, 1.494204044342041], [7209, 1.5018442869186401], [8651, 1.5103676319122314], [7356, 1.520606279373169], [7765, 1.5257344245910645], [8263, 1.525952935218811]]",9514
video9400,someone is playing a game,"[[8313, 1.475816011428833]]","[[8313, 1.475816011428833], [9200, 1.4760961532592773], [7374, 1.4790557622909546], [7792, 1.4805259704589844], [9031, 1.4815928936004639]]","[[8313, 1.475816011428833], [9200, 1.4760961532592773], [7374, 1.4790557622909546], [7792, 1.4805259704589844], [9031, 1.4815928936004639], [8578, 1.4820528030395508], [7552, 1.483023762702942], [9332, 1.4834877252578735], [9795, 1.4839096069335938], [7919, 1.4848380088806152]]",9400
video9579,two men talk with children s voices,"[[7371, 1.4768853187561035]]","[[7371, 1.4768853187561035], [8259, 1.4962748289108276], [9775, 1.5114471912384033], [7349, 1.5121538639068604], [8922, 1.5158699750900269]]","[[7371, 1.4768853187561035], [8259, 1.4962748289108276], [9775, 1.5114471912384033], [7349, 1.5121538639068604], [8922, 1.5158699750900269], [7365, 1.5238782167434692], [7418, 1.5241031646728516], [8685, 1.5243109464645386], [7741, 1.5266672372817993], [7843, 1.5310556888580322]]",9579
video8334,a cartoon of a dog running and howling,"[[9734, 1.443199634552002]]","[[9734, 1.443199634552002], [9580, 1.46659255027771], [8334, 1.479365587234497], [7798, 1.505880355834961], [9324, 1.527418851852417]]","[[9734, 1.443199634552002], [9580, 1.46659255027771], [8334, 1.479365587234497], [7798, 1.505880355834961], [9324, 1.527418851852417], [8655, 1.5375539064407349], [8781, 1.5420653820037842], [9832, 1.5498449802398682], [9232, 1.550633430480957], [8903, 1.5554401874542236]]",8334
