rel_video_id,query,top1,top5,top10,ground_truth
video8808,a man talks back to a cop and handcuffs him to the table,"[[8829, 1.47695791721344]]","[[8829, 1.47695791721344], [8808, 1.4937753677368164], [9520, 1.4981575012207031], [9323, 1.5018727779388428], [7686, 1.5101253986358643]]","[[8829, 1.47695791721344], [8808, 1.4937753677368164], [9520, 1.4981575012207031], [9323, 1.5018727779388428], [7686, 1.5101253986358643], [7542, 1.5191099643707275], [9811, 1.5259931087493896], [7114, 1.5330243110656738], [8315, 1.5339815616607666], [9824, 1.538222074508667]]",8808
video7378,a clip of soccer plays,"[[8675, 1.4420909881591797]]","[[8675, 1.4420909881591797], [7378, 1.4585310220718384], [8661, 1.4604357481002808], [9817, 1.476786732673645], [7200, 1.4901063442230225]]","[[8675, 1.4420909881591797], [7378, 1.4585310220718384], [8661, 1.4604357481002808], [9817, 1.476786732673645], [7200, 1.4901063442230225], [7500, 1.4984716176986694], [9305, 1.502087116241455], [7358, 1.5060138702392578], [9681, 1.5065340995788574], [8013, 1.516751766204834]]",7378
video8496,a cute girl with nice headgear standing in a room is talking through a microphone,"[[8423, 1.4189373254776]]","[[8423, 1.4189373254776], [8496, 1.442056655883789], [9205, 1.4674938917160034], [7142, 1.5037682056427002], [9698, 1.5097957849502563]]","[[8423, 1.4189373254776], [8496, 1.442056655883789], [9205, 1.4674938917160034], [7142, 1.5037682056427002], [9698, 1.5097957849502563], [7836, 1.5107429027557373], [8650, 1.5140767097473145], [9039, 1.518269419670105], [7216, 1.5188013315200806], [7179, 1.521862268447876]]",8496
video9332,a girl plays a videogame,"[[9332, 1.4515377283096313]]","[[9332, 1.4515377283096313], [9031, 1.465172529220581], [9200, 1.4921258687973022], [8027, 1.4957561492919922], [9458, 1.4969178438186646]]","[[9332, 1.4515377283096313], [9031, 1.465172529220581], [9200, 1.4921258687973022], [8027, 1.4957561492919922], [9458, 1.4969178438186646], [8862, 1.503196120262146], [8816, 1.5059123039245605], [7502, 1.5060099363327026], [8459, 1.5092077255249023], [8628, 1.5138951539993286]]",9332
video9885,a movie director talking to the media men in press conference regarding his movie and hero also,"[[9885, 1.4311999082565308]]","[[9885, 1.4311999082565308], [7215, 1.4824488162994385], [9350, 1.5027711391448975], [7501, 1.527543067932129], [9825, 1.5299742221832275]]","[[9885, 1.4311999082565308], [7215, 1.4824488162994385], [9350, 1.5027711391448975], [7501, 1.527543067932129], [9825, 1.5299742221832275], [8907, 1.5307462215423584], [8828, 1.5352163314819336], [7176, 1.5407185554504395], [9203, 1.5424230098724365], [7753, 1.5463660955429077]]",9885
video7591,a woman is giving a demonstration about pancake presentation,"[[7591, 1.387033224105835]]","[[7591, 1.387033224105835], [8056, 1.4561107158660889], [8915, 1.45733642578125], [8900, 1.468543529510498], [8865, 1.4762141704559326]]","[[7591, 1.387033224105835], [8056, 1.4561107158660889], [8915, 1.45733642578125], [8900, 1.468543529510498], [8865, 1.4762141704559326], [7973, 1.479055643081665], [9335, 1.5081032514572144], [8910, 1.5155762434005737], [7350, 1.5209599733352661], [7580, 1.543464183807373]]",7591
video8457,a man rowing a kayak is shown in slow motion,"[[8457, 1.3627349138259888]]","[[8457, 1.3627349138259888], [8079, 1.4468246698379517], [8025, 1.477087378501892], [7681, 1.5021724700927734], [7795, 1.5105301141738892]]","[[8457, 1.3627349138259888], [8079, 1.4468246698379517], [8025, 1.477087378501892], [7681, 1.5021724700927734], [7795, 1.5105301141738892], [9578, 1.5129048824310303], [8493, 1.5574579238891602], [9253, 1.5630627870559692], [9831, 1.5686290264129639], [8307, 1.5752480030059814]]",8457
video8665,the tennis players wearing blue and red t shirts and play the tennis in the tennis court at the night time,"[[7357, 1.4105921983718872]]","[[7357, 1.4105921983718872], [7978, 1.4545445442199707], [8665, 1.4669179916381836], [7699, 1.4763102531433105], [8013, 1.5623242855072021]]","[[7357, 1.4105921983718872], [7978, 1.4545445442199707], [8665, 1.4669179916381836], [7699, 1.4763102531433105], [8013, 1.5623242855072021], [7732, 1.573602557182312], [7061, 1.5749866962432861], [8660, 1.5841736793518066], [8305, 1.5895482301712036], [8311, 1.5949318408966064]]",8665
video8792,a girl is on the voice,"[[9879, 1.438495397567749]]","[[9879, 1.438495397567749], [9222, 1.4545449018478394], [8810, 1.4576568603515625], [8447, 1.4643629789352417], [7756, 1.4655710458755493]]","[[9879, 1.438495397567749], [9222, 1.4545449018478394], [8810, 1.4576568603515625], [8447, 1.4643629789352417], [7756, 1.4655710458755493], [7569, 1.4715368747711182], [8265, 1.4752124547958374], [9778, 1.4756910800933838], [8818, 1.4836347103118896], [7220, 1.4871881008148193]]",8792
video7375,a man talks about the school system,"[[7375, 1.4722206592559814]]","[[7375, 1.4722206592559814], [8331, 1.4742976427078247], [9406, 1.4866886138916016], [8472, 1.4895732402801514], [7345, 1.4946954250335693]]","[[7375, 1.4722206592559814], [8331, 1.4742976427078247], [9406, 1.4866886138916016], [8472, 1.4895732402801514], [7345, 1.4946954250335693], [9775, 1.5101358890533447], [8830, 1.5157997608184814], [9802, 1.516154170036316], [9404, 1.5169405937194824], [7134, 1.5240675210952759]]",7375
video8688,a person folds a paper airplane,"[[8688, 1.4392502307891846]]","[[8688, 1.4392502307891846], [9301, 1.5250734090805054], [8784, 1.5297915935516357], [8601, 1.5521397590637207], [8672, 1.5682580471038818]]","[[8688, 1.4392502307891846], [9301, 1.5250734090805054], [8784, 1.5297915935516357], [8601, 1.5521397590637207], [8672, 1.5682580471038818], [8011, 1.5810208320617676], [9349, 1.5965933799743652], [7939, 1.5985311269760132], [9032, 1.6000146865844727], [9770, 1.601447582244873]]",8688
video7144,a group of women are rubbing oil and milk all over a woman,"[[7144, 1.4399352073669434]]","[[7144, 1.4399352073669434], [8347, 1.5081079006195068], [9824, 1.5222907066345215], [7370, 1.5410895347595215], [9254, 1.5412992238998413]]","[[7144, 1.4399352073669434], [8347, 1.5081079006195068], [9824, 1.5222907066345215], [7370, 1.5410895347595215], [9254, 1.5412992238998413], [8012, 1.559523105621338], [9686, 1.5636868476867676], [9782, 1.5644404888153076], [9353, 1.5646915435791016], [9322, 1.5664212703704834]]",7144
video8018,a young girl shopping,"[[8831, 1.4845378398895264]]","[[8831, 1.4845378398895264], [7438, 1.4889905452728271], [8018, 1.495856761932373], [7170, 1.511450171470642], [9337, 1.514244556427002]]","[[8831, 1.4845378398895264], [7438, 1.4889905452728271], [8018, 1.495856761932373], [7170, 1.511450171470642], [9337, 1.514244556427002], [7116, 1.5177308320999146], [8899, 1.5206204652786255], [7698, 1.5213837623596191], [8605, 1.5352160930633545], [7179, 1.5357012748718262]]",8018
video8469,two parrots in a bird cage one white chick and on green adult,"[[8469, 1.4158082008361816]]","[[8469, 1.4158082008361816], [7113, 1.4618802070617676], [7342, 1.5065829753875732], [7594, 1.5258285999298096], [8323, 1.54482102394104]]","[[8469, 1.4158082008361816], [7113, 1.4618802070617676], [7342, 1.5065829753875732], [7594, 1.5258285999298096], [8323, 1.54482102394104], [7849, 1.5574983358383179], [9657, 1.570556402206421], [8867, 1.5741546154022217], [7060, 1.5803158283233643], [7467, 1.5872143507003784]]",8469
video8868,a young girl sits in a room and looks into a bag,"[[9237, 1.4443156719207764]]","[[9237, 1.4443156719207764], [8868, 1.4491126537322998], [9816, 1.4887017011642456], [8392, 1.5067602396011353], [7687, 1.509434461593628]]","[[9237, 1.4443156719207764], [8868, 1.4491126537322998], [9816, 1.4887017011642456], [8392, 1.5067602396011353], [7687, 1.509434461593628], [8317, 1.512256145477295], [7547, 1.5131460428237915], [9780, 1.5133838653564453], [7836, 1.5163209438323975], [7170, 1.5193610191345215]]",8868
video8316,a man is talking to an athlete,"[[8262, 1.4635260105133057]]","[[8262, 1.4635260105133057], [8308, 1.4773105382919312], [9020, 1.4943288564682007], [9745, 1.4969654083251953], [8259, 1.5053836107254028]]","[[8262, 1.4635260105133057], [8308, 1.4773105382919312], [9020, 1.4943288564682007], [9745, 1.4969654083251953], [8259, 1.5053836107254028], [7501, 1.5065070390701294], [9021, 1.5174516439437866], [7349, 1.518821120262146], [8808, 1.5197546482086182], [8316, 1.5252087116241455]]",8316
video7209,someone is showing a car features,"[[7356, 1.4456095695495605]]","[[7356, 1.4456095695495605], [7026, 1.4597504138946533], [9358, 1.4652811288833618], [9514, 1.4658284187316895], [7340, 1.4797852039337158]]","[[7356, 1.4456095695495605], [7026, 1.4597504138946533], [9358, 1.4652811288833618], [9514, 1.4658284187316895], [7340, 1.4797852039337158], [7354, 1.4860591888427734], [7209, 1.4889039993286133], [7752, 1.5056368112564087], [8246, 1.5079436302185059], [7597, 1.5093913078308105]]",7209
video7140,someone is adding ingredients for a batter,"[[7826, 1.450798749923706]]","[[7826, 1.450798749923706], [8483, 1.456017255783081], [7140, 1.479669451713562], [8656, 1.4833803176879883], [7165, 1.5025718212127686]]","[[7826, 1.450798749923706], [8483, 1.456017255783081], [7140, 1.479669451713562], [8656, 1.4833803176879883], [7165, 1.5025718212127686], [8865, 1.5071150064468384], [9731, 1.508895754814148], [8915, 1.5190404653549194], [7148, 1.5191969871520996], [7785, 1.5240485668182373]]",7140
video8241,several women in pink outfits and various other styles are standing and smiling,"[[8342, 1.476128101348877]]","[[8342, 1.476128101348877], [8914, 1.4814163446426392], [8241, 1.512918472290039], [8481, 1.528337001800537], [8333, 1.529111385345459]]","[[8342, 1.476128101348877], [8914, 1.4814163446426392], [8241, 1.512918472290039], [8481, 1.528337001800537], [8333, 1.529111385345459], [8605, 1.5297260284423828], [8073, 1.532217025756836], [9039, 1.534386157989502], [8618, 1.5370389223098755], [8118, 1.5389269590377808]]",8241
video9301,how to make a galaxy fighter,"[[9301, 1.4500420093536377]]","[[9301, 1.4500420093536377], [9609, 1.5409560203552246], [7909, 1.5423707962036133], [7035, 1.543717861175537], [9680, 1.5505800247192383]]","[[9301, 1.4500420093536377], [9609, 1.5409560203552246], [7909, 1.5423707962036133], [7035, 1.543717861175537], [9680, 1.5505800247192383], [7732, 1.5516016483306885], [8010, 1.553243637084961], [7027, 1.5538489818572998], [7020, 1.5552031993865967], [8111, 1.5581762790679932]]",9301
video7963,a machine drills holes in a section of metal piping,"[[9428, 1.4233633279800415]]","[[9428, 1.4233633279800415], [9368, 1.5156434774398804], [7343, 1.5242854356765747], [7963, 1.5298409461975098], [8626, 1.5518425703048706]]","[[9428, 1.4233633279800415], [9368, 1.5156434774398804], [7343, 1.5242854356765747], [7963, 1.5298409461975098], [8626, 1.5518425703048706], [8121, 1.559944987297058], [8246, 1.563187599182129], [8803, 1.5734695196151733], [8804, 1.5738708972930908], [8328, 1.5828158855438232]]",7963
video8830,this is a video of a confrence,"[[8830, 1.482908010482788]]","[[8830, 1.482908010482788], [9406, 1.5057908296585083], [8917, 1.5079118013381958], [9233, 1.5126162767410278], [8072, 1.5129835605621338]]","[[8830, 1.482908010482788], [9406, 1.5057908296585083], [8917, 1.5079118013381958], [9233, 1.5126162767410278], [8072, 1.5129835605621338], [7410, 1.515296220779419], [9203, 1.51563560962677], [9245, 1.5185660123825073], [7153, 1.5229144096374512], [9117, 1.526073932647705]]",8830
video9320,a blonde man lies on a bed with a little baby,"[[9320, 1.3690348863601685]]","[[9320, 1.3690348863601685], [8478, 1.5249650478363037], [7686, 1.531462550163269], [7592, 1.5332159996032715], [7570, 1.5355496406555176]]","[[9320, 1.3690348863601685], [8478, 1.5249650478363037], [7686, 1.531462550163269], [7592, 1.5332159996032715], [7570, 1.5355496406555176], [7201, 1.541128396987915], [8348, 1.5426876544952393], [7217, 1.5548994541168213], [8240, 1.5598152875900269], [9686, 1.5601835250854492]]",9320
video8331,a man teaching students in class,"[[8331, 1.4009368419647217]]","[[8331, 1.4009368419647217], [8472, 1.4547921419143677], [7375, 1.4800010919570923], [9117, 1.4842864274978638], [7134, 1.4846360683441162]]","[[8331, 1.4009368419647217], [8472, 1.4547921419143677], [7375, 1.4800010919570923], [9117, 1.4842864274978638], [7134, 1.4846360683441162], [9777, 1.4961167573928833], [7418, 1.5020079612731934], [9775, 1.5062764883041382], [7345, 1.5226812362670898], [9203, 1.5300507545471191]]",8331
video7027,the man in the video is showing a brief viewing of how the movie is starting,"[[9804, 1.466580867767334]]","[[9804, 1.466580867767334], [7686, 1.4705934524536133], [8475, 1.4792919158935547], [7964, 1.4835970401763916], [8811, 1.4904963970184326]]","[[9804, 1.466580867767334], [7686, 1.4705934524536133], [8475, 1.4792919158935547], [7964, 1.4835970401763916], [8811, 1.4904963970184326], [8340, 1.4925060272216797], [7352, 1.501503825187683], [9026, 1.5062084197998047], [9695, 1.5075013637542725], [7467, 1.5100653171539307]]",7027
video9450,a foreign military themed show,"[[9450, 1.4758069515228271]]","[[9450, 1.4758069515228271], [7373, 1.4771721363067627], [9235, 1.4786005020141602], [9255, 1.4809554815292358], [8741, 1.504646897315979]]","[[9450, 1.4758069515228271], [7373, 1.4771721363067627], [9235, 1.4786005020141602], [9255, 1.4809554815292358], [8741, 1.504646897315979], [9063, 1.5082473754882812], [8118, 1.5104871988296509], [7466, 1.516484022140503], [7206, 1.5169578790664673], [9609, 1.5232056379318237]]",9450
video9334,in game footage of a mine craft character walking up stairs,"[[9334, 1.3873127698898315]]","[[9334, 1.3873127698898315], [9795, 1.4168832302093506], [8663, 1.4227410554885864], [8578, 1.4534225463867188], [7792, 1.4680736064910889]]","[[9334, 1.3873127698898315], [9795, 1.4168832302093506], [8663, 1.4227410554885864], [8578, 1.4534225463867188], [7792, 1.4680736064910889], [8787, 1.4710335731506348], [7574, 1.4724575281143188], [7353, 1.4835078716278076], [7972, 1.5009076595306396], [8628, 1.5178546905517578]]",9334
video8835,a woman serves a bowl of soup woth stuff in it,"[[8835, 1.388655185699463]]","[[8835, 1.388655185699463], [7898, 1.431331753730774], [9022, 1.4464097023010254], [9409, 1.4561502933502197], [8654, 1.458057165145874]]","[[8835, 1.388655185699463], [7898, 1.431331753730774], [9022, 1.4464097023010254], [9409, 1.4561502933502197], [8654, 1.458057165145874], [7826, 1.469241738319397], [8656, 1.4832500219345093], [8772, 1.493783950805664], [8300, 1.4965544939041138], [7360, 1.4980173110961914]]",8835
video8016,a dog and a cat are in a standoff,"[[8867, 1.4467487335205078]]","[[8867, 1.4467487335205078], [9734, 1.4620062112808228], [8016, 1.464505910873413], [9034, 1.4928325414657593], [9232, 1.5146484375]]","[[8867, 1.4467487335205078], [9734, 1.4620062112808228], [8016, 1.464505910873413], [9034, 1.4928325414657593], [9232, 1.5146484375], [7798, 1.525030493736267], [9580, 1.5259966850280762], [9324, 1.531416654586792], [8866, 1.5330005884170532], [8862, 1.5376265048980713]]",8016
video8309,there is a wrestling match,"[[8440, 1.446945309638977]]","[[8440, 1.446945309638977], [7788, 1.457376480102539], [9803, 1.4589651823043823], [7587, 1.4621665477752686], [8309, 1.4637608528137207]]","[[8440, 1.446945309638977], [7788, 1.457376480102539], [9803, 1.4589651823043823], [7587, 1.4621665477752686], [8309, 1.4637608528137207], [8443, 1.464034914970398], [8470, 1.469052791595459], [8823, 1.4740691184997559], [8262, 1.478935956954956], [8310, 1.4895553588867188]]",8309
video8910,adding ingredients to a pizza,"[[9873, 1.394446611404419]]","[[9873, 1.394446611404419], [8910, 1.4365745782852173], [7591, 1.4943687915802002], [8483, 1.5045151710510254], [8900, 1.5194460153579712]]","[[9873, 1.394446611404419], [8910, 1.4365745782852173], [7591, 1.4943687915802002], [8483, 1.5045151710510254], [8900, 1.5194460153579712], [7213, 1.5252673625946045], [8056, 1.5265470743179321], [9038, 1.5331281423568726], [7554, 1.5372505187988281], [9309, 1.5386909246444702]]",8910
video9514,inside of a toyota car with large space and safety,"[[9514, 1.4575034379959106]]","[[9514, 1.4575034379959106], [7026, 1.4815802574157715], [7340, 1.495190978050232], [7209, 1.4968624114990234], [7597, 1.5030369758605957]]","[[9514, 1.4575034379959106], [7026, 1.4815802574157715], [7340, 1.495190978050232], [7209, 1.4968624114990234], [7597, 1.5030369758605957], [7356, 1.5127372741699219], [7354, 1.51973295211792], [8651, 1.5311760902404785], [7765, 1.5312886238098145], [8263, 1.5360058546066284]]",9514
video9400,someone is playing a game,"[[9200, 1.4763964414596558]]","[[9200, 1.4763964414596558], [9336, 1.4765714406967163], [8313, 1.477622628211975], [7374, 1.4813703298568726], [8578, 1.4829615354537964]]","[[9200, 1.4763964414596558], [9336, 1.4765714406967163], [8313, 1.477622628211975], [7374, 1.4813703298568726], [8578, 1.4829615354537964], [7919, 1.483689785003662], [8010, 1.483899474143982], [9332, 1.4840381145477295], [7792, 1.4844833612442017], [9031, 1.4859353303909302]]",9400
video9579,two men talk with children s voices,"[[7371, 1.4854621887207031]]","[[7371, 1.4854621887207031], [8259, 1.5012943744659424], [9775, 1.5053397417068481], [8922, 1.5102317333221436], [7349, 1.520016074180603]]","[[7371, 1.4854621887207031], [8259, 1.5012943744659424], [9775, 1.5053397417068481], [8922, 1.5102317333221436], [7349, 1.520016074180603], [8685, 1.5228071212768555], [7215, 1.533433198928833], [7346, 1.5354970693588257], [9515, 1.536517858505249], [7969, 1.5407541990280151]]",9579
video8334,a cartoon of a dog running and howling,"[[9734, 1.441915512084961]]","[[9734, 1.441915512084961], [8334, 1.4705291986465454], [9580, 1.505549430847168], [8655, 1.5333586931228638], [7798, 1.536940336227417]]","[[9734, 1.441915512084961], [8334, 1.4705291986465454], [9580, 1.505549430847168], [8655, 1.5333586931228638], [7798, 1.536940336227417], [9324, 1.54140043258667], [8486, 1.5535955429077148], [9772, 1.55504310131073], [9031, 1.5560493469238281], [8016, 1.5568463802337646]]",8334
video7358,it is a vine compilation,"[[9542, 1.4338157176971436]]","[[9542, 1.4338157176971436], [7358, 1.437662959098816], [8913, 1.4388996362686157], [9605, 1.441666603088379], [9029, 1.450943946838379]]","[[9542, 1.4338157176971436], [7358, 1.437662959098816], [8913, 1.4388996362686157], [9605, 1.441666603088379], [9029, 1.450943946838379], [8979, 1.4514133930206299], [7789, 1.4553720951080322], [9647, 1.4555089473724365], [9018, 1.455798625946045], [7787, 1.4640663862228394]]",7358
video7410,vladmir putin talks on the news about the fight against terrorism,"[[7410, 1.4106082916259766]]","[[7410, 1.4106082916259766], [8906, 1.5271825790405273], [7967, 1.5587199926376343], [7206, 1.5669084787368774], [8311, 1.579482913017273]]","[[7410, 1.4106082916259766], [8906, 1.5271825790405273], [7967, 1.5587199926376343], [7206, 1.5669084787368774], [8311, 1.579482913017273], [7145, 1.5798075199127197], [8864, 1.5836150646209717], [8333, 1.5859856605529785], [9690, 1.5941331386566162], [9235, 1.6044639348983765]]",7410
video8443,valencia vesus hokit in a wrestling match,"[[8443, 1.4093366861343384]]","[[8443, 1.4093366861343384], [8440, 1.4626356363296509], [9803, 1.4773261547088623], [7587, 1.4773343801498413], [8309, 1.4781394004821777]]","[[8443, 1.4093366861343384], [8440, 1.4626356363296509], [9803, 1.4773261547088623], [7587, 1.4773343801498413], [8309, 1.4781394004821777], [8470, 1.4785141944885254], [7788, 1.4787381887435913], [8262, 1.4788635969161987], [8823, 1.4908771514892578], [8310, 1.4960620403289795]]",8443
video7345,a man is talking about making it easier for kids to learn while scenes of a school are shown,"[[7843, 1.4803764820098877]]","[[7843, 1.4803764820098877], [7134, 1.4819810390472412], [8472, 1.4953482151031494], [8331, 1.50193452835083], [9117, 1.5059599876403809]]","[[7843, 1.4803764820098877], [7134, 1.4819810390472412], [8472, 1.4953482151031494], [8331, 1.50193452835083], [9117, 1.5059599876403809], [9775, 1.5065271854400635], [9908, 1.5082156658172607], [8830, 1.5090055465698242], [9242, 1.516432285308838], [8257, 1.5203951597213745]]",7345
video7961,a band of singers and guitarists are performing on stage,"[[8926, 1.409463882446289]]","[[8926, 1.409463882446289], [8324, 1.4147255420684814], [8925, 1.4162769317626953], [7960, 1.422363519668579], [8466, 1.435300588607788]]","[[8926, 1.409463882446289], [8324, 1.4147255420684814], [8925, 1.4162769317626953], [7960, 1.422363519668579], [8466, 1.435300588607788], [7461, 1.4511826038360596], [7961, 1.46125328540802], [9243, 1.4689172506332397], [7596, 1.4834954738616943], [7156, 1.4933843612670898]]",7961
video9343,woman is slicing the vegetables and decorating the meal,"[[9798, 1.4774258136749268]]","[[9798, 1.4774258136749268], [9309, 1.4832260608673096], [9409, 1.4860985279083252], [8686, 1.4861633777618408], [8910, 1.4919347763061523]]","[[9798, 1.4774258136749268], [9309, 1.4832260608673096], [9409, 1.4860985279083252], [8686, 1.4861633777618408], [8910, 1.4919347763061523], [9639, 1.5005128383636475], [7554, 1.5010955333709717], [8915, 1.5018086433410645], [8620, 1.5030090808868408], [9684, 1.5066614151000977]]",9343
video9037,a women is sitting with her baby and two people talking about that,"[[8478, 1.4452134370803833]]","[[8478, 1.4452134370803833], [7234, 1.4721055030822754], [9320, 1.493638038635254], [7217, 1.4993829727172852], [8821, 1.5076472759246826]]","[[8478, 1.4452134370803833], [7234, 1.4721055030822754], [9320, 1.493638038635254], [7217, 1.4993829727172852], [8821, 1.5076472759246826], [9835, 1.509507179260254], [7825, 1.5108239650726318], [9357, 1.5150638818740845], [7843, 1.5223206281661987], [8863, 1.5310163497924805]]",9037
video7754,this is a video of a live tv show,"[[8482, 1.444439172744751]]","[[8482, 1.444439172744751], [8930, 1.4762868881225586], [9352, 1.476304531097412], [7175, 1.480391025543213], [8494, 1.4815762042999268]]","[[8482, 1.444439172744751], [8930, 1.4762868881225586], [9352, 1.476304531097412], [7175, 1.480391025543213], [8494, 1.4815762042999268], [9037, 1.4837288856506348], [7754, 1.4905998706817627], [8932, 1.4914933443069458], [7119, 1.4930353164672852], [9351, 1.493138313293457]]",7754
video7217,a woman is advertising a stroller,"[[7230, 1.4025321006774902]]","[[7230, 1.4025321006774902], [9755, 1.4028260707855225], [8258, 1.4111210107803345], [8123, 1.4879817962646484], [7217, 1.4881527423858643]]","[[7230, 1.4025321006774902], [9755, 1.4028260707855225], [8258, 1.4111210107803345], [8123, 1.4879817962646484], [7217, 1.4881527423858643], [8863, 1.5293431282043457], [8783, 1.5361428260803223], [8022, 1.5401763916015625], [7836, 1.5586025714874268], [9826, 1.5613081455230713]]",7217
video9237,preview for the movie insidious,"[[9780, 1.4518613815307617]]","[[9780, 1.4518613815307617], [9878, 1.4612748622894287], [8902, 1.4667026996612549], [9237, 1.486586093902588], [7782, 1.4905774593353271]]","[[9780, 1.4518613815307617], [9878, 1.4612748622894287], [8902, 1.4667026996612549], [9237, 1.486586093902588], [7782, 1.4905774593353271], [7149, 1.5156381130218506], [9012, 1.518330454826355], [7223, 1.519562840461731], [8340, 1.5202932357788086], [7118, 1.5447756052017212]]",9237
video7207,young men discuss and demonstrate a video game,"[[9909, 1.4820632934570312]]","[[9909, 1.4820632934570312], [9795, 1.482783317565918], [9200, 1.483633041381836], [8578, 1.4881019592285156], [7366, 1.4895435571670532]]","[[9909, 1.4820632934570312], [9795, 1.482783317565918], [9200, 1.483633041381836], [8578, 1.4881019592285156], [7366, 1.4895435571670532], [8077, 1.4908866882324219], [7972, 1.4918065071105957], [8721, 1.4979063272476196], [7353, 1.5031908750534058], [7143, 1.5032436847686768]]",7207
video7355,a hand print is outlined within the silhouette of a green dinosaur shape for a movie promotion,"[[7355, 1.40514075756073]]","[[7355, 1.40514075756073], [9695, 1.4975050687789917], [7900, 1.499885082244873], [8666, 1.5057575702667236], [7229, 1.5145857334136963]]","[[7355, 1.40514075756073], [9695, 1.4975050687789917], [7900, 1.499885082244873], [8666, 1.5057575702667236], [7229, 1.5145857334136963], [8475, 1.534049153327942], [9119, 1.5348620414733887], [9825, 1.540123701095581], [8071, 1.5439200401306152], [7431, 1.5461935997009277]]",7355
video8423,a female inside a white themed bathroom while someone else makes her makeup,"[[8904, 1.35317862033844]]","[[8904, 1.35317862033844], [9207, 1.4620521068572998], [7144, 1.4874780178070068], [8488, 1.5210072994232178], [9818, 1.5213418006896973]]","[[8904, 1.35317862033844], [9207, 1.4620521068572998], [7144, 1.4874780178070068], [8488, 1.5210072994232178], [9818, 1.5213418006896973], [9822, 1.5221185684204102], [9788, 1.5224695205688477], [7573, 1.540454626083374], [9698, 1.5453308820724487], [7571, 1.546845555305481]]",8423
video9204,a news reporter talks about a shooting,"[[8864, 1.4041177034378052]]","[[8864, 1.4041177034378052], [8822, 1.4146428108215332], [9204, 1.4308282136917114], [9829, 1.4647479057312012], [9819, 1.4699578285217285]]","[[8864, 1.4041177034378052], [8822, 1.4146428108215332], [9204, 1.4308282136917114], [9829, 1.4647479057312012], [9819, 1.4699578285217285], [7119, 1.4735114574432373], [8491, 1.4860514402389526], [8650, 1.493882417678833], [8311, 1.4942518472671509], [8175, 1.502702236175537]]",9204
video9782,a man talking about a womans genital problems,"[[8917, 1.4715346097946167]]","[[8917, 1.4715346097946167], [7364, 1.488844394683838], [9474, 1.4934719800949097], [9249, 1.5041041374206543], [9825, 1.5105592012405396]]","[[8917, 1.4715346097946167], [7364, 1.488844394683838], [9474, 1.4934719800949097], [9249, 1.5041041374206543], [9825, 1.5105592012405396], [8932, 1.515366554260254], [8119, 1.519313931465149], [7946, 1.522716999053955], [8824, 1.5231086015701294], [8269, 1.5316439867019653]]",9782
video8667,music is playing and advertisements was showing,"[[8485, 1.4487978219985962]]","[[8485, 1.4487978219985962], [8909, 1.4573214054107666], [9607, 1.4816877841949463], [7754, 1.481902837753296], [8618, 1.4890514612197876]]","[[8485, 1.4487978219985962], [8909, 1.4573214054107666], [9607, 1.4816877841949463], [7754, 1.481902837753296], [8618, 1.4890514612197876], [7217, 1.4964300394058228], [9695, 1.499193787574768], [8979, 1.4997977018356323], [7900, 1.5007977485656738], [8681, 1.5025936365127563]]",8667
video7589,a man getting interviewed by a beach,"[[7589, 1.462554693222046]]","[[7589, 1.462554693222046], [7681, 1.5081391334533691], [9885, 1.5205923318862915], [7159, 1.5253007411956787], [9341, 1.5322788953781128]]","[[7589, 1.462554693222046], [7681, 1.5081391334533691], [9885, 1.5205923318862915], [7159, 1.5253007411956787], [9341, 1.5322788953781128], [7844, 1.5323927402496338], [9253, 1.5352602005004883], [7025, 1.5377087593078613], [7753, 1.5407652854919434], [9342, 1.5471937656402588]]",7589
video9404,a lady talks into a megaphone,"[[9341, 1.466525912284851]]","[[9341, 1.466525912284851], [8650, 1.485609531402588], [9028, 1.4883458614349365], [7827, 1.4890247583389282], [8314, 1.492539405822754]]","[[9341, 1.466525912284851], [8650, 1.485609531402588], [9028, 1.4883458614349365], [7827, 1.4890247583389282], [8314, 1.492539405822754], [9834, 1.5012388229370117], [9205, 1.5025739669799805], [8416, 1.5030107498168945], [8022, 1.5063555240631104], [8899, 1.5097424983978271]]",9404
video9698,a women is talking about the books she likes and the second favourite one is the amc the walking dead,"[[8254, 1.4721072912216187]]","[[8254, 1.4721072912216187], [9698, 1.4821666479110718], [8868, 1.4831221103668213], [8789, 1.4838721752166748], [7549, 1.490972876548767]]","[[8254, 1.4721072912216187], [9698, 1.4821666479110718], [8868, 1.4831221103668213], [8789, 1.4838721752166748], [7549, 1.490972876548767], [9237, 1.492701768875122], [8783, 1.5065274238586426], [7964, 1.5070018768310547], [8826, 1.5138278007507324], [9780, 1.5148980617523193]]",9698
video9682,a girl being surprised with a stuffed animal by male friend,"[[7201, 1.4312267303466797]]","[[7201, 1.4312267303466797], [8604, 1.5032682418823242], [8974, 1.5118683576583862], [8048, 1.521100640296936], [8268, 1.52330482006073]]","[[7201, 1.4312267303466797], [8604, 1.5032682418823242], [8974, 1.5118683576583862], [8048, 1.521100640296936], [8268, 1.52330482006073], [8837, 1.5269612073898315], [9603, 1.5355339050292969], [9237, 1.537743330001831], [9347, 1.5382401943206787], [7179, 1.5397298336029053]]",9682
