rel_video_id,query,top1,top5,top10,ground_truth
video7228,a man is sitting and playing guitar,"[[7976, 1.4096343517303467]]","[[7976, 1.4096343517303467], [9872, 1.432999849319458], [7227, 1.436163306236267], [8251, 1.442009687423706], [8861, 1.4440584182739258]]","[[7976, 1.4096343517303467], [9872, 1.432999849319458], [7227, 1.436163306236267], [8251, 1.442009687423706], [8861, 1.4440584182739258], [7419, 1.452254056930542], [7545, 1.4589595794677734], [7961, 1.462390422821045], [7228, 1.4663172960281372], [9330, 1.485655665397644]]",7228
video8650,a news convention is held,"[[7754, 1.4576982259750366]]","[[7754, 1.4576982259750366], [7731, 1.4669244289398193], [9223, 1.473723292350769], [7410, 1.4785115718841553], [8464, 1.4837117195129395]]","[[7754, 1.4576982259750366], [7731, 1.4669244289398193], [9223, 1.473723292350769], [7410, 1.4785115718841553], [8464, 1.4837117195129395], [8822, 1.4897780418395996], [7158, 1.4903383255004883], [9204, 1.4906847476959229], [7613, 1.4954922199249268], [9028, 1.496055245399475]]",8650
video7766,a video gamer is seen as he plays a video game,"[[7766, 1.4721742868423462]]","[[7766, 1.4721742868423462], [7366, 1.4764949083328247], [7792, 1.4765387773513794], [8860, 1.4769494533538818], [8077, 1.478524923324585]]","[[7766, 1.4721742868423462], [7366, 1.4764949083328247], [7792, 1.4765387773513794], [8860, 1.4769494533538818], [8077, 1.478524923324585], [9795, 1.4802932739257812], [8462, 1.4806712865829468], [7972, 1.4815326929092407], [7143, 1.4820353984832764], [8578, 1.4827690124511719]]",7766
video7965,man driving in a car an talking about the car,"[[8263, 1.4422667026519775]]","[[8263, 1.4422667026519775], [9331, 1.4527416229248047], [9677, 1.4604814052581787], [7597, 1.4652243852615356], [7965, 1.4712107181549072]]","[[8263, 1.4422667026519775], [9331, 1.4527416229248047], [9677, 1.4604814052581787], [7597, 1.4652243852615356], [7965, 1.4712107181549072], [8089, 1.4839146137237549], [7026, 1.4855327606201172], [7354, 1.4953086376190186], [8344, 1.5124905109405518], [7209, 1.5289630889892578]]",7965
video8685,a man prepares some food in the kitchen,"[[7799, 1.4461417198181152]]","[[7799, 1.4461417198181152], [8834, 1.46354341506958], [9038, 1.4667670726776123], [9694, 1.4714370965957642], [8865, 1.48038911819458]]","[[7799, 1.4461417198181152], [8834, 1.46354341506958], [9038, 1.4667670726776123], [9694, 1.4714370965957642], [8865, 1.48038911819458], [7148, 1.4854552745819092], [7968, 1.4884686470031738], [8325, 1.4907562732696533], [7559, 1.4931459426879883], [9693, 1.5018583536148071]]",8685
video8670,a black t shirted man with a hat talking about an event,"[[8670, 1.4502410888671875]]","[[8670, 1.4502410888671875], [7412, 1.481495976448059], [7375, 1.4831953048706055], [7418, 1.5059359073638916], [7854, 1.5115089416503906]]","[[8670, 1.4502410888671875], [7412, 1.481495976448059], [7375, 1.4831953048706055], [7418, 1.5059359073638916], [7854, 1.5115089416503906], [7755, 1.514984130859375], [9522, 1.518193244934082], [7215, 1.518438458442688], [7064, 1.5189149379730225], [9404, 1.5207128524780273]]",8670
video8249,batman is beating up bane in a scene from a batman movie,"[[8249, 1.3942553997039795]]","[[8249, 1.3942553997039795], [8061, 1.5256214141845703], [8266, 1.5635671615600586], [8122, 1.5751996040344238], [7233, 1.5864568948745728]]","[[8249, 1.3942553997039795], [8061, 1.5256214141845703], [8266, 1.5635671615600586], [8122, 1.5751996040344238], [7233, 1.5864568948745728], [8319, 1.5872876644134521], [7137, 1.5901042222976685], [9623, 1.592714548110962], [7352, 1.5972400903701782], [9400, 1.6006872653961182]]",8249
video9919,a man walks towards a woman and the woman breaks a bottle to defend her belongings,"[[9919, 1.4766364097595215]]","[[9919, 1.4766364097595215], [9237, 1.4842543601989746], [9324, 1.492674469947815], [9307, 1.497185230255127], [9750, 1.4983980655670166]]","[[9919, 1.4766364097595215], [9237, 1.4842543601989746], [9324, 1.492674469947815], [9307, 1.497185230255127], [9750, 1.4983980655670166], [8392, 1.5030574798583984], [8808, 1.5079407691955566], [9322, 1.510556936264038], [7726, 1.5150127410888672], [7466, 1.517137050628662]]",9919
video7822,many ladies and men are walking upstairs inside of a caged fence,"[[7822, 1.3962346315383911]]","[[7822, 1.3962346315383911], [8073, 1.4564322233200073], [8945, 1.4991463422775269], [7686, 1.5017213821411133], [8014, 1.5059669017791748]]","[[7822, 1.3962346315383911], [8073, 1.4564322233200073], [8945, 1.4991463422775269], [7686, 1.5017213821411133], [8014, 1.5059669017791748], [7568, 1.515918254852295], [7837, 1.521431803703308], [7116, 1.5252327919006348], [8129, 1.5270657539367676], [9131, 1.5280264616012573]]",7822
video8345,a woman feeds another,"[[8345, 1.480516791343689]]","[[8345, 1.480516791343689], [8048, 1.488561987876892], [8326, 1.496863603591919], [8012, 1.5127460956573486], [9682, 1.513022780418396]]","[[8345, 1.480516791343689], [8048, 1.488561987876892], [8326, 1.496863603591919], [8012, 1.5127460956573486], [9682, 1.513022780418396], [8790, 1.5136851072311401], [8349, 1.5151314735412598], [8606, 1.5159742832183838], [9340, 1.5162433385849], [9693, 1.518575668334961]]",8345
video8497,a bus crashes into a car,"[[7701, 1.4652988910675049]]","[[7701, 1.4652988910675049], [8497, 1.488011121749878], [9622, 1.50853431224823], [9354, 1.5212520360946655], [8022, 1.5271973609924316]]","[[7701, 1.4652988910675049], [8497, 1.488011121749878], [9622, 1.50853431224823], [9354, 1.5212520360946655], [8022, 1.5271973609924316], [8934, 1.533020257949829], [9011, 1.5332458019256592], [8075, 1.5332566499710083], [8864, 1.5337523221969604], [7445, 1.5338367223739624]]",8497
video7149,a trailer for a film with words over the top,"[[8340, 1.4035497903823853]]","[[8340, 1.4035497903823853], [8075, 1.4354758262634277], [7149, 1.4392131567001343], [7355, 1.4427340030670166], [8671, 1.4693516492843628]]","[[8340, 1.4035497903823853], [8075, 1.4354758262634277], [7149, 1.4392131567001343], [7355, 1.4427340030670166], [8671, 1.4693516492843628], [8811, 1.470555067062378], [7466, 1.4815115928649902], [8808, 1.4972115755081177], [8319, 1.4993165731430054], [7163, 1.5005762577056885]]",7149
video8462,guys play minecraft,"[[8578, 1.4565560817718506]]","[[8578, 1.4565560817718506], [7972, 1.4604997634887695], [7792, 1.4617788791656494], [7143, 1.4651788473129272], [8462, 1.4655444622039795]]","[[8578, 1.4565560817718506], [7972, 1.4604997634887695], [7792, 1.4617788791656494], [7143, 1.4651788473129272], [8462, 1.4655444622039795], [8663, 1.4674713611602783], [8077, 1.4688000679016113], [8787, 1.4695974588394165], [7366, 1.4720971584320068], [8797, 1.475031852722168]]",8462
video7035,there is someone playing a game in a computer,"[[8860, 1.4813308715820312]]","[[8860, 1.4813308715820312], [7203, 1.4819990396499634], [8313, 1.4823709726333618], [7035, 1.484840989112854], [7366, 1.4920239448547363]]","[[8860, 1.4813308715820312], [7203, 1.4819990396499634], [8313, 1.4823709726333618], [7035, 1.484840989112854], [7366, 1.4920239448547363], [8111, 1.4922107458114624], [9336, 1.4935314655303955], [7445, 1.4947876930236816], [7919, 1.5007951259613037], [8077, 1.5030646324157715]]",7035
video8342,girl in pink dress fashion model walking in ramp,"[[8342, 1.334406852722168]]","[[8342, 1.334406852722168], [7730, 1.4050405025482178], [7669, 1.4197391271591187], [7783, 1.4312694072723389], [8923, 1.4384230375289917]]","[[8342, 1.334406852722168], [7730, 1.4050405025482178], [7669, 1.4197391271591187], [7783, 1.4312694072723389], [8923, 1.4384230375289917], [9308, 1.4447412490844727], [9348, 1.4576349258422852], [8073, 1.4655307531356812], [9277, 1.4734199047088623], [7414, 1.4963206052780151]]",8342
video8067,guys holding cups and talking,"[[9833, 1.441129446029663]]","[[9833, 1.441129446029663], [8067, 1.4463344812393188], [8685, 1.4478172063827515], [9229, 1.4494836330413818], [8259, 1.4782114028930664]]","[[9833, 1.441129446029663], [8067, 1.4463344812393188], [8685, 1.4478172063827515], [9229, 1.4494836330413818], [8259, 1.4782114028930664], [7833, 1.485008955001831], [9745, 1.4852632284164429], [8349, 1.492163896560669], [8917, 1.5010886192321777], [8922, 1.5076563358306885]]",8067
video9226,a girl dresses up in a bright wig,"[[7142, 1.4110205173492432]]","[[7142, 1.4110205173492432], [8073, 1.4950302839279175], [7438, 1.498110294342041], [8756, 1.4993674755096436], [9226, 1.5091311931610107]]","[[7142, 1.4110205173492432], [8073, 1.4950302839279175], [7438, 1.498110294342041], [8756, 1.4993674755096436], [9226, 1.5091311931610107], [8423, 1.512020468711853], [7179, 1.530693531036377], [7669, 1.532375693321228], [9341, 1.5522925853729248], [8605, 1.5545340776443481]]",9226
video7687,a girl using her smartphone,"[[7687, 1.443302869796753]]","[[7687, 1.443302869796753], [8320, 1.477311134338379], [7118, 1.4806983470916748], [9258, 1.4949159622192383], [8012, 1.498146891593933]]","[[7687, 1.443302869796753], [8320, 1.477311134338379], [7118, 1.4806983470916748], [9258, 1.4949159622192383], [8012, 1.498146891593933], [7728, 1.4993467330932617], [9697, 1.5013329982757568], [9205, 1.5052316188812256], [7547, 1.5112736225128174], [8011, 1.5117344856262207]]",7687
video8798,the lighting work is going on the building,"[[7632, 1.4564481973648071]]","[[7632, 1.4564481973648071], [7732, 1.4580862522125244], [8441, 1.464349627494812], [8902, 1.5093848705291748], [8473, 1.5202429294586182]]","[[7632, 1.4564481973648071], [7732, 1.4580862522125244], [8441, 1.464349627494812], [8902, 1.5093848705291748], [8473, 1.5202429294586182], [8464, 1.5223896503448486], [7035, 1.5238394737243652], [8798, 1.5324008464813232], [8328, 1.5329266786575317], [9878, 1.5353517532348633]]",8798
video9340,one sad one trying to comfort,"[[9237, 1.451338529586792]]","[[9237, 1.451338529586792], [9816, 1.4517817497253418], [7590, 1.458072543144226], [9322, 1.479990005493164], [8340, 1.4841852188110352]]","[[9237, 1.451338529586792], [9816, 1.4517817497253418], [7590, 1.458072543144226], [9322, 1.479990005493164], [8340, 1.4841852188110352], [7114, 1.4909584522247314], [7163, 1.4935252666473389], [7149, 1.4937403202056885], [7964, 1.4972819089889526], [7160, 1.4978060722351074]]",9340
video9793,interview with artist shanai twain,"[[9793, 1.3421146869659424]]","[[9793, 1.3421146869659424], [7162, 1.439229965209961], [7753, 1.4662249088287354], [9512, 1.4719445705413818], [8068, 1.4790713787078857]]","[[9793, 1.3421146869659424], [7162, 1.439229965209961], [7753, 1.4662249088287354], [9512, 1.4719445705413818], [8068, 1.4790713787078857], [8783, 1.4836541414260864], [8813, 1.4880664348602295], [8826, 1.4887807369232178], [8453, 1.4904346466064453], [9329, 1.4967607259750366]]",9793
video9349,guy showing how to make items,"[[9699, 1.4399727582931519]]","[[9699, 1.4399727582931519], [9349, 1.4683573246002197], [8332, 1.49005126953125], [8784, 1.491796612739563], [9368, 1.4919826984405518]]","[[9699, 1.4399727582931519], [9349, 1.4683573246002197], [8332, 1.49005126953125], [8784, 1.491796612739563], [9368, 1.4919826984405518], [8067, 1.492032527923584], [7560, 1.494398593902588], [8774, 1.4976781606674194], [7363, 1.4978413581848145], [7237, 1.5013607740402222]]",9349
video8330,a man and a woman are talking at a bus stop,"[[8879, 1.4608895778656006]]","[[8879, 1.4608895778656006], [7832, 1.4643871784210205], [8974, 1.4746885299682617], [8330, 1.4761364459991455], [8022, 1.4793701171875]]","[[8879, 1.4608895778656006], [7832, 1.4643871784210205], [8974, 1.4746885299682617], [8330, 1.4761364459991455], [8022, 1.4793701171875], [9521, 1.509101390838623], [9011, 1.524672269821167], [9513, 1.5269094705581665], [8653, 1.5297585725784302], [9600, 1.5397456884384155]]",8330
video8306,tourists walking around the mount fuji visitor center,"[[8306, 1.3342854976654053]]","[[8306, 1.3342854976654053], [7837, 1.4708855152130127], [9581, 1.5384407043457031], [8129, 1.5457923412322998], [8426, 1.5464603900909424]]","[[8306, 1.3342854976654053], [7837, 1.4708855152130127], [9581, 1.5384407043457031], [8129, 1.5457923412322998], [8426, 1.5464603900909424], [8335, 1.5620834827423096], [9337, 1.5664088726043701], [8741, 1.5716016292572021], [7028, 1.575886845588684], [9244, 1.5765254497528076]]",8306
video7793,flight is shaken and the pilots trying to land the flight while they opened the air,"[[7793, 1.3977406024932861]]","[[7793, 1.3977406024932861], [9774, 1.4702606201171875], [9609, 1.482942819595337], [9680, 1.4889442920684814], [7206, 1.5028493404388428]]","[[7793, 1.3977406024932861], [9774, 1.4702606201171875], [9609, 1.482942819595337], [9680, 1.4889442920684814], [7206, 1.5028493404388428], [8687, 1.5039818286895752], [8071, 1.5208030939102173], [9578, 1.539721131324768], [7732, 1.540907859802246], [9772, 1.542901873588562]]",7793
video8671,a man is yelling on the phone,"[[7029, 1.4297703504562378]]","[[7029, 1.4297703504562378], [9603, 1.4598819017410278], [8671, 1.4880576133728027], [7576, 1.4977288246154785], [7593, 1.532248616218567]]","[[7029, 1.4297703504562378], [9603, 1.4598819017410278], [8671, 1.4880576133728027], [7576, 1.4977288246154785], [7593, 1.532248616218567], [8012, 1.534687876701355], [8456, 1.5351145267486572], [7838, 1.5355641841888428], [8492, 1.5369882583618164], [8061, 1.5376958847045898]]",8671
video8255,a man is playing piano,"[[8255, 1.4622206687927246]]","[[8255, 1.4622206687927246], [9026, 1.4656397104263306], [8466, 1.476310133934021], [7205, 1.4887232780456543], [7598, 1.5144894123077393]]","[[8255, 1.4622206687927246], [9026, 1.4656397104263306], [8466, 1.476310133934021], [7205, 1.4887232780456543], [7598, 1.5144894123077393], [7227, 1.5244512557983398], [8474, 1.5353046655654907], [7156, 1.5377757549285889], [7135, 1.5438990592956543], [8861, 1.5442121028900146]]",8255
video8492,a man is very excited,"[[8492, 1.4585483074188232]]","[[8492, 1.4585483074188232], [8930, 1.4631216526031494], [9241, 1.4634690284729004], [8919, 1.4808173179626465], [8445, 1.4830844402313232]]","[[8492, 1.4585483074188232], [8930, 1.4631216526031494], [9241, 1.4634690284729004], [8919, 1.4808173179626465], [8445, 1.4830844402313232], [9021, 1.4868723154067993], [9302, 1.4885063171386719], [7418, 1.4943416118621826], [8303, 1.499112844467163], [7733, 1.50211763381958]]",8492
video8253,vest of sports vines,"[[8013, 1.472457766532898]]","[[8013, 1.472457766532898], [7839, 1.4843584299087524], [9018, 1.4905704259872437], [8913, 1.4958016872406006], [8253, 1.5011684894561768]]","[[8013, 1.472457766532898], [7839, 1.4843584299087524], [9018, 1.4905704259872437], [8913, 1.4958016872406006], [8253, 1.5011684894561768], [7358, 1.5030055046081543], [9605, 1.503227949142456], [9817, 1.5197772979736328], [8979, 1.5227689743041992], [9542, 1.5256190299987793]]",8253
video9342,the water safety teams arrives with the safety devices and water bike to save a person who had been drifted away,"[[9342, 1.3968851566314697]]","[[9342, 1.3968851566314697], [9578, 1.4674904346466064], [7795, 1.46769380569458], [7681, 1.4731714725494385], [8079, 1.497193694114685]]","[[9342, 1.3968851566314697], [9578, 1.4674904346466064], [7795, 1.46769380569458], [7681, 1.4731714725494385], [8079, 1.497193694114685], [8820, 1.5183073282241821], [8457, 1.523435115814209], [8657, 1.5265278816223145], [9359, 1.5307945013046265], [9017, 1.5439484119415283]]",9342
video7029,cartoon show for kids,"[[7835, 1.484255313873291]]","[[7835, 1.484255313873291], [8781, 1.4849083423614502], [9838, 1.4873782396316528], [9814, 1.4876958131790161], [8799, 1.4877982139587402]]","[[7835, 1.484255313873291], [8781, 1.4849083423614502], [9838, 1.4873782396316528], [9814, 1.4876958131790161], [8799, 1.4877982139587402], [7912, 1.487926959991455], [7741, 1.493685007095337], [7218, 1.4940974712371826], [7701, 1.4942703247070312], [9014, 1.4951564073562622]]",7029
video8468,someone is driving around the city in grand theft auto v,"[[9355, 1.3924108743667603]]","[[9355, 1.3924108743667603], [8468, 1.4061142206192017], [8070, 1.4491183757781982], [7445, 1.4778156280517578], [9773, 1.4921338558197021]]","[[9355, 1.3924108743667603], [8468, 1.4061142206192017], [8070, 1.4491183757781982], [7445, 1.4778156280517578], [9773, 1.4921338558197021], [9813, 1.5053086280822754], [8929, 1.5184653997421265], [8477, 1.5355963706970215], [7780, 1.5460028648376465], [7219, 1.5503854751586914]]",8468
video7419,a man playing guitar and singing on the road side,"[[8251, 1.4213236570358276]]","[[8251, 1.4213236570358276], [7419, 1.444746494293213], [9600, 1.4834803342819214], [9330, 1.4941718578338623], [7236, 1.5029481649398804]]","[[8251, 1.4213236570358276], [7419, 1.444746494293213], [9600, 1.4834803342819214], [9330, 1.4941718578338623], [7236, 1.5029481649398804], [7976, 1.5133086442947388], [7969, 1.5148175954818726], [7227, 1.5184156894683838], [9872, 1.5186893939971924], [7915, 1.5229754447937012]]",7419
video8464,the ground rules of the republican presidential debate are introduced,"[[8464, 1.3692502975463867]]","[[8464, 1.3692502975463867], [7158, 1.419527530670166], [7754, 1.520180583000183], [7731, 1.5302553176879883], [8824, 1.5662225484848022]]","[[8464, 1.3692502975463867], [7158, 1.419527530670166], [7754, 1.520180583000183], [7731, 1.5302553176879883], [8824, 1.5662225484848022], [8927, 1.568156123161316], [9223, 1.5734777450561523], [8908, 1.574798345565796], [9021, 1.5823529958724976], [7613, 1.5871753692626953]]",8464
video8978,band performing a hard rock song about diamonds in the sky,"[[8978, 1.4252698421478271]]","[[8978, 1.4252698421478271], [8674, 1.4520585536956787], [7205, 1.4578831195831299], [7732, 1.45796537399292], [9589, 1.463433027267456]]","[[8978, 1.4252698421478271], [8674, 1.4520585536956787], [7205, 1.4578831195831299], [7732, 1.45796537399292], [9589, 1.463433027267456], [8324, 1.4701385498046875], [8466, 1.4761176109313965], [8490, 1.4806410074234009], [8926, 1.481253981590271], [9243, 1.489077091217041]]",8978
video7464,the video shows gameplay of a car racing video game,"[[7506, 1.4336265325546265]]","[[7506, 1.4336265325546265], [7219, 1.4421896934509277], [7464, 1.456000566482544], [7214, 1.4632432460784912], [9336, 1.4724481105804443]]","[[7506, 1.4336265325546265], [7219, 1.4421896934509277], [7464, 1.456000566482544], [7214, 1.4632432460784912], [9336, 1.4724481105804443], [9773, 1.4759293794631958], [8468, 1.4927232265472412], [7445, 1.494185209274292], [9344, 1.5005759000778198], [9355, 1.5032269954681396]]",7464
video8654,a woman cooking an orange substance,"[[8656, 1.439983606338501]]","[[8656, 1.439983606338501], [9022, 1.4842047691345215], [8686, 1.4925708770751953], [7826, 1.5047309398651123], [9731, 1.5073381662368774]]","[[8656, 1.439983606338501], [9022, 1.4842047691345215], [8686, 1.4925708770751953], [7826, 1.5047309398651123], [9731, 1.5073381662368774], [7376, 1.5157123804092407], [9693, 1.5263441801071167], [8774, 1.5291054248809814], [9735, 1.5302345752716064], [7785, 1.5312761068344116]]",8654
video8808,a man talks back to a cop and handcuffs him to the table,"[[8808, 1.457133173942566]]","[[8808, 1.457133173942566], [8829, 1.457898497581482], [9520, 1.4675192832946777], [9322, 1.503961205482483], [9811, 1.5143846273422241]]","[[8808, 1.457133173942566], [8829, 1.457898497581482], [9520, 1.4675192832946777], [9322, 1.503961205482483], [9811, 1.5143846273422241], [9323, 1.5145373344421387], [9833, 1.5177534818649292], [7686, 1.5245609283447266], [8315, 1.5339208841323853], [7114, 1.536404013633728]]",8808
video7378,a clip of soccer plays,"[[8675, 1.4439345598220825]]","[[8675, 1.4439345598220825], [8661, 1.4540765285491943], [7378, 1.4573593139648438], [9817, 1.4578325748443604], [7500, 1.472698450088501]]","[[8675, 1.4439345598220825], [8661, 1.4540765285491943], [7378, 1.4573593139648438], [9817, 1.4578325748443604], [7500, 1.472698450088501], [8979, 1.493493676185608], [7200, 1.497694969177246], [9305, 1.498021125793457], [7358, 1.4980909824371338], [9681, 1.503086805343628]]",7378
video8496,a cute girl with nice headgear standing in a room is talking through a microphone,"[[8496, 1.3726423978805542]]","[[8496, 1.3726423978805542], [8423, 1.4270005226135254], [9205, 1.4427032470703125], [7142, 1.4702186584472656], [8320, 1.4862151145935059]]","[[8496, 1.3726423978805542], [8423, 1.4270005226135254], [9205, 1.4427032470703125], [7142, 1.4702186584472656], [8320, 1.4862151145935059], [7836, 1.493449091911316], [9603, 1.5056840181350708], [9698, 1.5116922855377197], [8453, 1.5165433883666992], [7179, 1.519303321838379]]",8496
video9332,a girl plays a videogame,"[[9332, 1.4585472345352173]]","[[9332, 1.4585472345352173], [9031, 1.46285080909729], [8027, 1.4881786108016968], [9200, 1.4906644821166992], [7502, 1.5006701946258545]]","[[9332, 1.4585472345352173], [9031, 1.46285080909729], [8027, 1.4881786108016968], [9200, 1.4906644821166992], [7502, 1.5006701946258545], [9458, 1.5038559436798096], [8862, 1.5074549913406372], [8459, 1.5081692934036255], [8816, 1.5133864879608154], [9334, 1.51752769947052]]",9332
video9885,a movie director talking to the media men in press conference regarding his movie and hero also,"[[9885, 1.4514343738555908]]","[[9885, 1.4514343738555908], [7215, 1.4778602123260498], [9350, 1.5057852268218994], [8828, 1.5158848762512207], [9825, 1.523350477218628]]","[[9885, 1.4514343738555908], [7215, 1.4778602123260498], [9350, 1.5057852268218994], [8828, 1.5158848762512207], [9825, 1.523350477218628], [8907, 1.5352399349212646], [8811, 1.536158800125122], [7501, 1.5367741584777832], [7753, 1.5385422706604004], [8319, 1.5416456460952759]]",9885
video7591,a woman is giving a demonstration about pancake presentation,"[[7591, 1.3739204406738281]]","[[7591, 1.3739204406738281], [8900, 1.4520493745803833], [8915, 1.4610729217529297], [7973, 1.4620168209075928], [8056, 1.4763329029083252]]","[[7591, 1.3739204406738281], [8900, 1.4520493745803833], [8915, 1.4610729217529297], [7973, 1.4620168209075928], [8056, 1.4763329029083252], [8865, 1.4938685894012451], [9335, 1.5003886222839355], [7350, 1.5071195363998413], [8835, 1.5194528102874756], [8910, 1.5345102548599243]]",7591
video8457,a man rowing a kayak is shown in slow motion,"[[8457, 1.3922213315963745]]","[[8457, 1.3922213315963745], [8079, 1.4474477767944336], [8025, 1.486510157585144], [9831, 1.513986349105835], [7681, 1.5164449214935303]]","[[8457, 1.3922213315963745], [8079, 1.4474477767944336], [8025, 1.486510157585144], [9831, 1.513986349105835], [7681, 1.5164449214935303], [7795, 1.5191571712493896], [9578, 1.5239603519439697], [8493, 1.5671943426132202], [7174, 1.5772125720977783], [9779, 1.578827977180481]]",8457
video8665,the tennis players wearing blue and red t shirts and play the tennis in the tennis court at the night time,"[[7357, 1.3903493881225586]]","[[7357, 1.3903493881225586], [7978, 1.4583970308303833], [8665, 1.4597110748291016], [7699, 1.4819316864013672], [8013, 1.5411772727966309]]","[[7357, 1.3903493881225586], [7978, 1.4583970308303833], [8665, 1.4597110748291016], [7699, 1.4819316864013672], [8013, 1.5411772727966309], [8660, 1.5636296272277832], [7732, 1.5683691501617432], [7168, 1.5715911388397217], [8316, 1.5796194076538086], [7174, 1.5893572568893433]]",8665
video8792,a girl is on the voice,"[[9879, 1.4428930282592773]]","[[9879, 1.4428930282592773], [9222, 1.4457509517669678], [8810, 1.44822096824646], [8447, 1.449588418006897], [8792, 1.452650785446167]]","[[9879, 1.4428930282592773], [9222, 1.4457509517669678], [8810, 1.44822096824646], [8447, 1.449588418006897], [8792, 1.452650785446167], [7756, 1.459480881690979], [7569, 1.4780024290084839], [7791, 1.4781317710876465], [8265, 1.4788353443145752], [8818, 1.4791507720947266]]",8792
video7375,a man talks about the school system,"[[7345, 1.4697201251983643]]","[[7345, 1.4697201251983643], [8331, 1.470527172088623], [8472, 1.4729373455047607], [7375, 1.487829327583313], [8830, 1.4952805042266846]]","[[7345, 1.4697201251983643], [8331, 1.470527172088623], [8472, 1.4729373455047607], [7375, 1.487829327583313], [8830, 1.4952805042266846], [7134, 1.4989655017852783], [9406, 1.5027134418487549], [9775, 1.511430025100708], [7843, 1.5171983242034912], [9802, 1.517688274383545]]",7375
video8688,a person folds a paper airplane,"[[8688, 1.4400486946105957]]","[[8688, 1.4400486946105957], [9301, 1.5187668800354004], [8784, 1.536567211151123], [8601, 1.540395736694336], [8011, 1.5632784366607666]]","[[8688, 1.4400486946105957], [9301, 1.5187668800354004], [8784, 1.536567211151123], [8601, 1.540395736694336], [8011, 1.5632784366607666], [9349, 1.579058051109314], [7418, 1.5956557989120483], [7020, 1.5991781949996948], [7462, 1.599778652191162], [7588, 1.6123842000961304]]",8688
video7144,a group of women are rubbing oil and milk all over a woman,"[[7144, 1.3994015455245972]]","[[7144, 1.3994015455245972], [8790, 1.5060511827468872], [8012, 1.5120060443878174], [8347, 1.5286502838134766], [9686, 1.5482858419418335]]","[[7144, 1.3994015455245972], [8790, 1.5060511827468872], [8012, 1.5120060443878174], [8347, 1.5286502838134766], [9686, 1.5482858419418335], [9824, 1.5544686317443848], [9016, 1.5642948150634766], [8240, 1.5651838779449463], [9322, 1.565610408782959], [9782, 1.5664117336273193]]",7144
video8018,a young girl shopping,"[[7438, 1.4526755809783936]]","[[7438, 1.4526755809783936], [7698, 1.455106258392334], [8018, 1.458827018737793], [9337, 1.4928001165390015], [8664, 1.4932082891464233]]","[[7438, 1.4526755809783936], [7698, 1.455106258392334], [8018, 1.458827018737793], [9337, 1.4928001165390015], [8664, 1.4932082891464233], [8899, 1.4988682270050049], [8320, 1.519270896911621], [7116, 1.521672248840332], [7170, 1.5247371196746826], [7179, 1.5249290466308594]]",8018
video8469,two parrots in a bird cage one white chick and on green adult,"[[8469, 1.4217418432235718]]","[[8469, 1.4217418432235718], [7342, 1.506547451019287], [7113, 1.5142160654067993], [7594, 1.5623846054077148], [7467, 1.574052095413208]]","[[8469, 1.4217418432235718], [7342, 1.506547451019287], [7113, 1.5142160654067993], [7594, 1.5623846054077148], [7467, 1.574052095413208], [9657, 1.5763895511627197], [7546, 1.5892611742019653], [7822, 1.595412254333496], [8416, 1.5969712734222412], [7849, 1.601956844329834]]",8469
video8868,a young girl sits in a room and looks into a bag,"[[8868, 1.4504029750823975]]","[[8868, 1.4504029750823975], [9237, 1.4615850448608398], [9816, 1.4696407318115234], [8320, 1.48701810836792], [9343, 1.4946080446243286]]","[[8868, 1.4504029750823975], [9237, 1.4615850448608398], [9816, 1.4696407318115234], [8320, 1.48701810836792], [9343, 1.4946080446243286], [7547, 1.5016175508499146], [8392, 1.5017906427383423], [9012, 1.507732629776001], [8018, 1.5094351768493652], [7782, 1.5212093591690063]]",8868
video8316,a man is talking to an athlete,"[[8308, 1.4702726602554321]]","[[8308, 1.4702726602554321], [8262, 1.4776030778884888], [9020, 1.4970300197601318], [7200, 1.4973022937774658], [9744, 1.4985047578811646]]","[[8308, 1.4702726602554321], [8262, 1.4776030778884888], [9020, 1.4970300197601318], [7200, 1.4973022937774658], [9744, 1.4985047578811646], [8316, 1.4998621940612793], [8917, 1.5106992721557617], [7349, 1.5139610767364502], [7110, 1.5173393487930298], [9745, 1.5180696249008179]]",8316
video7209,someone is showing a car features,"[[7356, 1.4339951276779175]]","[[7356, 1.4339951276779175], [9358, 1.4537169933319092], [9514, 1.4738550186157227], [7354, 1.4744291305541992], [7026, 1.4861153364181519]]","[[7356, 1.4339951276779175], [9358, 1.4537169933319092], [9514, 1.4738550186157227], [7354, 1.4744291305541992], [7026, 1.4861153364181519], [7340, 1.490133285522461], [7752, 1.491763710975647], [7209, 1.4920324087142944], [7765, 1.4980888366699219], [7597, 1.5070699453353882]]",7209
video7140,someone is adding ingredients for a batter,"[[8483, 1.4542865753173828]]","[[8483, 1.4542865753173828], [7826, 1.4605798721313477], [7140, 1.477224588394165], [8656, 1.4881941080093384], [8865, 1.4916670322418213]]","[[8483, 1.4542865753173828], [7826, 1.4605798721313477], [7140, 1.477224588394165], [8656, 1.4881941080093384], [8865, 1.4916670322418213], [7695, 1.4944534301757812], [9731, 1.4970976114273071], [7785, 1.5028181076049805], [7911, 1.5106260776519775], [7148, 1.5128482580184937]]",7140
