rel_frame_id,query,top1,top5,top10,top15,ground_truth
video7350,two snakes are shown in containers,"[[7350, 1.3266127109527588]]","[[7350, 1.3266127109527588], [8572, 1.3966189622879028], [8078, 1.411672592163086], [8328, 1.4349493980407715], [9224, 1.4397623538970947]]","[[7350, 1.3266127109527588], [8572, 1.3966189622879028], [8078, 1.411672592163086], [8328, 1.4349493980407715], [9224, 1.4397623538970947], [8804, 1.4400945901870728], [8343, 1.44132399559021], [7546, 1.445656180381775], [7780, 1.4470744132995605], [7688, 1.451826810836792]]","[[7350, 1.3266127109527588], [8572, 1.3966189622879028], [8078, 1.411672592163086], [8328, 1.4349493980407715], [9224, 1.4397623538970947], [8804, 1.4400945901870728], [8343, 1.44132399559021], [7546, 1.445656180381775], [7780, 1.4470744132995605], [7688, 1.451826810836792], [7235, 1.4526495933532715], [7543, 1.4532506465911865], [7466, 1.4534965753555298], [8480, 1.4544870853424072], [9235, 1.45523202419281]]",7350
video9026,still photos from the 2002 movie the pianist are shown,"[[9026, 1.2082988023757935]]","[[9026, 1.2082988023757935], [9804, 1.3895567655563354], [8811, 1.3935457468032837], [8829, 1.4014242887496948], [8805, 1.4072825908660889]]","[[9026, 1.2082988023757935], [9804, 1.3895567655563354], [8811, 1.3935457468032837], [8829, 1.4014242887496948], [8805, 1.4072825908660889], [9811, 1.417414665222168], [7114, 1.4245119094848633], [9255, 1.431289553642273], [7373, 1.436759114265442], [9885, 1.4371153116226196]]","[[9026, 1.2082988023757935], [9804, 1.3895567655563354], [8811, 1.3935457468032837], [8829, 1.4014242887496948], [8805, 1.4072825908660889], [9811, 1.417414665222168], [7114, 1.4245119094848633], [9255, 1.431289553642273], [7373, 1.436759114265442], [9885, 1.4371153116226196], [8653, 1.438339114189148], [9450, 1.4396830797195435], [7548, 1.4401153326034546], [7782, 1.4424326419830322], [9254, 1.4424675703048706]]",9026
video9309,there is someone serving a crab dish,"[[9687, 1.375314474105835]]","[[9687, 1.375314474105835], [9309, 1.3830631971359253], [7559, 1.4120373725891113], [8489, 1.4276660680770874], [8129, 1.4288969039916992]]","[[9687, 1.375314474105835], [9309, 1.3830631971359253], [7559, 1.4120373725891113], [8489, 1.4276660680770874], [8129, 1.4288969039916992], [7968, 1.4309511184692383], [8300, 1.4410121440887451], [9356, 1.4415040016174316], [9409, 1.443874716758728], [9752, 1.4504371881484985]]","[[9687, 1.375314474105835], [9309, 1.3830631971359253], [7559, 1.4120373725891113], [8489, 1.4276660680770874], [8129, 1.4288969039916992], [7968, 1.4309511184692383], [8300, 1.4410121440887451], [9356, 1.4415040016174316], [9409, 1.443874716758728], [9752, 1.4504371881484985], [8772, 1.4509787559509277], [9335, 1.4525141716003418], [9693, 1.4525278806686401], [8056, 1.4538767337799072], [8349, 1.4557082653045654]]",9309
video7361,a woman with a camel,"[[7361, 1.3385887145996094]]","[[7361, 1.3385887145996094], [9577, 1.4282879829406738], [7724, 1.4674396514892578], [9347, 1.469016432762146], [8392, 1.4749929904937744]]","[[7361, 1.3385887145996094], [9577, 1.4282879829406738], [7724, 1.4674396514892578], [9347, 1.469016432762146], [8392, 1.4749929904937744], [7341, 1.4811995029449463], [7116, 1.4839239120483398], [8014, 1.4890307188034058], [8242, 1.4918437004089355], [7364, 1.4922504425048828]]","[[7361, 1.3385887145996094], [9577, 1.4282879829406738], [7724, 1.4674396514892578], [9347, 1.469016432762146], [8392, 1.4749929904937744], [7341, 1.4811995029449463], [7116, 1.4839239120483398], [8014, 1.4890307188034058], [8242, 1.4918437004089355], [7364, 1.4922504425048828], [9451, 1.4942467212677002], [8011, 1.4949702024459839], [9686, 1.4967087507247925], [9416, 1.4969658851623535], [9339, 1.4985615015029907]]",7361
video7568,a group of people are walking a woman is talking about their culture,"[[7827, 1.4006006717681885]]","[[7827, 1.4006006717681885], [9131, 1.4122977256774902], [8899, 1.4144964218139648], [7116, 1.4172110557556152], [7364, 1.4207762479782104]]","[[7827, 1.4006006717681885], [9131, 1.4122977256774902], [8899, 1.4144964218139648], [7116, 1.4172110557556152], [7364, 1.4207762479782104], [8022, 1.420961618423462], [8306, 1.4263901710510254], [9039, 1.430551290512085], [7212, 1.4400668144226074], [9337, 1.441497802734375]]","[[7827, 1.4006006717681885], [9131, 1.4122977256774902], [8899, 1.4144964218139648], [7116, 1.4172110557556152], [7364, 1.4207762479782104], [8022, 1.420961618423462], [8306, 1.4263901710510254], [9039, 1.430551290512085], [7212, 1.4400668144226074], [9337, 1.441497802734375], [8416, 1.4441149234771729], [9404, 1.4470069408416748], [8314, 1.4471839666366577], [7730, 1.4499056339263916], [8123, 1.4523833990097046]]",7568
video7219,a man drives a red indianapolis 500 type race car around an asphalt track,"[[8089, 1.399767279624939]]","[[8089, 1.399767279624939], [9535, 1.4128650426864624], [7464, 1.4158387184143066], [8344, 1.4164321422576904], [7965, 1.4287769794464111]]","[[8089, 1.399767279624939], [9535, 1.4128650426864624], [7464, 1.4158387184143066], [8344, 1.4164321422576904], [7965, 1.4287769794464111], [9358, 1.4476473331451416], [9328, 1.4499773979187012], [7616, 1.4520704746246338], [9691, 1.4526886940002441], [8819, 1.4566371440887451]]","[[8089, 1.399767279624939], [9535, 1.4128650426864624], [7464, 1.4158387184143066], [8344, 1.4164321422576904], [7965, 1.4287769794464111], [9358, 1.4476473331451416], [9328, 1.4499773979187012], [7616, 1.4520704746246338], [9691, 1.4526886940002441], [8819, 1.4566371440887451], [9325, 1.4615890979766846], [7597, 1.4616119861602783], [9344, 1.4677351713180542], [7219, 1.4720771312713623], [7138, 1.476863145828247]]",7219
video7144,a female inside a white themed bathroom while someone else makes her makeup,"[[8904, 1.4044992923736572]]","[[8904, 1.4044992923736572], [7372, 1.4347748756408691], [9788, 1.4375756978988647], [8862, 1.441971778869629], [9822, 1.4423232078552246]]","[[8904, 1.4044992923736572], [7372, 1.4347748756408691], [9788, 1.4375756978988647], [8862, 1.441971778869629], [9822, 1.4423232078552246], [8756, 1.4653947353363037], [8392, 1.4655379056930542], [9322, 1.468220591545105], [9237, 1.468684196472168], [7222, 1.474036455154419]]","[[8904, 1.4044992923736572], [7372, 1.4347748756408691], [9788, 1.4375756978988647], [8862, 1.441971778869629], [9822, 1.4423232078552246], [8756, 1.4653947353363037], [8392, 1.4655379056930542], [9322, 1.468220591545105], [9237, 1.468684196472168], [7222, 1.474036455154419], [8011, 1.4746513366699219], [7782, 1.4796886444091797], [9307, 1.4798976182937622], [7588, 1.4806722402572632], [8076, 1.4830265045166016]]",7144
video8249,batman is beating up bane in a scene from a batman movie,"[[8249, 1.3414205312728882]]","[[8249, 1.3414205312728882], [8061, 1.3770359754562378], [9623, 1.4057226181030273], [9400, 1.4214560985565186], [7352, 1.4265291690826416]]","[[8249, 1.3414205312728882], [8061, 1.3770359754562378], [9623, 1.4057226181030273], [9400, 1.4214560985565186], [7352, 1.4265291690826416], [8266, 1.433779239654541], [8122, 1.4342162609100342], [9878, 1.4446156024932861], [9252, 1.4489096403121948], [8319, 1.4535353183746338]]","[[8249, 1.3414205312728882], [8061, 1.3770359754562378], [9623, 1.4057226181030273], [9400, 1.4214560985565186], [7352, 1.4265291690826416], [8266, 1.433779239654541], [8122, 1.4342162609100342], [9878, 1.4446156024932861], [9252, 1.4489096403121948], [8319, 1.4535353183746338], [8808, 1.4561941623687744], [9742, 1.4589942693710327], [9520, 1.4599254131317139], [8811, 1.460308313369751], [7155, 1.4667185544967651]]",8249
video8973,commercial for a service called eva which will help people find a vehicle,"[[8973, 1.2641342878341675]]","[[8973, 1.2641342878341675], [7765, 1.328524112701416], [7832, 1.34226393699646], [7354, 1.349637508392334], [9691, 1.3744345903396606]]","[[8973, 1.2641342878341675], [7765, 1.328524112701416], [7832, 1.34226393699646], [7354, 1.349637508392334], [9691, 1.3744345903396606], [9607, 1.3779128789901733], [8089, 1.3796526193618774], [9826, 1.3871256113052368], [8075, 1.388081431388855], [8909, 1.3894848823547363]]","[[8973, 1.2641342878341675], [7765, 1.328524112701416], [7832, 1.34226393699646], [7354, 1.349637508392334], [9691, 1.3744345903396606], [9607, 1.3779128789901733], [8089, 1.3796526193618774], [9826, 1.3871256113052368], [8075, 1.388081431388855], [8909, 1.3894848823547363], [7844, 1.3904489278793335], [7209, 1.3917549848556519], [9755, 1.3943597078323364], [7597, 1.394887924194336], [7752, 1.3963695764541626]]",8973
video7375,man in black shirt is holding a baby upside down and talking about universal studios,"[[9522, 1.4664983749389648]]","[[9522, 1.4664983749389648], [9320, 1.47163987159729], [9885, 1.4741162061691284], [8482, 1.4776735305786133], [9028, 1.4784963130950928]]","[[9522, 1.4664983749389648], [9320, 1.47163987159729], [9885, 1.4741162061691284], [8482, 1.4776735305786133], [9028, 1.4784963130950928], [9350, 1.489072322845459], [9037, 1.489621877670288], [8491, 1.4912638664245605], [7567, 1.4916138648986816], [7215, 1.4919942617416382]]","[[9522, 1.4664983749389648], [9320, 1.47163987159729], [9885, 1.4741162061691284], [8482, 1.4776735305786133], [9028, 1.4784963130950928], [9350, 1.489072322845459], [9037, 1.489621877670288], [8491, 1.4912638664245605], [7567, 1.4916138648986816], [7215, 1.4919942617416382], [9404, 1.4944078922271729], [8416, 1.4980909824371338], [9236, 1.498329520225525], [7593, 1.4983985424041748], [8945, 1.503208041191101]]",7375
video7114,the man in the video is showing a brief viewing of how the movie is starting,"[[8811, 1.3553452491760254]]","[[8811, 1.3553452491760254], [9350, 1.3626608848571777], [9517, 1.3698761463165283], [8075, 1.3788654804229736], [7698, 1.3894656896591187]]","[[8811, 1.3553452491760254], [9350, 1.3626608848571777], [9517, 1.3698761463165283], [8075, 1.3788654804229736], [7698, 1.3894656896591187], [7576, 1.3939191102981567], [8061, 1.4000269174575806], [9404, 1.401874303817749], [7149, 1.4025051593780518], [7027, 1.4038536548614502]]","[[8811, 1.3553452491760254], [9350, 1.3626608848571777], [9517, 1.3698761463165283], [8075, 1.3788654804229736], [7698, 1.3894656896591187], [7576, 1.3939191102981567], [8061, 1.4000269174575806], [9404, 1.401874303817749], [7149, 1.4025051593780518], [7027, 1.4038536548614502], [9026, 1.4080350399017334], [7793, 1.410172700881958], [8808, 1.410827398300171], [9742, 1.410836935043335], [8340, 1.4126203060150146]]",7114
video9831,a group of people are swimming in a boat a monkey is walking on the tree,"[[9831, 1.3732414245605469]]","[[9831, 1.3732414245605469], [7681, 1.3995728492736816], [7235, 1.4181451797485352], [8949, 1.4203494787216187], [7218, 1.4261603355407715]]","[[9831, 1.3732414245605469], [7681, 1.3995728492736816], [7235, 1.4181451797485352], [8949, 1.4203494787216187], [7218, 1.4261603355407715], [7061, 1.4379057884216309], [8118, 1.4393255710601807], [7912, 1.4426823854446411], [8071, 1.443479061126709], [9578, 1.4467240571975708]]","[[9831, 1.3732414245605469], [7681, 1.3995728492736816], [7235, 1.4181451797485352], [8949, 1.4203494787216187], [7218, 1.4261603355407715], [7061, 1.4379057884216309], [8118, 1.4393255710601807], [7912, 1.4426823854446411], [8071, 1.443479061126709], [9578, 1.4467240571975708], [9452, 1.447082281112671], [8307, 1.447670340538025], [9342, 1.4483044147491455], [7117, 1.4486610889434814], [7919, 1.449415683746338]]",9831
video7560,person straightening out string of magnets and wrapping them around his finger,"[[7560, 1.2385692596435547]]","[[7560, 1.2385692596435547], [9349, 1.2788617610931396], [8601, 1.322030782699585], [8774, 1.3505809307098389], [8688, 1.3581125736236572]]","[[7560, 1.2385692596435547], [9349, 1.2788617610931396], [8601, 1.322030782699585], [8774, 1.3505809307098389], [8688, 1.3581125736236572], [8332, 1.3586465120315552], [8343, 1.3687596321105957], [8712, 1.3726801872253418], [7909, 1.380915641784668], [7020, 1.3814311027526855]]","[[7560, 1.2385692596435547], [9349, 1.2788617610931396], [8601, 1.322030782699585], [8774, 1.3505809307098389], [8688, 1.3581125736236572], [8332, 1.3586465120315552], [8343, 1.3687596321105957], [8712, 1.3726801872253418], [7909, 1.380915641784668], [7020, 1.3814311027526855], [8622, 1.3826971054077148], [9770, 1.3842003345489502], [7543, 1.3910725116729736], [9256, 1.3920750617980957], [7237, 1.392378330230713]]",7560
video8486,a cartoon on a young guy cursing,"[[8486, 1.3750333786010742]]","[[8486, 1.3750333786010742], [9777, 1.4089462757110596], [7741, 1.409935712814331], [7977, 1.418604850769043], [7160, 1.4318504333496094]]","[[8486, 1.3750333786010742], [9777, 1.4089462757110596], [7741, 1.409935712814331], [7977, 1.418604850769043], [7160, 1.4318504333496094], [9242, 1.433635950088501], [7172, 1.4341390132904053], [8673, 1.4345061779022217], [9206, 1.4404555559158325], [7365, 1.4434764385223389]]","[[8486, 1.3750333786010742], [9777, 1.4089462757110596], [7741, 1.409935712814331], [7977, 1.418604850769043], [7160, 1.4318504333496094], [9242, 1.433635950088501], [7172, 1.4341390132904053], [8673, 1.4345061779022217], [9206, 1.4404555559158325], [7365, 1.4434764385223389], [8911, 1.4447380304336548], [8799, 1.4466633796691895], [9474, 1.4493954181671143], [7912, 1.4516222476959229], [7581, 1.4552342891693115]]",8486
video8014,a group of people are singing while holding coke in their hands,"[[8014, 1.3567681312561035]]","[[8014, 1.3567681312561035], [8416, 1.3771026134490967], [9131, 1.3906702995300293], [9405, 1.4078537225723267], [7725, 1.412000060081482]]","[[8014, 1.3567681312561035], [8416, 1.3771026134490967], [9131, 1.3906702995300293], [9405, 1.4078537225723267], [7725, 1.412000060081482], [7444, 1.4165153503417969], [8314, 1.4176679849624634], [7969, 1.4179799556732178], [8441, 1.4188344478607178], [9489, 1.4207825660705566]]","[[8014, 1.3567681312561035], [8416, 1.3771026134490967], [9131, 1.3906702995300293], [9405, 1.4078537225723267], [7725, 1.412000060081482], [7444, 1.4165153503417969], [8314, 1.4176679849624634], [7969, 1.4179799556732178], [8441, 1.4188344478607178], [9489, 1.4207825660705566], [9028, 1.4220709800720215], [8324, 1.425093412399292], [8664, 1.426965594291687], [9600, 1.4300278425216675], [7772, 1.4336987733840942]]",8014
video7577,a girl explains about some studies showing some hands actions,"[[8254, 1.4024755954742432]]","[[8254, 1.4024755954742432], [8317, 1.4066191911697388], [7680, 1.4144526720046997], [7829, 1.414724588394165], [8488, 1.4201278686523438]]","[[8254, 1.4024755954742432], [8317, 1.4066191911697388], [7680, 1.4144526720046997], [7829, 1.414724588394165], [8488, 1.4201278686523438], [7724, 1.4207117557525635], [7546, 1.4209928512573242], [9301, 1.4211729764938354], [8331, 1.426361083984375], [7580, 1.4351427555084229]]","[[8254, 1.4024755954742432], [8317, 1.4066191911697388], [7680, 1.4144526720046997], [7829, 1.414724588394165], [8488, 1.4201278686523438], [7724, 1.4207117557525635], [7546, 1.4209928512573242], [9301, 1.4211729764938354], [8331, 1.426361083984375], [7580, 1.4351427555084229], [8626, 1.440075159072876], [8601, 1.4407997131347656], [7843, 1.4410924911499023], [8461, 1.441724181175232], [7134, 1.4450349807739258]]",7577
video7559,a man is trying some sushi,"[[7559, 1.3845603466033936]]","[[7559, 1.3845603466033936], [9687, 1.4133687019348145], [7968, 1.4166603088378906], [8686, 1.428816795349121], [9537, 1.4343377351760864]]","[[7559, 1.3845603466033936], [9687, 1.4133687019348145], [7968, 1.4166603088378906], [8686, 1.428816795349121], [9537, 1.4343377351760864], [9309, 1.4409068822860718], [8129, 1.4488664865493774], [8772, 1.4515093564987183], [8325, 1.459891438484192], [8300, 1.459998607635498]]","[[7559, 1.3845603466033936], [9687, 1.4133687019348145], [7968, 1.4166603088378906], [8686, 1.428816795349121], [9537, 1.4343377351760864], [9309, 1.4409068822860718], [8129, 1.4488664865493774], [8772, 1.4515093564987183], [8325, 1.459891438484192], [8300, 1.459998607635498], [7799, 1.4668421745300293], [7966, 1.4671441316604614], [9327, 1.4689698219299316], [9693, 1.4708151817321777], [9735, 1.474528193473816]]",7559
video8302,a man talks about kim chi to a camera,"[[7438, 1.4077223539352417]]","[[7438, 1.4077223539352417], [9327, 1.412902593612671], [8302, 1.4151630401611328], [8318, 1.4183666706085205], [8604, 1.4217839241027832]]","[[7438, 1.4077223539352417], [9327, 1.412902593612671], [8302, 1.4151630401611328], [8318, 1.4183666706085205], [8604, 1.4217839241027832], [9039, 1.4265333414077759], [7375, 1.4281871318817139], [9885, 1.4343827962875366], [8494, 1.435528039932251], [8899, 1.4383797645568848]]","[[7438, 1.4077223539352417], [9327, 1.412902593612671], [8302, 1.4151630401611328], [8318, 1.4183666706085205], [8604, 1.4217839241027832], [9039, 1.4265333414077759], [7375, 1.4281871318817139], [9885, 1.4343827962875366], [8494, 1.435528039932251], [8899, 1.4383797645568848], [7593, 1.4384732246398926], [9835, 1.4414708614349365], [9404, 1.4438153505325317], [9337, 1.4490340948104858], [8824, 1.4501593112945557]]",8302
video7566,a man explain why he uses edible blooms for gifts,"[[7566, 1.3488678932189941]]","[[7566, 1.3488678932189941], [8686, 1.3983817100524902], [8772, 1.4150798320770264], [8784, 1.4209041595458984], [8498, 1.4293491840362549]]","[[7566, 1.3488678932189941], [8686, 1.3983817100524902], [8772, 1.4150798320770264], [8784, 1.4209041595458984], [8498, 1.4293491840362549], [7554, 1.4332525730133057], [9693, 1.4349850416183472], [7939, 1.4400100708007812], [7845, 1.4411327838897705], [7966, 1.4432127475738525]]","[[7566, 1.3488678932189941], [8686, 1.3983817100524902], [8772, 1.4150798320770264], [8784, 1.4209041595458984], [8498, 1.4293491840362549], [7554, 1.4332525730133057], [9693, 1.4349850416183472], [7939, 1.4400100708007812], [7845, 1.4411327838897705], [7966, 1.4432127475738525], [7849, 1.4449936151504517], [7360, 1.4457260370254517], [8247, 1.4484883546829224], [7968, 1.4490883350372314], [9735, 1.4541363716125488]]",7566
video9537,animated comic scene of guy cutting up food for dinner,"[[9537, 1.347165584564209]]","[[9537, 1.347165584564209], [7799, 1.3965916633605957], [7968, 1.4062303304672241], [7368, 1.413173794746399], [8686, 1.4206448793411255]]","[[9537, 1.347165584564209], [7799, 1.3965916633605957], [7968, 1.4062303304672241], [7368, 1.413173794746399], [8686, 1.4206448793411255], [8911, 1.4216053485870361], [7966, 1.4222331047058105], [8834, 1.422513723373413], [7154, 1.424118161201477], [8486, 1.428849458694458]]","[[9537, 1.347165584564209], [7799, 1.3965916633605957], [7968, 1.4062303304672241], [7368, 1.413173794746399], [8686, 1.4206448793411255], [8911, 1.4216053485870361], [7966, 1.4222331047058105], [8834, 1.422513723373413], [7154, 1.424118161201477], [8486, 1.428849458694458], [8325, 1.430823564529419], [8268, 1.4316685199737549], [7365, 1.4348034858703613], [7741, 1.4358575344085693], [7222, 1.4367218017578125]]",9537
video9451,kids feeding and playing with the horse,"[[9451, 1.3886364698410034]]","[[9451, 1.3886364698410034], [9416, 1.421844244003296], [8242, 1.434295415878296], [9839, 1.4493334293365479], [9031, 1.4713246822357178]]","[[9451, 1.3886364698410034], [9416, 1.421844244003296], [8242, 1.434295415878296], [9839, 1.4493334293365479], [9031, 1.4713246822357178], [8327, 1.4758150577545166], [9338, 1.4762790203094482], [7822, 1.4833743572235107], [9577, 1.4842004776000977], [8815, 1.488978385925293]]","[[9451, 1.3886364698410034], [9416, 1.421844244003296], [8242, 1.434295415878296], [9839, 1.4493334293365479], [9031, 1.4713246822357178], [8327, 1.4758150577545166], [9338, 1.4762790203094482], [7822, 1.4833743572235107], [9577, 1.4842004776000977], [8815, 1.488978385925293], [9332, 1.490851640701294], [9256, 1.4992566108703613], [9200, 1.5064711570739746], [8836, 1.5118663311004639], [8348, 1.5146212577819824]]",9451
video8345,a woman feeds another,"[[7364, 1.42902410030365]]","[[7364, 1.42902410030365], [8326, 1.433830976486206], [8899, 1.4383183717727661], [7154, 1.438485026359558], [9335, 1.4386003017425537]]","[[7364, 1.42902410030365], [8326, 1.433830976486206], [8899, 1.4383183717727661], [7154, 1.438485026359558], [9335, 1.4386003017425537], [9693, 1.4396361112594604], [9022, 1.439748764038086], [8479, 1.4430198669433594], [8300, 1.4438050985336304], [8057, 1.4438858032226562]]","[[7364, 1.42902410030365], [8326, 1.433830976486206], [8899, 1.4383183717727661], [7154, 1.438485026359558], [9335, 1.4386003017425537], [9693, 1.4396361112594604], [9022, 1.439748764038086], [8479, 1.4430198669433594], [8300, 1.4438050985336304], [8057, 1.4438858032226562], [8495, 1.4445384740829468], [9686, 1.4455339908599854], [9347, 1.4461090564727783], [8012, 1.4470158815383911], [8011, 1.4486827850341797]]",8345
video8688,a person folds a paper airplane,"[[8688, 1.2450066804885864]]","[[8688, 1.2450066804885864], [9301, 1.3619074821472168], [8601, 1.402982234954834], [8784, 1.4177651405334473], [8899, 1.423820972442627]]","[[8688, 1.2450066804885864], [9301, 1.3619074821472168], [8601, 1.402982234954834], [8784, 1.4177651405334473], [8899, 1.423820972442627], [7170, 1.4297215938568115], [7977, 1.4316221475601196], [8125, 1.4381300210952759], [8816, 1.4391822814941406], [7558, 1.4394447803497314]]","[[8688, 1.2450066804885864], [9301, 1.3619074821472168], [8601, 1.402982234954834], [8784, 1.4177651405334473], [8899, 1.423820972442627], [7170, 1.4297215938568115], [7977, 1.4316221475601196], [8125, 1.4381300210952759], [8816, 1.4391822814941406], [7558, 1.4394447803497314], [9404, 1.4446898698806763], [7020, 1.446287751197815], [9755, 1.4466876983642578], [8416, 1.4485175609588623], [9349, 1.4485951662063599]]",8688
video7064,a man looks at the battery of a computer,"[[7369, 1.3476550579071045]]","[[7369, 1.3476550579071045], [8804, 1.380337119102478], [8328, 1.4049806594848633], [8626, 1.4094314575195312], [7820, 1.412768840789795]]","[[7369, 1.3476550579071045], [8804, 1.380337119102478], [8328, 1.4049806594848633], [8626, 1.4094314575195312], [7820, 1.412768840789795], [8924, 1.4186575412750244], [8831, 1.4269273281097412], [8472, 1.4277033805847168], [7343, 1.4283244609832764], [7110, 1.4292998313903809]]","[[7369, 1.3476550579071045], [8804, 1.380337119102478], [8328, 1.4049806594848633], [8626, 1.4094314575195312], [7820, 1.412768840789795], [8924, 1.4186575412750244], [8831, 1.4269273281097412], [8472, 1.4277033805847168], [7343, 1.4283244609832764], [7110, 1.4292998313903809], [7418, 1.431525468826294], [8911, 1.4355089664459229], [9236, 1.4364526271820068], [7910, 1.4376071691513062], [8257, 1.445277452468872]]",7064
video8471,a woman in a yellow top is holding a red drink,"[[8471, 1.3681179285049438]]","[[8471, 1.3681179285049438], [7145, 1.4188458919525146], [7698, 1.4332177639007568], [8664, 1.4353090524673462], [7726, 1.435805082321167]]","[[8471, 1.3681179285049438], [7145, 1.4188458919525146], [7698, 1.4332177639007568], [8664, 1.4353090524673462], [7726, 1.435805082321167], [8022, 1.4377955198287964], [9337, 1.4427711963653564], [9405, 1.4434171915054321], [8333, 1.4440555572509766], [8453, 1.4467977285385132]]","[[8471, 1.3681179285049438], [7145, 1.4188458919525146], [7698, 1.4332177639007568], [8664, 1.4353090524673462], [7726, 1.435805082321167], [8022, 1.4377955198287964], [9337, 1.4427711963653564], [9405, 1.4434171915054321], [8333, 1.4440555572509766], [8453, 1.4467977285385132], [8014, 1.4489414691925049], [7724, 1.4502959251403809], [8826, 1.4523029327392578], [8783, 1.4582724571228027], [7370, 1.4587358236312866]]",8471
video8348,a women is sitting with her baby and two people talking about that,"[[8123, 1.4353020191192627]]","[[8123, 1.4353020191192627], [7724, 1.4682743549346924], [8604, 1.480488657951355], [7832, 1.4900097846984863], [8826, 1.490188717842102]]","[[8123, 1.4353020191192627], [7724, 1.4682743549346924], [8604, 1.480488657951355], [7832, 1.4900097846984863], [8826, 1.490188717842102], [7149, 1.491919994354248], [7230, 1.49204683303833], [8349, 1.4921214580535889], [9697, 1.493159294128418], [7204, 1.497281789779663]]","[[8123, 1.4353020191192627], [7724, 1.4682743549346924], [8604, 1.480488657951355], [7832, 1.4900097846984863], [8826, 1.490188717842102], [7149, 1.491919994354248], [7230, 1.49204683303833], [8349, 1.4921214580535889], [9697, 1.493159294128418], [7204, 1.497281789779663], [8824, 1.4986822605133057], [9777, 1.4988749027252197], [8258, 1.5001181364059448], [7827, 1.5002453327178955], [7370, 1.5023232698440552]]",8348
video8672,dog is drinking milk with baby nibble bottle,"[[8672, 1.3319666385650635]]","[[8672, 1.3319666385650635], [8604, 1.3954130411148071], [9200, 1.405453085899353], [8774, 1.4270504713058472], [8866, 1.4434866905212402]]","[[8672, 1.3319666385650635], [8604, 1.3954130411148071], [9200, 1.405453085899353], [8774, 1.4270504713058472], [8866, 1.4434866905212402], [8837, 1.443814992904663], [9034, 1.4438691139221191], [9580, 1.4598660469055176], [8067, 1.4637179374694824], [7201, 1.4649567604064941]]","[[8672, 1.3319666385650635], [8604, 1.3954130411148071], [9200, 1.405453085899353], [8774, 1.4270504713058472], [8866, 1.4434866905212402], [8837, 1.443814992904663], [9034, 1.4438691139221191], [9580, 1.4598660469055176], [8067, 1.4637179374694824], [7201, 1.4649567604064941], [7579, 1.4654202461242676], [8478, 1.467733383178711], [7902, 1.468526840209961], [9871, 1.4737548828125], [9256, 1.480582594871521]]",8672
video7469,a video of a young man in a white shirt inviting his colleagues to join him,"[[7469, 1.3265525102615356]]","[[7469, 1.3265525102615356], [8416, 1.340547800064087], [7418, 1.3447670936584473], [8325, 1.3481906652450562], [8945, 1.3505394458770752]]","[[7469, 1.3265525102615356], [8416, 1.340547800064087], [7418, 1.3447670936584473], [8325, 1.3481906652450562], [8945, 1.3505394458770752], [8831, 1.3533662557601929], [7345, 1.354926347732544], [7110, 1.3557968139648438], [8129, 1.3576552867889404], [9404, 1.3590840101242065]]","[[7469, 1.3265525102615356], [8416, 1.340547800064087], [7418, 1.3447670936584473], [8325, 1.3481906652450562], [8945, 1.3505394458770752], [8831, 1.3533662557601929], [7345, 1.354926347732544], [7110, 1.3557968139648438], [8129, 1.3576552867889404], [9404, 1.3590840101242065], [8664, 1.3600229024887085], [7444, 1.3675146102905273], [7412, 1.3679530620574951], [7832, 1.369791030883789], [8257, 1.3745884895324707]]",7469
video9581,serene music plays over scenery of mountains while a woman speaks,"[[7564, 1.3277515172958374]]","[[7564, 1.3277515172958374], [8306, 1.3654232025146484], [7914, 1.370514154434204], [9246, 1.3789584636688232], [8118, 1.3863399028778076]]","[[7564, 1.3277515172958374], [8306, 1.3654232025146484], [7914, 1.370514154434204], [9246, 1.3789584636688232], [8118, 1.3863399028778076], [7724, 1.3934029340744019], [8312, 1.3935495615005493], [9581, 1.3952711820602417], [7974, 1.3972398042678833], [8335, 1.4001106023788452]]","[[7564, 1.3277515172958374], [8306, 1.3654232025146484], [7914, 1.370514154434204], [9246, 1.3789584636688232], [8118, 1.3863399028778076], [7724, 1.3934029340744019], [8312, 1.3935495615005493], [9581, 1.3952711820602417], [7974, 1.3972398042678833], [8335, 1.4001106023788452], [8928, 1.4042816162109375], [8241, 1.408984899520874], [9511, 1.4117549657821655], [9253, 1.419555425643921], [8014, 1.4199185371398926]]",9581
video7564,a person juggling sticks on the summit of a snowy mountain,"[[7564, 1.3112637996673584]]","[[7564, 1.3112637996673584], [8450, 1.4298616647720337], [9581, 1.4587665796279907], [7914, 1.4791839122772217], [7732, 1.4819552898406982]]","[[7564, 1.3112637996673584], [8450, 1.4298616647720337], [9581, 1.4587665796279907], [7914, 1.4791839122772217], [7732, 1.4819552898406982], [7854, 1.493865966796875], [9511, 1.4944000244140625], [8306, 1.4982655048370361], [9774, 1.4999418258666992], [7174, 1.5005803108215332]]","[[7564, 1.3112637996673584], [8450, 1.4298616647720337], [9581, 1.4587665796279907], [7914, 1.4791839122772217], [7732, 1.4819552898406982], [7854, 1.493865966796875], [9511, 1.4944000244140625], [8306, 1.4982655048370361], [9774, 1.4999418258666992], [7174, 1.5005803108215332], [8335, 1.5023930072784424], [9255, 1.506237268447876], [9253, 1.5101497173309326], [7558, 1.5160281658172607], [8125, 1.5210306644439697]]",7564
