rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8443,valencia vesus hokit in a wrestling match,"[[8443, 1.2288844585418701]]","[[8443, 1.2288844585418701], [8470, 1.3888764381408691], [8309, 1.3984897136688232], [9803, 1.4043208360671997], [7153, 1.40595543384552]]","[[8443, 1.2288844585418701], [8470, 1.3888764381408691], [8309, 1.3984897136688232], [9803, 1.4043208360671997], [7153, 1.40595543384552], [7587, 1.4114078283309937], [7979, 1.4265741109848022], [8440, 1.430647611618042], [8262, 1.4416104555130005], [8310, 1.4440014362335205]]","[[8443, 1.2288844585418701], [8470, 1.3888764381408691], [8309, 1.3984897136688232], [9803, 1.4043208360671997], [7153, 1.40595543384552], [7587, 1.4114078283309937], [7979, 1.4265741109848022], [8440, 1.430647611618042], [8262, 1.4416104555130005], [8310, 1.4440014362335205], [7788, 1.445194959640503], [8823, 1.4460217952728271], [9681, 1.451475739479065], [7787, 1.4794663190841675], [7351, 1.481626033782959]]",8443
video7345,a man is talking about making it easier for kids to learn while scenes of a school are shown,"[[9775, 1.3856946229934692]]","[[9775, 1.3856946229934692], [7843, 1.4059748649597168], [9326, 1.4184486865997314], [8626, 1.421614408493042], [7833, 1.423393726348877]]","[[9775, 1.3856946229934692], [7843, 1.4059748649597168], [9326, 1.4184486865997314], [8626, 1.421614408493042], [7833, 1.423393726348877], [9908, 1.4318993091583252], [9777, 1.432259440422058], [8257, 1.4324700832366943], [8830, 1.4336732625961304], [9474, 1.4367759227752686]]","[[9775, 1.3856946229934692], [7843, 1.4059748649597168], [9326, 1.4184486865997314], [8626, 1.421614408493042], [7833, 1.423393726348877], [9908, 1.4318993091583252], [9777, 1.432259440422058], [8257, 1.4324700832366943], [8830, 1.4336732625961304], [9474, 1.4367759227752686], [9203, 1.4403599500656128], [9117, 1.4404947757720947], [7134, 1.4458210468292236], [8301, 1.4478416442871094], [8804, 1.449309229850769]]",7345
video7961,a band of singers and guitarists are performing on stage,"[[8324, 1.398301601409912]]","[[8324, 1.398301601409912], [8926, 1.4022223949432373], [7596, 1.4123144149780273], [7419, 1.4419721364974976], [8336, 1.4477729797363281]]","[[8324, 1.398301601409912], [8926, 1.4022223949432373], [7596, 1.4123144149780273], [7419, 1.4419721364974976], [8336, 1.4477729797363281], [8818, 1.4507603645324707], [8251, 1.451820731163025], [7961, 1.453331470489502], [8466, 1.4540255069732666], [7461, 1.4590842723846436]]","[[8324, 1.398301601409912], [8926, 1.4022223949432373], [7596, 1.4123144149780273], [7419, 1.4419721364974976], [8336, 1.4477729797363281], [8818, 1.4507603645324707], [8251, 1.451820731163025], [7961, 1.453331470489502], [8466, 1.4540255069732666], [7461, 1.4590842723846436], [8925, 1.464799404144287], [7156, 1.4649276733398438], [7569, 1.4691275358200073], [7772, 1.4778850078582764], [8810, 1.4784578084945679]]",7961
video9343,woman is slicing the vegetables and decorating the meal,"[[9798, 1.3668992519378662]]","[[9798, 1.3668992519378662], [7360, 1.378377914428711], [8514, 1.4018107652664185], [8836, 1.4021072387695312], [8686, 1.4098963737487793]]","[[9798, 1.3668992519378662], [7360, 1.378377914428711], [8514, 1.4018107652664185], [8836, 1.4021072387695312], [8686, 1.4098963737487793], [8899, 1.4154794216156006], [7565, 1.4158351421356201], [8018, 1.429007887840271], [8479, 1.4324028491973877], [9625, 1.4344472885131836]]","[[9798, 1.3668992519378662], [7360, 1.378377914428711], [8514, 1.4018107652664185], [8836, 1.4021072387695312], [8686, 1.4098963737487793], [8899, 1.4154794216156006], [7565, 1.4158351421356201], [8018, 1.429007887840271], [8479, 1.4324028491973877], [9625, 1.4344472885131836], [8834, 1.4500149488449097], [9693, 1.4511842727661133], [9022, 1.4513401985168457], [8129, 1.452378511428833], [9337, 1.4524271488189697]]",9343
video9037,a women is sitting with her baby and two people talking about that,"[[9405, 1.4937565326690674]]","[[9405, 1.4937565326690674], [7724, 1.5055748224258423], [7827, 1.5062000751495361], [9777, 1.5136607885360718], [9200, 1.5150301456451416]]","[[9405, 1.4937565326690674], [7724, 1.5055748224258423], [7827, 1.5062000751495361], [9777, 1.5136607885360718], [9200, 1.5150301456451416], [7680, 1.5169939994812012], [8863, 1.5176597833633423], [8935, 1.5192086696624756], [9031, 1.5197737216949463], [7230, 1.5199682712554932]]","[[9405, 1.4937565326690674], [7724, 1.5055748224258423], [7827, 1.5062000751495361], [9777, 1.5136607885360718], [9200, 1.5150301456451416], [7680, 1.5169939994812012], [8863, 1.5176597833633423], [8935, 1.5192086696624756], [9031, 1.5197737216949463], [7230, 1.5199682712554932], [9816, 1.5249276161193848], [9037, 1.5257251262664795], [8895, 1.5273853540420532], [9517, 1.5276131629943848], [9341, 1.528185486793518]]",9037
video7754,this is a video of a live tv show,"[[8796, 1.4263664484024048]]","[[8796, 1.4263664484024048], [7558, 1.4275527000427246], [9517, 1.4319374561309814], [8471, 1.4331763982772827], [9256, 1.4379469156265259]]","[[8796, 1.4263664484024048], [7558, 1.4275527000427246], [9517, 1.4319374561309814], [8471, 1.4331763982772827], [9256, 1.4379469156265259], [7351, 1.4405903816223145], [7732, 1.4436559677124023], [7578, 1.445436954498291], [7175, 1.449131965637207], [9731, 1.4498496055603027]]","[[8796, 1.4263664484024048], [7558, 1.4275527000427246], [9517, 1.4319374561309814], [8471, 1.4331763982772827], [9256, 1.4379469156265259], [7351, 1.4405903816223145], [7732, 1.4436559677124023], [7578, 1.445436954498291], [7175, 1.449131965637207], [9731, 1.4498496055603027], [7681, 1.4502218961715698], [8935, 1.4510161876678467], [9772, 1.4524115324020386], [7168, 1.4558464288711548], [9024, 1.4572925567626953]]",7754
video7217,a woman is advertising a stroller,"[[8258, 1.321858525276184]]","[[8258, 1.321858525276184], [7230, 1.3353989124298096], [9755, 1.3894927501678467], [7827, 1.41652512550354], [8123, 1.4204001426696777]]","[[8258, 1.321858525276184], [7230, 1.3353989124298096], [9755, 1.3894927501678467], [7827, 1.41652512550354], [8123, 1.4204001426696777], [9696, 1.4240857362747192], [9405, 1.4458973407745361], [8306, 1.4570553302764893], [9039, 1.466325044631958], [8863, 1.4708683490753174]]","[[8258, 1.321858525276184], [7230, 1.3353989124298096], [9755, 1.3894927501678467], [7827, 1.41652512550354], [8123, 1.4204001426696777], [9696, 1.4240857362747192], [9405, 1.4458973407745361], [8306, 1.4570553302764893], [9039, 1.466325044631958], [8863, 1.4708683490753174], [7113, 1.4821513891220093], [8825, 1.4854451417922974], [7217, 1.4865541458129883], [8323, 1.4973798990249634], [8973, 1.5048527717590332]]",7217
video9237,preview for the movie insidious,"[[7782, 1.3947687149047852]]","[[7782, 1.3947687149047852], [9780, 1.3964152336120605], [8671, 1.3995518684387207], [9237, 1.4239685535430908], [8340, 1.427889108657837]]","[[7782, 1.3947687149047852], [9780, 1.3964152336120605], [8671, 1.3995518684387207], [9237, 1.4239685535430908], [8340, 1.427889108657837], [7576, 1.4279804229736328], [8832, 1.4335641860961914], [7118, 1.4351414442062378], [9816, 1.4378896951675415], [9012, 1.4428259134292603]]","[[7782, 1.3947687149047852], [9780, 1.3964152336120605], [8671, 1.3995518684387207], [9237, 1.4239685535430908], [8340, 1.427889108657837], [7576, 1.4279804229736328], [8832, 1.4335641860961914], [7118, 1.4351414442062378], [9816, 1.4378896951675415], [9012, 1.4428259134292603], [8392, 1.445598840713501], [9322, 1.446324348449707], [7222, 1.4475228786468506], [8902, 1.448457956314087], [8606, 1.450805902481079]]",9237
video7207,young men discuss and demonstrate a video game,"[[8472, 1.442779541015625]]","[[8472, 1.442779541015625], [7346, 1.4433841705322266], [8626, 1.4503023624420166], [7112, 1.4575870037078857], [9909, 1.4595870971679688]]","[[8472, 1.442779541015625], [7346, 1.4433841705322266], [8626, 1.4503023624420166], [7112, 1.4575870037078857], [9909, 1.4595870971679688], [8831, 1.4661825895309448], [7828, 1.4697835445404053], [8828, 1.472999095916748], [9832, 1.4730255603790283], [7371, 1.4739890098571777]]","[[8472, 1.442779541015625], [7346, 1.4433841705322266], [8626, 1.4503023624420166], [7112, 1.4575870037078857], [9909, 1.4595870971679688], [8831, 1.4661825895309448], [7828, 1.4697835445404053], [8828, 1.472999095916748], [9832, 1.4730255603790283], [7371, 1.4739890098571777], [8780, 1.4794093370437622], [7593, 1.4819412231445312], [9235, 1.4825124740600586], [7363, 1.4829826354980469], [9404, 1.4839463233947754]]",7207
video7355,a hand print is outlined within the silhouette of a green dinosaur shape for a movie promotion,"[[7355, 1.3768739700317383]]","[[7355, 1.3768739700317383], [7576, 1.4490766525268555], [7135, 1.4565175771713257], [8069, 1.4606484174728394], [8013, 1.465269923210144]]","[[7355, 1.3768739700317383], [7576, 1.4490766525268555], [7135, 1.4565175771713257], [8069, 1.4606484174728394], [8013, 1.465269923210144], [9252, 1.4763222932815552], [7444, 1.4826898574829102], [7977, 1.4877055883407593], [8817, 1.490036964416504], [8061, 1.4915529489517212]]","[[7355, 1.3768739700317383], [7576, 1.4490766525268555], [7135, 1.4565175771713257], [8069, 1.4606484174728394], [8013, 1.465269923210144], [9252, 1.4763222932815552], [7444, 1.4826898574829102], [7977, 1.4877055883407593], [8817, 1.490036964416504], [8061, 1.4915529489517212], [8266, 1.491702675819397], [9350, 1.4919826984405518], [8808, 1.492258071899414], [9306, 1.4948731660842896], [8312, 1.4949849843978882]]",7355
video8423,a female inside a white themed bathroom while someone else makes her makeup,"[[8904, 1.412087321281433]]","[[8904, 1.412087321281433], [9250, 1.4527242183685303], [8862, 1.4598335027694702], [9350, 1.4701882600784302], [9334, 1.4731547832489014]]","[[8904, 1.412087321281433], [9250, 1.4527242183685303], [8862, 1.4598335027694702], [9350, 1.4701882600784302], [9334, 1.4731547832489014], [9307, 1.476993203163147], [9324, 1.4853205680847168], [8825, 1.4860550165176392], [7144, 1.4875714778900146], [9822, 1.4888055324554443]]","[[8904, 1.412087321281433], [9250, 1.4527242183685303], [8862, 1.4598335027694702], [9350, 1.4701882600784302], [9334, 1.4731547832489014], [9307, 1.476993203163147], [9324, 1.4853205680847168], [8825, 1.4860550165176392], [7144, 1.4875714778900146], [9822, 1.4888055324554443], [7467, 1.4898827075958252], [8756, 1.4928979873657227], [8250, 1.494096279144287], [8456, 1.4958165884017944], [9772, 1.4964569807052612]]",8423
video9204,a news reporter talks about a shooting,"[[9204, 1.3369988203048706]]","[[9204, 1.3369988203048706], [8864, 1.3752150535583496], [8491, 1.400667667388916], [9819, 1.402694582939148], [8822, 1.41459059715271]]","[[9204, 1.3369988203048706], [8864, 1.3752150535583496], [8491, 1.400667667388916], [9819, 1.402694582939148], [8822, 1.41459059715271], [8311, 1.4423528909683228], [9690, 1.4459651708602905], [9548, 1.445989966392517], [7967, 1.4498584270477295], [8650, 1.4508270025253296]]","[[9204, 1.3369988203048706], [8864, 1.3752150535583496], [8491, 1.400667667388916], [9819, 1.402694582939148], [8822, 1.41459059715271], [8311, 1.4423528909683228], [9690, 1.4459651708602905], [9548, 1.445989966392517], [7967, 1.4498584270477295], [8650, 1.4508270025253296], [7469, 1.4512367248535156], [8461, 1.4520316123962402], [8905, 1.453169345855713], [9695, 1.4540441036224365], [9205, 1.4563236236572266]]",9204
video9782,a man talking about a womans genital problems,"[[8824, 1.4591456651687622]]","[[8824, 1.4591456651687622], [7546, 1.461910367012024], [8456, 1.4696555137634277], [7211, 1.4738030433654785], [7491, 1.4740846157073975]]","[[8824, 1.4591456651687622], [7546, 1.461910367012024], [8456, 1.4696555137634277], [7211, 1.4738030433654785], [7491, 1.4740846157073975], [8301, 1.4750851392745972], [8861, 1.476442813873291], [7412, 1.4768562316894531], [7828, 1.4771368503570557], [9522, 1.4791476726531982]]","[[8824, 1.4591456651687622], [7546, 1.461910367012024], [8456, 1.4696555137634277], [7211, 1.4738030433654785], [7491, 1.4740846157073975], [8301, 1.4750851392745972], [8861, 1.476442813873291], [7412, 1.4768562316894531], [7828, 1.4771368503570557], [9522, 1.4791476726531982], [7724, 1.4810210466384888], [8682, 1.4822471141815186], [9474, 1.4850413799285889], [9777, 1.4863433837890625], [9205, 1.4873335361480713]]",9782
video8667,music is playing and advertisements was showing,"[[9350, 1.4658145904541016]]","[[9350, 1.4658145904541016], [9814, 1.466714859008789], [9600, 1.4667624235153198], [7461, 1.4696104526519775], [8069, 1.484647512435913]]","[[9350, 1.4658145904541016], [9814, 1.466714859008789], [9600, 1.4667624235153198], [7461, 1.4696104526519775], [8069, 1.484647512435913], [9517, 1.4874941110610962], [7029, 1.4896879196166992], [9804, 1.4926488399505615], [8485, 1.492959976196289], [7027, 1.4940780401229858]]","[[9350, 1.4658145904541016], [9814, 1.466714859008789], [9600, 1.4667624235153198], [7461, 1.4696104526519775], [8069, 1.484647512435913], [9517, 1.4874941110610962], [7029, 1.4896879196166992], [9804, 1.4926488399505615], [8485, 1.492959976196289], [7027, 1.4940780401229858], [7754, 1.4954242706298828], [9403, 1.4966063499450684], [8075, 1.5001389980316162], [7141, 1.5009632110595703], [7698, 1.5010530948638916]]",8667
video7589,a man getting interviewed by a beach,"[[9359, 1.3992691040039062]]","[[9359, 1.3992691040039062], [9690, 1.4157556295394897], [7681, 1.4486440420150757], [7589, 1.4550129175186157], [9885, 1.4604802131652832]]","[[9359, 1.3992691040039062], [9690, 1.4157556295394897], [7681, 1.4486440420150757], [7589, 1.4550129175186157], [9885, 1.4604802131652832], [7967, 1.4665981531143188], [8302, 1.4729182720184326], [8895, 1.4779411554336548], [9404, 1.4829490184783936], [7790, 1.4834407567977905]]","[[9359, 1.3992691040039062], [9690, 1.4157556295394897], [7681, 1.4486440420150757], [7589, 1.4550129175186157], [9885, 1.4604802131652832], [7967, 1.4665981531143188], [8302, 1.4729182720184326], [8895, 1.4779411554336548], [9404, 1.4829490184783936], [7790, 1.4834407567977905], [8480, 1.4854018688201904], [8306, 1.4890116453170776], [9814, 1.4890769720077515], [8905, 1.4960722923278809], [8556, 1.4980347156524658]]",7589
video9404,a lady talks into a megaphone,"[[9404, 1.4255235195159912]]","[[9404, 1.4255235195159912], [7571, 1.4335336685180664], [7827, 1.4388446807861328], [7724, 1.448615312576294], [7593, 1.4618743658065796]]","[[9404, 1.4255235195159912], [7571, 1.4335336685180664], [7827, 1.4388446807861328], [7724, 1.448615312576294], [7593, 1.4618743658065796], [7549, 1.4629290103912354], [8814, 1.4720922708511353], [8306, 1.4744255542755127], [8507, 1.475012183189392], [8125, 1.4758967161178589]]","[[9404, 1.4255235195159912], [7571, 1.4335336685180664], [7827, 1.4388446807861328], [7724, 1.448615312576294], [7593, 1.4618743658065796], [7549, 1.4629290103912354], [8814, 1.4720922708511353], [8306, 1.4744255542755127], [8507, 1.475012183189392], [8125, 1.4758967161178589], [9347, 1.4772145748138428], [9517, 1.4791865348815918], [7728, 1.4801156520843506], [7580, 1.481083869934082], [8899, 1.484060287475586]]",9404
video9698,a women is talking about the books she likes and the second favourite one is the amc the walking dead,"[[8868, 1.438725471496582]]","[[8868, 1.438725471496582], [8684, 1.4516618251800537], [7577, 1.4623749256134033], [9575, 1.4650259017944336], [7580, 1.4793140888214111]]","[[8868, 1.438725471496582], [8684, 1.4516618251800537], [7577, 1.4623749256134033], [9575, 1.4650259017944336], [7580, 1.4793140888214111], [7215, 1.4797430038452148], [8832, 1.480420708656311], [9205, 1.4829955101013184], [8068, 1.487823724746704], [7341, 1.4895527362823486]]","[[8868, 1.438725471496582], [8684, 1.4516618251800537], [7577, 1.4623749256134033], [9575, 1.4650259017944336], [7580, 1.4793140888214111], [7215, 1.4797430038452148], [8832, 1.480420708656311], [9205, 1.4829955101013184], [8068, 1.487823724746704], [7341, 1.4895527362823486], [9517, 1.4898734092712402], [9824, 1.4899048805236816], [7231, 1.4904086589813232], [8814, 1.4920942783355713], [8783, 1.4935156106948853]]",9698
video9682,a girl being surprised with a stuffed animal by male friend,"[[9682, 1.3504738807678223]]","[[9682, 1.3504738807678223], [7593, 1.400259017944336], [8899, 1.4074389934539795], [9034, 1.4161376953125], [7179, 1.4237364530563354]]","[[9682, 1.3504738807678223], [7593, 1.400259017944336], [8899, 1.4074389934539795], [9034, 1.4161376953125], [7179, 1.4237364530563354], [8868, 1.4253284931182861], [7113, 1.4289402961730957], [8048, 1.4334239959716797], [7438, 1.4666792154312134], [8825, 1.4779493808746338]]","[[9682, 1.3504738807678223], [7593, 1.400259017944336], [8899, 1.4074389934539795], [9034, 1.4161376953125], [7179, 1.4237364530563354], [8868, 1.4253284931182861], [7113, 1.4289402961730957], [8048, 1.4334239959716797], [7438, 1.4666792154312134], [8825, 1.4779493808746338], [8478, 1.4810494184494019], [9639, 1.4815843105316162], [8507, 1.4860676527023315], [7146, 1.4863524436950684], [7363, 1.4869368076324463]]",9682
video8341,cartoon characters are talking to a pokemon,"[[9838, 1.3930426836013794]]","[[9838, 1.3930426836013794], [9510, 1.4096872806549072], [8341, 1.423261046409607], [7157, 1.4394826889038086], [7203, 1.4536551237106323]]","[[9838, 1.3930426836013794], [9510, 1.4096872806549072], [8341, 1.423261046409607], [7157, 1.4394826889038086], [7203, 1.4536551237106323], [7143, 1.4547863006591797], [9524, 1.456955075263977], [7029, 1.4605066776275635], [9734, 1.46604323387146], [9777, 1.4672281742095947]]","[[9838, 1.3930426836013794], [9510, 1.4096872806549072], [8341, 1.423261046409607], [7157, 1.4394826889038086], [7203, 1.4536551237106323], [7143, 1.4547863006591797], [9524, 1.456955075263977], [7029, 1.4605066776275635], [9734, 1.46604323387146], [9777, 1.4672281742095947], [7235, 1.4787724018096924], [9820, 1.487876296043396], [7747, 1.4890066385269165], [8673, 1.4926409721374512], [7798, 1.497040867805481]]",8341
video9246,a beautiful sceneary is shown and the sight seeing through the train is amazing and place is so lovely to watch,"[[9246, 1.4178576469421387]]","[[9246, 1.4178576469421387], [8741, 1.4296852350234985], [8307, 1.4403979778289795], [9011, 1.4445029497146606], [8312, 1.4497435092926025]]","[[9246, 1.4178576469421387], [8741, 1.4296852350234985], [8307, 1.4403979778289795], [9011, 1.4445029497146606], [8312, 1.4497435092926025], [7028, 1.450334072113037], [8118, 1.451431393623352], [7832, 1.4545116424560547], [8326, 1.4740328788757324], [9581, 1.4800944328308105]]","[[9246, 1.4178576469421387], [8741, 1.4296852350234985], [8307, 1.4403979778289795], [9011, 1.4445029497146606], [8312, 1.4497435092926025], [7028, 1.450334072113037], [8118, 1.451431393623352], [7832, 1.4545116424560547], [8326, 1.4740328788757324], [9581, 1.4800944328308105], [9244, 1.4911974668502808], [8241, 1.4936407804489136], [8655, 1.4943268299102783], [9878, 1.4953749179840088], [7236, 1.497086763381958]]",9246
video7574,minecraft zombie kills player and takes heart,"[[7792, 1.3618488311767578]]","[[7792, 1.3618488311767578], [7574, 1.375723958015442], [8931, 1.3914533853530884], [8663, 1.3984143733978271], [7366, 1.403233289718628]]","[[7792, 1.3618488311767578], [7574, 1.375723958015442], [8931, 1.3914533853530884], [8663, 1.3984143733978271], [7366, 1.403233289718628], [7972, 1.4039833545684814], [7552, 1.411492943763733], [8797, 1.4151018857955933], [8313, 1.4216011762619019], [8628, 1.423840045928955]]","[[7792, 1.3618488311767578], [7574, 1.375723958015442], [8931, 1.3914533853530884], [8663, 1.3984143733978271], [7366, 1.403233289718628], [7972, 1.4039833545684814], [7552, 1.411492943763733], [8797, 1.4151018857955933], [8313, 1.4216011762619019], [8628, 1.423840045928955], [9208, 1.4248318672180176], [8578, 1.4248459339141846], [8077, 1.4346054792404175], [8462, 1.4364583492279053], [8787, 1.4470946788787842]]",7574
video8263,a man drives aroud curves through a wooden mountainside,"[[7649, 1.4082138538360596]]","[[7649, 1.4082138538360596], [9800, 1.4243972301483154], [9535, 1.4407551288604736], [9806, 1.4461759328842163], [8263, 1.4471325874328613]]","[[7649, 1.4082138538360596], [9800, 1.4243972301483154], [9535, 1.4407551288604736], [9806, 1.4461759328842163], [8263, 1.4471325874328613], [9581, 1.4615750312805176], [9511, 1.4684754610061646], [9325, 1.4713740348815918], [8655, 1.4745837450027466], [7445, 1.47511625289917]]","[[7649, 1.4082138538360596], [9800, 1.4243972301483154], [9535, 1.4407551288604736], [9806, 1.4461759328842163], [8263, 1.4471325874328613], [9581, 1.4615750312805176], [9511, 1.4684754610061646], [9325, 1.4713740348815918], [8655, 1.4745837450027466], [7445, 1.47511625289917], [7544, 1.4822266101837158], [9336, 1.483250617980957], [9826, 1.4841269254684448], [8312, 1.48856520652771], [9344, 1.4924134016036987]]",8263
video8498,delicious and colorful food is in the bowl,"[[9689, 1.411339282989502]]","[[9689, 1.411339282989502], [7360, 1.4469488859176636], [9256, 1.449488639831543], [9022, 1.4555871486663818], [8498, 1.4650371074676514]]","[[9689, 1.411339282989502], [7360, 1.4469488859176636], [9256, 1.449488639831543], [9022, 1.4555871486663818], [8498, 1.4650371074676514], [7744, 1.4676578044891357], [8751, 1.4753663539886475], [9625, 1.483169674873352], [7898, 1.4836301803588867], [7173, 1.4841245412826538]]","[[9689, 1.411339282989502], [7360, 1.4469488859176636], [9256, 1.449488639831543], [9022, 1.4555871486663818], [8498, 1.4650371074676514], [7744, 1.4676578044891357], [8751, 1.4753663539886475], [9625, 1.483169674873352], [7898, 1.4836301803588867], [7173, 1.4841245412826538], [9873, 1.4857017993927002], [7826, 1.4872349500656128], [8900, 1.4968703985214233], [9309, 1.4984822273254395], [8489, 1.4993730783462524]]",8498
video9833,airport security figure explains requirements for transporting medicines,"[[8664, 1.474339485168457]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763], [9032, 1.5185954570770264], [7947, 1.5212551355361938], [9781, 1.52418053150177], [7350, 1.526818037033081], [8499, 1.5274744033813477]]","[[8664, 1.474339485168457], [9833, 1.4750257730484009], [7028, 1.5087461471557617], [8246, 1.5099639892578125], [7963, 1.5174437761306763], [9032, 1.5185954570770264], [7947, 1.5212551355361938], [9781, 1.52418053150177], [7350, 1.526818037033081], [8499, 1.5274744033813477], [8774, 1.5278208255767822], [8687, 1.5292270183563232], [8247, 1.5297081470489502], [7363, 1.5298702716827393], [9474, 1.5308947563171387]]",9833
video8340,a man and a woman stand in a bedroom,"[[7593, 1.4352630376815796]]","[[7593, 1.4352630376815796], [9919, 1.4399019479751587], [9307, 1.4413657188415527], [7782, 1.4535300731658936], [9686, 1.4610109329223633]]","[[7593, 1.4352630376815796], [9919, 1.4399019479751587], [9307, 1.4413657188415527], [7782, 1.4535300731658936], [9686, 1.4610109329223633], [8268, 1.4654371738433838], [7546, 1.4688794612884521], [9322, 1.4689581394195557], [9012, 1.4690290689468384], [9780, 1.4694321155548096]]","[[7593, 1.4352630376815796], [9919, 1.4399019479751587], [9307, 1.4413657188415527], [7782, 1.4535300731658936], [9686, 1.4610109329223633], [8268, 1.4654371738433838], [7546, 1.4688794612884521], [9322, 1.4689581394195557], [9012, 1.4690290689468384], [9780, 1.4694321155548096], [7114, 1.4708189964294434], [9237, 1.474339485168457], [7222, 1.474990725517273], [8786, 1.4756724834442139], [9350, 1.4810811281204224]]",8340
video7179,two animated woman s are talking to eachother,"[[7365, 1.3903110027313232]]","[[7365, 1.3903110027313232], [9777, 1.418184518814087], [8110, 1.421713948249817], [9772, 1.4290101528167725], [7747, 1.4291999340057373]]","[[7365, 1.3903110027313232], [9777, 1.418184518814087], [8110, 1.421713948249817], [9772, 1.4290101528167725], [7747, 1.4291999340057373], [8347, 1.4368088245391846], [7593, 1.4403051137924194], [9322, 1.441706657409668], [9776, 1.4481168985366821], [7698, 1.4493422508239746]]","[[7365, 1.3903110027313232], [9777, 1.418184518814087], [8110, 1.421713948249817], [9772, 1.4290101528167725], [7747, 1.4291999340057373], [8347, 1.4368088245391846], [7593, 1.4403051137924194], [9322, 1.441706657409668], [9776, 1.4481168985366821], [7698, 1.4493422508239746], [9353, 1.45294189453125], [9031, 1.4534552097320557], [9458, 1.4550954103469849], [9016, 1.4553121328353882], [8074, 1.4553258419036865]]",7179
video8924,a man works on a computer s motherboard,"[[7369, 1.4151227474212646]]","[[7369, 1.4151227474212646], [7237, 1.4343464374542236], [9530, 1.4564646482467651], [8472, 1.470409631729126], [7732, 1.4742417335510254]]","[[7369, 1.4151227474212646], [7237, 1.4343464374542236], [9530, 1.4564646482467651], [8472, 1.470409631729126], [7732, 1.4742417335510254], [8626, 1.479228138923645], [8804, 1.4809446334838867], [7363, 1.4820241928100586], [7820, 1.4856305122375488], [7343, 1.4857884645462036]]","[[7369, 1.4151227474212646], [7237, 1.4343464374542236], [9530, 1.4564646482467651], [8472, 1.470409631729126], [7732, 1.4742417335510254], [8626, 1.479228138923645], [8804, 1.4809446334838867], [7363, 1.4820241928100586], [7820, 1.4856305122375488], [7343, 1.4857884645462036], [9206, 1.4989928007125854], [7910, 1.502105951309204], [8796, 1.506859540939331], [8246, 1.509082555770874], [8622, 1.516234278678894]]",8924
video8822,newscasters speak about a school shooting on the news program info wars,"[[9204, 1.328993320465088]]","[[9204, 1.328993320465088], [8822, 1.354133129119873], [8864, 1.3739515542984009], [9819, 1.4161410331726074], [9223, 1.4186300039291382]]","[[9204, 1.328993320465088], [8822, 1.354133129119873], [8864, 1.3739515542984009], [9819, 1.4161410331726074], [9223, 1.4186300039291382], [8491, 1.4194669723510742], [7754, 1.4206745624542236], [8175, 1.4223287105560303], [9517, 1.431786060333252], [8789, 1.4339241981506348]]","[[9204, 1.328993320465088], [8822, 1.354133129119873], [8864, 1.3739515542984009], [9819, 1.4161410331726074], [9223, 1.4186300039291382], [8491, 1.4194669723510742], [7754, 1.4206745624542236], [8175, 1.4223287105560303], [9517, 1.431786060333252], [8789, 1.4339241981506348], [7234, 1.441466212272644], [8461, 1.4436525106430054], [7731, 1.4474108219146729], [7119, 1.4536982774734497], [7698, 1.4559683799743652]]",8822
video8048,george lopez s family sits down for dinner,"[[9752, 1.454932689666748]]","[[9752, 1.454932689666748], [9517, 1.461412787437439], [9777, 1.4689836502075195], [8048, 1.4700840711593628], [7578, 1.4747302532196045]]","[[9752, 1.454932689666748], [9517, 1.461412787437439], [9777, 1.4689836502075195], [8048, 1.4700840711593628], [7578, 1.4747302532196045], [8834, 1.4872989654541016], [7218, 1.4897637367248535], [7154, 1.5041732788085938], [7175, 1.5052504539489746], [9458, 1.5090221166610718]]","[[9752, 1.454932689666748], [9517, 1.461412787437439], [9777, 1.4689836502075195], [8048, 1.4700840711593628], [7578, 1.4747302532196045], [8834, 1.4872989654541016], [7218, 1.4897637367248535], [7154, 1.5041732788085938], [7175, 1.5052504539489746], [9458, 1.5090221166610718], [9022, 1.5105446577072144], [8604, 1.51152503490448], [9015, 1.5130343437194824], [9693, 1.5165166854858398], [9820, 1.5190324783325195]]",8048
video7798,dogs and cats playing in a park,"[[9451, 1.410860538482666]]","[[9451, 1.410860538482666], [8016, 1.4145731925964355], [8044, 1.4428143501281738], [9200, 1.457483172416687], [7112, 1.4587047100067139]]","[[9451, 1.410860538482666], [8016, 1.4145731925964355], [8044, 1.4428143501281738], [9200, 1.457483172416687], [7112, 1.4587047100067139], [9332, 1.4641438722610474], [9232, 1.4727917909622192], [8125, 1.4859886169433594], [7798, 1.4863557815551758], [8306, 1.4932031631469727]]","[[9451, 1.410860538482666], [8016, 1.4145731925964355], [8044, 1.4428143501281738], [9200, 1.457483172416687], [7112, 1.4587047100067139], [9332, 1.4641438722610474], [9232, 1.4727917909622192], [8125, 1.4859886169433594], [7798, 1.4863557815551758], [8306, 1.4932031631469727], [9302, 1.4955748319625854], [7113, 1.498557686805725], [8323, 1.5042864084243774], [7552, 1.5065873861312866], [8061, 1.507514476776123]]",7798
