video_id,sentence
video3958,a guy with white shirt is explaining something while driving a car
video5574,a man in suit is talking regarding the automobile industry while parts of a car is shown
video996,a spider hanging on the wall
video3052,two members of a newscast discuss with a man on the concept of free pornography and hustling of pornographic material
video1242,a cat is playing with a ball which reflects its image
video2465,a man walking down a  hilly track in a marathon
video2309,there is some one climbing rocks with a nice shoes
video3502,there  is a man is asking question to the other man
video1898,some one showing the graphs of industrial revolution
video4188,a snippet of western world s accomplishments and power
video514,there is a woman singing a song with music
video3171,a man in a tee shirt bearing the word love plays the drums and the piano
video1168,two womens are appears with attractive white dress for marriage
video2602,a man in a black tshirt shows a clip of halle sallasee running a race in slow motion
video5562,a group of track and field runners race to the finish line in slow motion
video3412,a man sitting at a table talking about what kind of bike to ride there is beer on the table
video2423,a person is riding a bicyle on a mountain track he then slopes down and talks
video3833,a black snake eats a smaller brown snake while sitting on a sandy surface
video5649,a person with a british accent is playing with plastic horse toys in the grass
video2261,there is a handsom man talking from a movie
video75,there is a check shirt woman talking with a lady
video6083,there is a spider walking in to the hand
video2239,someone is trying to catch a big spider
video1509,beautiful girl in a white dress walking the ramp
video3140,a blonde actress from true blood stares into the camera
video6605,a boy with black t-shirt sharing his views in front of the camera
video6515,a man cuts a bell pepper and describes how to easily cut it and he crushes garlic and describes how to crush it
video4192,a man in blue shirt expressing his experience about the black car lamborghini
video6473,a woman in an old renaissance like gown speaks about using tears as a weapon
video1773,a narrator describes the dark nature of breaking bad while displaying scenes from this show
video2164,a blue boat floats down a body of water surrounded by large rock cliffs
video1266,a young man with green t-shirt talking in front of the camera
video175,an entertainment commentator in a black dress discusses robert downey jr
video3106,an older gentleman in a blue shirt speaks to an audience about the remembering self
video3073,a show about program directors in a european city
video5154,two on each side of this tennis match and both sides doing very well
video4217,in a snow a woman in a white bikini lying flat on the snow
video7008,a man is standing in front of a waterfall while boat passing by
video6981,a beautiful tree covered mountain surrounds a large clear lake
video2014,a man with grey t-shirt arguing with a man in white shirt
video3010,a man sprinkles a red curry powder over meat cooking in a hot pan
video3495,a woman transfers dough to plastic wrap and adds the leftover pieces to the ball of dough
video4438,bacon is placed into the oven and then a man licks butter before greasing a pan
video170,a baseball player in the outfield making an awesome diving catch
video4346,a train is moving in a machine with a water surrounded it and group of men and women are walking through
video1860,a man in red is playing table tennis in a court
video5130,a man in a black jacket sits at a desk and speaks to a camera while subtitles speed by underneath
video2037,a little girl is showing her hair under the tree
video6407,a woman prepares a beautifully prepared dish for her husband to eat
video5568,a sauce is poured over an octopus who then writhes in agony
video4871,a person is preparing a food on a pan using micro oven
video3784,a small girl happily waves hand at someone
video3324,an animated man plays a flute to a woman he is on a date with
video1698,a person is riding a motorcycle in doughnuts at a factory whos alarms are going off
video772,a man riding the bike with full speed and doing some stunts on it
video3335,a man with helmet is moving on the road
video840,a cartoon showing mini versions of colored animals
video4423,a cartoon of a cat and his friends are talking
video2237,jude law talks about effective therapies like forsythia not on the cdc
video5629,a woman walks on the ramp waves and goes away another woman walks on the ramp till the edge
video2141,a man talking about how he loves france and how france has given him everything
video2641,spong ball is displayed then a disney princess is talking followed by few other cartoon characters
video6583,a doubles game of tennis is being played during a competition
video4775,sportsmen are being interviewed in the stadium by some person
video6140,sean connery is announcing that the academy award is the third of the evening for james cameron and the first for james landau as they hug and thank their peers and then approach the stage
video5797,a male host narrates as he straps himself in his car for a ride
video2314,there is a tiger running towards the water
video3943,two tigers play in a sudsy tub of water
video181,a boat sailing in the ocean with a rocky landmass in view
video6749,a person showing how to do makeup of nails with multicolor nail paints
video95,a person dressed in black shirt and brown jacket talking with a friend in hat walking down the street
video6723,there is a man explains about great rivers of eroupe
video2377,a suit man is talking from a company
video4867,the man in black dress draw two eyes on his face and take the paint brush in his hand and talk about the painting
video3200,a video showing various outdoor activities for tourist including cooking good food on wood fire
video1480,a man is jumping and running while another man is watching
video2704,a small black dog walks along a path a woman speaks about two women who are collectin scrap left by miners to sell them on
video3803,there is a man rash driving on the road
video4747,someone drives a car using windshield wipers behind a truck and witnesses another truck wrecked in a ditch
video3236,an orange circular disk translates back and forth while a machine writes on it
video1791,the process of how a printer works
video4493,beauty contest is going on and the ladies wearing black dresses and walking around and there is audience peoples and juries are sitting to see the contest
video5979,a woman is battering food and preparing to cook breakfast for the gold miners one of which is her son
video1357,the beautiful woman made the colouring on her eye top
video1185,a guy in a white shirt saying he s on his way to the mountains
video1872,a man in a white tee shirt wearing a backpack walks through a rock filled creek
video1785,there is a man walking  through the forest with a lady
video3889,a man in a checkered blue button up shirt is driving his car and speaking about wrestling and politics
video6233,women with short hair and a black chefs coat talking about cooking and bringing pasta to a boil
video1225,a tiger laying on its side and sleeping in the grass
video3115,there is man is practicing football and kick the ball to the court
video3511,the man carefully cross the car in the hills
video5826,a person opens a pipe and three other persons beside him are objecting to it
video3806,a rugby coach talks about the impact of englands success
video2432,a woman is talking about a facial care product while applying it
video4510,there are some important images going on
video3464,two chef talking about how lobster is considered very glamorous
video4084,there is a woman with a bag standing on the floor
video5164,the backstreet boyz performing live on tlr on mtv
video1608,there is going on a table tennis game between two people one is in yellow and the other is in red dressing
video1603,a fashion model wearing a white dress and carrying a gray handbag walks down a shiny black runway
video777,a fashion model walking the runway in neutral tone clothing
video6163,there is a man with specs talking about a man
video4786,a man is getting married t a woman before a group of people
video596,a lecturer talking about reflex loop with help of a presentation
video5812,a lady chef describing how to cut spring onions for garnishing
video1392,a lady is putting marinated shrimps in a pan with oil for cooking
video3730,man in brown cap is laughing as he is saying something
video4517,a man in a black t-shirt and cap talking in a room
video4894,a woman is dancing and singing in a club surrounded by a bunch of people
video3322,a girl is standing  in the kitchen and shows the ingredients for a fish dish
video3995,a model talking on microphone and lady models walking down the ramp
video6315,the boy see the evening colourful sky and the heavy water flowing from the top
video5291,a woman kneels next to a sick child who has had hair loss
video62,a woman talking about how to take off your makeup
video1530,a white plate with chopped meat and someone shows it
video3883,a person with black court and white shirt taking to a women in red dress
video4899,a man demonstrates the use of a thin practice bat
video4564,man in black red and white demonstrates a golf shot
video4411,a man is sitting at a table two men walk up and the man pushes them out the door
video888,a woman had made some sort of dough and is wrapping if prior to refrigeration
video1386,a woman rolls dough flat with a rolling pin
video2048,men are in a shop arguing about a device that one of them is using
video1280,a man is standing on a car at a car tv show
video928,the girl in the black dress talk with her friends in the party hall
video2052,there is a satellite is moving in to the space
video3810,the engineers make move the rocket and prepare it for launching in nasa
video3568,a woman inside the store is smiling to someone
video2337,ricky gowree chose to get his phd in aeronatuical engineering at city university in london because he likes the atmosphere and relationship with professors
video4918,a man makes an incredible save during a tennis game
video3208,a men s tenis match one man is wearing a yellow shirt and the other man is wearing a white shirt
video111,a speaker in black dress talking about the decisive action to be taken for the country
video1341,a man talking about what modern spain is all about in front of a shop in spain
video1023,some kind of food is filled in a bowl placed in a table
video3311,a lady helping the patient to stand from the chair
video2827,commercial for a car that is designed using automobile and aerospace technology
video1146,the expensive audi car going very fastly in the road at the center of the forest
video5196,there is a car is parked inside the garage
video6819,people playing a video game as they add commentary
video228,a man walks up to a woman holding an umbrella in a garden
video5234,a scene from a movie showing a man and woman kiss
video3826,football teams throw the ball and run down the field before diving off the sideline
video3939,many people praying in the church by lightening the candles
video1172,a young girl is acting like she is directing the musicians but the musicians already have a man directing
video951,a woman wearing a blue dress and doing yoga on a mate
video946,a young student sharing his views in front of the camera
video5495,an aged man is watching the kids in a park
video45,all persons are ready for running on a running track lane
video1907,girl reviewing grooming wipes recommended to her by her vet for her bulldog
video2092,the horse rose that happened at the
video3508,a man is leashed from head to toe a woman along with few officials are walking towards him
video6272,a small halloween pumpking toy a hampster rides on a wheel
video855,some one showing the beautiful scene of the nature
video4541,a baby guinea pig is slowly walking around it s cage and starts eating from it s food dispenser
video1987,a woman talking about a man being killed by lightning
video3912,all cars are moving on the streets
video2069,a bbc newscaster in a dark blazer and a blue shirt announces the death of former british prime minister margaret thatcher
video4728,a man in pink dancing infront  of a shop
video2439,a woman is seen here applying make-up cream all over the face
video4404,there is a black tshirt man talking with fun
video3040,a big man in a white shirts assulting a younger woman
video4484,a women wake up in a trouble
video1694,a animated drawing of two girls in which one of them gives the other a hat
video2675,the soldiers are standing in the war and get ready to prepare the fight
video6058,a man driving a red colour open car over the bridge and suddenly he took a reverse
video1923,people gathered near the sea watching sinking van
video5735,two women wearing skirts move a green cylindrical stove onto a fireproof surface
video6386,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net
video4982,a britney spears impersonator dances provocatively with a vested man
video4718,a lady in bikini takes  a walk accompanied by many people
video3178,there are girls in blue and pink shade dancing and singing
video6849, the first patent was done in the united states patent office
video3059,people practising table tennis game in a indoor stadium
video1931,somone in a panda suit in a hospital room knocking something over
video1856,the man in black dress standing outside area and play the guitar well
video6001,there are lot of vehicles moving through the city  in night
video5517,a women wearing a spectacle talking about some model on the show
video5819,rihanna s where have you been video on a clever music episode
video5939,two young men playing table tennis while audience watching them
video4624,there is a man playing table tennis with tricks
video1725,a bus pulls up to a curb then pulls off
video1081,a women showing her new bag and jacket on the road
video4407,a teacher performing an experiment in the class as student looks on
video3945, including a panda and a clown interact in a video game
video981,a transgender man is talking about his personal style
video6175,a bald man in a black shirt is tasting a dinner in the kitchen of a restraunt
video3393,a man talking about ingrediants and a certain dish
video6637,a blonde woman is explaining something and a man in pink shirt is writing on a blackboard with few guys and girls sitting on a conference table
video3644,there are many people enjoy swimming in water
video2948,a man with yellow skis skis down a snowy mountain on a very narrow path
video6618,five people ride in an elevator and a gray haired man shoots three of them point blank
video6862,multiple corpses float in a deep pool of blood
video5718,two girls wearing black dress drinking some juice items in the restaurant
video3759,there is a big vehicle on the grass
video6187,two young men are playing a very competitive game of table tennis
video6926,a man in a brown leather jacket drives down the road in a car that he is reviewing
video363,sweet chili baked llama crackers are claimed to be good and tasty
video1537,a young women colouring her upper eyes with blue colour
video3914,there is a man playing with a golf stick
video1804,there is a woman explain about a fish in the kitchen
video1559,a movie clip of a musical video with various artists
video6255,there is a tshirt man talking nearby the globe
video4996,a man with t-shirt sitting on the chair talking in front of the camera
video3663,a man with white shirt taking photo of the small shop keepers
video4608,there is a street a man is wandering through that
video524,the lady talk to the men about the project of colouring dancers of bangalore
video2683,a nicely dressed young woman is walking around and starts taking pictures with her fans
video4706,a girl is in a very happy mood and going on saying something
video3456,all persons are singing and dancing in a show
video5438,there is a boy with cap is dancing on the floor
video3068,a news segmant talking about a police report and evidence found in a bag
video1673,four people in a cabin discussing some matter
video1343,a news reader of the channel says that alibaba group holdings ltd makes splash in ipo in the share market
video4024,there are many cycles parked in a road side
video5845,there are two males playing a singles tennis match against each other
video2293,there is a woman walking through the house
video1391,there is someone making a taste carrot dish
video119,a music video showing a black artist singing with many other male and female artist around
video5345,many people taking rest near the beach area and enjoying the same
video735,an indian dance or music video showing lots of people dancing
video4799,the man and woman in modern dress sing the song and dance for it and taking selfie photos
video6303,financial guru jim cramer interviews a female guest in a black suit while sitting in a retail store
video2166,these basket ball men are explaining how important the atmosphere is before the game
video2838,some one showing the video of dog and its owner
video2394,in the old magic shop customers shop in a new store
video4713,a person is taking the video and describing the great canyon
video4229,there is a man is walking with a person
video982,a man wearing a black shirt and jeans sitting in his room  is talking with another man in a suit and red tie
video4449,there are some bugs moving on the ground
video3674,a runner manages to catch up with his 1st place rival
video4848,a women hides behind a man in a scary situation
video2169,there are some details about a movie
video2291,a man dress as a hairy woman in a mock video about beauty products 
video4535,a person cooking chicken on a bowl as butter chicken
video5375,there is a black suit man in talking in front of a screen
video235,the man in white shirt and wearing violet colour tie talk about some important points
video3277,master chef sanjeev kapoor showing how to marinate the chicken for at least 2 hrs before cooking
video5057,a man wearing a cap is driving his car very fast
video5695,the grand canyon is seen from a bluff on a sunny day
video286,there is a man is walking on the floor
video1025,there is a dog is walking on the floor
video1868,a guy is cutting a root in half then slicing the each half into pieces
video3237,a man cooking a vegtable soup in a big bowl
video4095,a woman learns how to grill donuts and cheese on a flat-top griddle in a restaurant
video1184,a man is sleeping with a women and women wakes up seeing her man still asleep
video6831,some one playing with a small rat in their home
video3716,a blonde and a brunette hold a box and clubgoers dance in a dance club with flashing lights
video1339,there is a lion is roaring from a forest
video474,various monsters are summoned as asian warriors gear up to battle
video1855,a lamborghini with green bucket seats and shiny lime green paint is displayed
video3368,a woman is playing tennis on a stadium
video6251,there is a man moving in to the ice lonley
video5346,there is a man with specs enjoying with a woman
video3828,animated young men are playing tennis against each other
video7,a man commenting on a cat eating dog food
video6217,there is a woman talking about science and technology
video98,two videos regarding makeup is telecasted side by side
video4859,a lady in bbc speaks about a village when i go there two sides sare conjusted by house
video1561,a thin tall model is playing with the sides of her thong bikini then it cuts away to a model in nude bra and panties
video1981,its a animated lot of colors moving
video4221,two men are playing pingpong in a refered competision the man in red won the point
video4439,a person enters into a factory and explains a detail inspection as part of quality audit
video169,this is the butterfly effect inthe industrial version with this machine we do not reach the micron accuracy but a tenth of a micron
video3293,an intro scene of bbc world tv news channel
video258,a woman doing some thread work on the above screen
video2150,a man explains security features of the british gchq and american nsa facilities showing pictures of both
video544,a genie pops out of a lamp and jumps all around and pats the finder of the lamp on the head
video3734,the man in the blue shirt talks as the people at the table are displayed
video4591,an older man in a blue shirt is having an earnest discussion
video4943,models are walking one after another on a ramp
video1647,this model from max mara is walking down the runway in a white dress
video1207,two mens in the kitchen putting a huge hambuger patty weighing 5lbs on the grill
video5891,a scene from a movie showing soldiers one of the soldiers said he s not running
video1806,a skier rolls down a slope with woods to the right
video6199,a large man in a dark sport jacket speaks directly to the camera
video3838,a female athlete is running a race on a track
video3190,a small monkey has adopted a black and white kitten and holds the kitten on her lap
video4776,a white shirt man is talking with a person
video4765,there is a man in sunglasses and a hat standing in front of a car talking about it
video3946,a man uses a cool pot with a lid that locks so he can pour out the hot water
video1921,a view from helicopter is shown of a snow maountain
video1729,its a dark colours footing front side
video1106,a woman put a pot over an open flame on the stove and startes to stir its contents
video3990,there is a man operating a computer program
video6975,a women looks very upset in front of a man
video1135,a young man in a wine shirt talking to a group of people
video2514,a middle aged man in white shirt is talking
video5217,a plane crashed behind a house and a man asked what the hell is going on
video5756,children enjoy playing with toys in the park
video6716,a red car is moving on the road with control
video4970,there is a dish making with pasta in the kitchen
video132,there is a woman in hot dressing is walking on the floor
video684,a woman wearing a red striped apron and a white t-shirt puts tomatoes and garlic on a roasting tray
video6917,people are dancing in different types of scenes
video5701,there is someone giving food to a mouse
video1598,a man with blue shirt talking about tiger in front of the camera
video4285,a lake and wooded hillside filmed from the back of a moving train
video1275,a railroad station is filled with people and trains of various colors
video6080,a man gets ready to prepare food is talking to another person here
video5853, one in yellow and one in red cross country ski through a snowy forest
video2289,three men sit on a porch and stand to sit in chairs
video6048,a women in brown dress is reading book as a man walks in to join her
video4733,a group of people are gathered around waiting for an exciting event to take place
video628,two women sit in chairs and discuss the outfit of a man wearing light jeans and black leather jacket
video3902,one lady is talking to another lady and looks at her mobile picture
video1543,a man in green t-shirt is practising his table tennis skills
video4247,there is a check shirt man is standing with friends
video5382,all persons are talking each other infront of camera
video5236,there is a man is practicing on the track
video3371,there are some friends waiting in front of a building
video4553,llamas gather around a trough filled with hay and eat heartily
video4907,two guys dressed as spiderman are on a basketball court
video5069,there is a man is playing with a ball
video4677,the super hero spider-man plays basketball and performs some tricks
video917,some one showing the video of firing on the machine
video4598,there are some animals is walking on the grass
video580,there is a hot woman is posing on the shore
video6320,a man with suit reading top news of the day
video6846,a girl in  black dress is singing and dancing with her group in stage
video3047,water bounces and vibrates from a vibrating speaker
video2941,a girl in a pink and white striped shirt trots a white pony around a corral and nearly falls off
video5202,someone is talking about the benefits of bean sprouts
video4402,ingredients for preparing food are kept in a table
video1100,four tomatoes on a vine are on a white plate and one is picked by a woman
video5255,there is a man in blue is playing table tennis
video4770,there is a woman in black is walking on the floor
video5328,there is a man is making a new food
video3486,there is a man eating chocolate and pushing the car down
video786,a video showing pics of miss lebanon dressed in a bikini
video2409,there is a car is falling down to the valley
video5949,a woman in a black shirt stands in front of a blackboard and teaches a large lecture hall full of students
video117,women are being interviewed a girl in front of a red window is talking about what she likes most
video5536,a bike rider is moving fast in a plain empty road
video5828,some people are their experience in different ways
video949,harry ritchie is talking about drama and what drama really is
video2906,two tigers are interacting with each other in side by side cages
video1096,there is a man is talking to a woman
video3564,there is a man in black enjoying with friends
video4646,the interior and the facilities of the volks wagen car is very useful and wonderful
video2401,there is a man is riding on a horse
video3500,college students gather around a plane work on computers and study
video3504,there is a man in red is serving food
video1496,a girl is wearing a blue coat a bright red collar and hat
video6469,a man in blue shirt is feeding an animal with no one around
video183,there is a man in yellow is running on the road
video1551,motorcycles weave in and out of traffic and one motorcycle crashes underneath a red and white tractor trailer
video2437,a bunch of bikers are riding down the highway
video1959,a biker comments on an accident that he drove by
video4719,a large crowd has gathered around a place and everyone seems to be in their own world
video102,some one showing the video of different colours of helmet
video3580,a women in blue dress is busy preparing food in kithen
video3388,a woman is showing how to cut tofu into cubes
video2216,someone is drawing circles in a pan i believe to make a crepe
video5888,a bowl of marinade a plate of beef steak cubes and a wok of boiling water are needed to prepare this recipe
video6796,large crowd gathered in a car workshop with any cars around
video245,a man in yellow shirt is angry and hits enemies in front of people
video3330,there is a suit man is sitting in a chair lonely
video1584,there is a man is talking about a new recipe
video3653,a meat dish is preparing and adding a mix to that
video6420,ingredients are put in a pan with oil to boil it
video6273,a lady with blonde hair and her band are singing
video3760,in a football ground players are trying to put a goal
video3473,there is a woman is singing a new and trendy song
video3789,there is a car is moving on the road with control
video3817,there are different colours of birds in a cage
video6763,the two young people discussing something on the dining table
video6915,two government agents in black suits talk to a local police officer
video1451,a man with black t-shirt explaining something in front of the camera
video3476,a man is driving fast in his race car in an empty road
video4834,a woman in a blue shirt uses a camera with a large lens to take pictures of the water
video2865,there are some people playing football in the stadium 
video2802,two men are talking on air about epilepsy
video6759,ingredients are kept in separate bowls to prepare some food
video6990,there is a woman is making a dish with milk
video1338,a women in yellow shorts and blue top and another women in coloured dress are posing
video244,a man in red swim trunks stands on rocks puts on his swim goggles and picks up a yellow inner tube
video2714,a man is riding on a floating device in the water
video1404,a man in black suit is saying something here
video199,there is a man talking with a check shirt man
video4923,a girl in pink dress make up her face with different colours which looks ugly
video6039,man in blue t-shirt is saying something very excitedly
video2191,a man in suit talking something seriously  out side
video1287,there is a man in black is training his students
video3391,a glowing flat screen tv is mounted on a wall over a glowing gray dresser
video6499,a man in brown shirt is flipping over book and talking to a women
video937,there is a black suit is talking with two people
video318,the video is showing how to make a whole leg of lamb
video5640,a man is traveling in pouring rain through town on motorcycle
video1638,there are many cars on the road running with high speed
video5858,a person showing all spices in a bowel
video5821,a woman wearing plastic gloves mixes ingredients in a bowl by hand and then slices carrots without wearing the gloves
video202,an oriental woman is cooking in a wok while narrating what she s doing
video1644,there is a man closed the door of the vehicle and written the name
video2501,two guys are talking on air about epilepsy
video4401,its a animated video about the marriage and happiness
video5478,a man in black over coat is combing a girl s hair and making her beautiful
video3404,a young boy in black suit cutting the hair of girl in pink dress
video381,a spider skitters around and around in a glass box
video5242,there is a man in red is fighting against a man
video5941,a woman is making a  liquid dish in the kitchen
video3809,a woman in a blue and white apron serves food from a blue and white bowl to customers
video5373,a chef in the hotel taking the chicken marinated in to the table and remove one from the cover and place it on the foil paper for cutting into pieces for packing
video2165,there is a man explains about a website with details
video5383,a tutorial on setting up tv channels on a tv
video2248,on a baseball field referees discuss a play
video6403,a person swings out over a river and falls in
video3836,there is man playing with his baby in a room
video1035,a man uses a brush to baste his roast that he is rotating and grilling
video5377,a vehicle is moving very fast through the tough roads
video5160,man in blue t-shirt and a cap is preparing for a jump
video905,a baby monkey on the bed sleeping with someone craessing it
video3612,a woman glues a banana shaped piece of clay to a plastic petri type dish
video5723,there is a woman is making a dish
video1978,in a shuttle court two women are playing shuttle in front of spectators
video6283,a man in a car driving down a road surrounded by trees
video5268,a swim suite lady taking pictures at a backyard
video4342,a beautiful women is singing and also playing guitar
video1407,there are some people dancing in different styles 
video1471,a woman with dark hair applies eyeliner and mascara and describes her technique
video392,woman doing interperative dance in honor of choriographer pina
video5027,a tennis match is won by two players in yellow against a team in blue
video6147,a men s tenis match one man is wearing a white shirt and the other man is wearing a blue shirt
video4790,an attractive woman sits on the floor and smiles at the camera
video3326,man wearing black t shirt received gift card and what he will use it for
video5471,bloomberg television is talking about cannabis and the effects on health
video6686,a woman with short blonde hair stands with law enforcement officials and speaks into a microphone about a flood
video3143,a large curly dog frolics and plays with a very small tan dog and their owner
video5989,a man is taking a chocolate from the chocolate box
video1706,there is a woman is making a dish with bread
video4146,there is a woman applying blue makeup with a brush
video6073,a bunch of guys in a boat prepare for something with a surf board
video5450,a old man with suit playing keyboard in his house
video4081,a man browses for bright orange life jackets
video5614,a lifeboat full of passengers is found by the coast guard s ship
video5248,a man is showing ingredients which are placed in table
video3339,a lady making a dough by pouring little water in a bowl full of flour
video1656,a man talking about how to hold a baseball
video6654,someone drives a car down a road and witnesses another car crashing into a bus
video5860,a soldier is running through a war zone with a gun on his arm
video6594,in a snowy mountain trees are covered with snow and a flag is hoisted at a corner
video6983,two men snowboard down a mountain in slow motion while yelling
video5969,a woman telling her dogs to stay away from the baby
video6510,a woman in a low cut red dress stands in a kitchen and pours honey into the mouth of another woman in a low cut blue dress
video4836,a hot sauce for rice noodles made with seven star peppers is described
video4507,a man in jacket is eating something from the street
video274,there is a verity dish served in a white plate
video5850,its about the circuit diagram all electrodes are moving
video4641,a woman shows sliced onion and garlic in a baking pan
video3956,a glass jar is filled with coins including quarters dimes and pennies
video1297,eminem wears a knit cap and raps in a rap battle
video2789,car wheel cap is displayed a man and woman are having a conversation
video5669,a man is making a simple meet dish
video5909,a man adding some spice to a dish
video82,boys are practising basketball in indoor court
video5820,a half naked man is swimming in a lake
video1733,a white woman in glasses discusses the facebook movie the clip shows pictures of scott rubin justin timberlake kevin spacey
video3182,a woman holds her baby s tiny hands and looks into his eyes
video1611,an off-screen woman talks about how to prepare a shrimp dish
video4802,a bald news immigration lawyer wears glasses and discusses us immigration
video988,two people are walking down the street of a city together
video457,a scene from a movie a woman wearing a green suit is smoking a cigarette
video3774,a man is giving food to two monkeys
video1271,a man is watching a caged monkey climb and inspect the camera
video1423,two baby monkeys with spiky black hair on their heads play in green leaves
video6950,a man and woman talking as the woman changes into a nightgown
video6719,a man in military dress and a woman in a white and dotted dress are kissing
video2397,there is lady introducing different colors of eye shadow
video6160,all chefs are preparing food items in a hotel
video2302,a man stirs tomato sauce with a red rubber spatula
video38,elephants are lying down on grassland and relaxing
video3530,a man is making a  liquid item and put it into the mixer grinder
video1012,a blonde woman in a white lab coat is followed by red and black clips attached to silver pins
video4417,people are driving a boat with fish flying out of the water around them
video2060,asian carp jump as they swim up river and are caught by the dozen by fishermen
video6905,a gray haired man in a black shirt gestures to a large flat screen display containing an illustration of a book
video5734,a woman with brown hair reviews a car with a brown and black finish
video3529,a man sits in a car with leather seats satellite guidance and stereo system
video6564,a red haired woman in a black suit stands in front of an office and discusses hiring
video3695,a boy is about to play basketball with his two friends on an indoor court
video6828,rihanna wears a black dress and sings while looking at herself in a mirror
video4888,a monkey is given a cloth and a pirce of soap it licks the soap
video6485,there is a boy playing nearby his parents
video1160,there is a cartoon movie  is going on with different characters
video5004,two cats play with a robotic toy swinging a string
video6406,a cute dog getting something from water and te girl is kissing the sweet dog
video5919,a brown and white speckled squid rotates and words describe the difference between squid and calamari
video2810,a hamster climbs up the ladder to go down a hamster slide
video4712,three folded snowflakes are placed on a table  aperson picks it up and unfolds it
video6408,there is someone decorating something on the table
video3755,a man in a black motorcycle helmet boards his motorcycle and rides down a busy street
video6570,a woman trying to feed a vegetable to a hamster
video6703,a man shows some food for bird kept in the cage
video1646,all persons are walking on the forest
video6256,a race car driver is going down the straight a way at almost 200 mph
video3122,the man wearing white dress and the man wearing black blazer sitting nearby and talk about some points
video5233,a man with an australian on a news show smoking a cigarette
video6575,medical technicians look at chemicals in bottles and into a microscope
video2664,a tshirt man is playing table tennis
video2767,a large grey and white cat is frightened and backs away from a stuffed tigger
video2667,a woman in a white shirt is riding a bike on a beach sidewalk
video5873,there are some bugs walking in to the land
video4584,a black and white cat sitting on the bed and looking here and there
video651,in the kitchen some one is preparing a dish of prawns
video2355,there is some impressive matter going on
video2495,two teams are playing in volley ball competition in sandal colour ground while audience are watching
video266,a boy and a girl both in red tops are hugging each other
video6224,a man cooking inbthe kitchen
video2481,guests giving awards and flowers to the winning people
video295,a person is showing the back of a electronic system
video2167,a women prepares some food and keeps it on a plate
video6336,some one in a kitchen preparing some dish in a pan
video6578,a women is adjusting the view of a scope in a science lab
video6851,a middle aged man in blue suit is saying something here
video4273,two people with blue shirts are practising game of tennis
video522,a young man playing tennis with a person
video4358,chili powder and another spice is added into the pan with the other ingredients
video6985,there is a green suit man is serving food
video6384,the man driving the car very fastly in the hillstation road and more cars are passing in that road
video741,clouds and water moves very fastly then workers do their work
video5975,there is a man playing with waves in a beach
video4639,a woman in red talking from her room
video105,on a television show a man describes what canine injuries he sees in his animal hospital and how to prevent these injuries
video3528,there is a sheaf cutting meet in to the pieces
video6935,a woman runner is standing with her hands on her waist next to a man with a red shirt
video4009,a cooking demonstration where a woman in a blue apron with a white t-shirt is adding ingredients to a pink pan
video6339,rock music begins with a black screen then goes into the famous finger touch scene from the movie e
video6493,the grand mother do some special activities and attack the enemies
video5299,there is a man with yellow hair talking to an animal
video2042,the boy and girl standing in the lawn and the celebrations made in outside
video2953,a man is talking about the tsunami happening 
video3690,a train runs very fast in the  forest area
video5870,a person is skiing on a snowy mountain and doing a ski jump
video222,a tablespoon of some powder and few other ingredients are being added to a glass bowl with a spoon
video280,an animated man in a lab coat picks up a match sticks and stands next to a game of nim
video5833,a black car drives down a road and is showcased from many angles
video2887,sun is glowing the measurement of sun in terms of earth size is displayed
video4827,there is a woman is walking towards his friends
video5683,a female news anchor stands in a studio in front of the background of a city landscape and talks about russia
video2040,two men commenting on sports the man of the left is wearing a yankees hat
video6542,a woman runner running on a track
video4898,a mountain has green vegetation growing on its sides while music plays in the background
video2668,scenes from a country side and the surrounding landscapes
video697,there are some details about keinan briggs
video6042,a scene of a building as music plays
video1947,soft guitar music plays over pictures of a beach comunity
video2084,a woman is stirring some kind of red food in a saucepan while cooking
video5026,a white car is going through the road very fast
video410,a person is explaining about a souce product
video4406,bloopers from the movies 21 jump street and home alone
video6842,skynews talks about smith marketing magazine as two young adults sit on camera
video5127,a train or bus ride through lots of forest
video4631,a lady chef showing how to marinate the chicken and tossing all the content in the bowl with chop sticks
video6904,a movie scene in new york city an ambulance crashed into a car
video1190,a bunch of loud lamborghini s a driving up and down the street all at different times
video2601,a woman in black is walking on the floor
video6271,a woman wears a top knot in her hair a low cut gray top and a large turquoise necklace
video5368,there are two ladies playing foot ball and one missed the ball
video413,a man in black playing badminton on the court
video3067,there is a lady  curling her hair using a machine
video3231,all persons are talking each other in a jail
video6523,a man wearing a hoody dress removes the headset from his head
video4650,the video clip shows a chilled sugar snap pea sooup
video5116,three people are walking on the sea side very slowly
video3075,a man points at the concrete driveway and a man attempts a long shot to a basketball goal and misses
video3374,a man holds a cd case and cuts out triangle shapes with orange handled scissors
video6340,a vlog where a man is sitting in a kitchen and talking about is day
video1094,a man in a white sweater vest sits at a desk and looks at pictures
video6130,some one driving a blue colour car on the road
video2525,the woman players in red and black dress running fastly on the track
video985,all persons are talking each other about amc movie talk
video5545,a person wearing a white shirt talking about avengers 2
video2211,a man in suit is seated and talking a teacher is teaching in a classroom and students are taking down notes along with their laptops
video1602,an old london taxi from 1953 that is black
video4611,a man talking on a show called cnn student news
video1892,a dead fish sits on a green and white plate next to spices and ingredients
