video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
6491,video game being played,6491,"[[6090, 1.4787483215332031]]","[[6090, 1.4787483215332031], [7919, 1.4788018465042114], [1006, 1.4797310829162598], [545, 1.4803359508514404], [1293, 1.4827027320861816]]","[[6090, 1.4787483215332031], [7919, 1.4788018465042114], [1006, 1.4797310829162598], [545, 1.4803359508514404], [1293, 1.4827027320861816], [2621, 1.4831769466400146], [2463, 1.4835407733917236], [6491, 1.4836877584457397], [3349, 1.484184980392456], [8972, 1.485033392906189]]","[[6090, 1.4787483215332031], [7919, 1.4788018465042114], [1006, 1.4797310829162598], [545, 1.4803359508514404], [1293, 1.4827027320861816], [2621, 1.4831769466400146], [2463, 1.4835407733917236], [6491, 1.4836877584457397], [3349, 1.484184980392456], [8972, 1.485033392906189]]"
6491,a man and a woman playing a video game,6491,"[[4674, 1.487729787826538]]","[[4674, 1.487729787826538], [6365, 1.4898154735565186], [6478, 1.4944528341293335], [4391, 1.4971396923065186], [9842, 1.4971420764923096]]","[[4674, 1.487729787826538], [6365, 1.4898154735565186], [6478, 1.4944528341293335], [4391, 1.4971396923065186], [9842, 1.4971420764923096], [6585, 1.4994125366210938], [6889, 1.4998204708099365], [553, 1.50093674659729], [271, 1.5015630722045898], [406, 1.502722144126892]]","[[4674, 1.487729787826538], [6365, 1.4898154735565186], [6478, 1.4944528341293335], [4391, 1.4971396923065186], [9842, 1.4971420764923096], [6585, 1.4994125366210938], [6889, 1.4998204708099365], [553, 1.50093674659729], [271, 1.5015630722045898], [406, 1.502722144126892]]"
6491,a person is playing a video game,6491,"[[6090, 1.4719266891479492]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898], [545, 1.4748347997665405], [3349, 1.4762276411056519], [1779, 1.4763412475585938], [7919, 1.4777271747589111], [607, 1.478474736213684]]","[[6090, 1.4719266891479492], [3214, 1.4720385074615479], [1006, 1.4735735654830933], [5332, 1.4740430116653442], [5800, 1.474166750907898], [545, 1.4748347997665405], [3349, 1.4762276411056519], [1779, 1.4763412475585938], [7919, 1.4777271747589111], [607, 1.478474736213684]]"
5344,a 900 lb man is feattured in a documentary,5344,"[[2409, 1.465803861618042]]","[[2409, 1.465803861618042], [9757, 1.469881534576416], [9032, 1.48258376121521], [1140, 1.4906809329986572], [9350, 1.4930821657180786]]","[[2409, 1.465803861618042], [9757, 1.469881534576416], [9032, 1.48258376121521], [1140, 1.4906809329986572], [9350, 1.4930821657180786], [555, 1.4947741031646729], [1599, 1.4960172176361084], [8, 1.501570701599121], [7176, 1.5025477409362793], [1290, 1.5027925968170166]]","[[2409, 1.465803861618042], [9757, 1.469881534576416], [9032, 1.48258376121521], [1140, 1.4906809329986572], [9350, 1.4930821657180786], [555, 1.4947741031646729], [1599, 1.4960172176361084], [8, 1.501570701599121], [7176, 1.5025477409362793], [1290, 1.5027925968170166]]"
5344,a guy is talking with a half naked woman in the background,5344,"[[1229, 1.432127594947815]]","[[1229, 1.432127594947815], [2645, 1.4382169246673584], [5371, 1.444692850112915], [3052, 1.4787729978561401], [2091, 1.4820300340652466]]","[[1229, 1.432127594947815], [2645, 1.4382169246673584], [5371, 1.444692850112915], [3052, 1.4787729978561401], [2091, 1.4820300340652466], [5970, 1.4831688404083252], [5901, 1.4833917617797852], [827, 1.4855812788009644], [1858, 1.4881343841552734], [2144, 1.4915318489074707]]","[[1229, 1.432127594947815], [2645, 1.4382169246673584], [5371, 1.444692850112915], [3052, 1.4787729978561401], [2091, 1.4820300340652466], [5970, 1.4831688404083252], [5901, 1.4833917617797852], [827, 1.4855812788009644], [1858, 1.4881343841552734], [2144, 1.4915318489074707]]"
5344,a guy talks about how another man is so fat,5344,"[[5344, 1.341068983078003]]","[[5344, 1.341068983078003], [9559, 1.4471300840377808], [322, 1.4540867805480957], [6634, 1.4579498767852783], [9901, 1.4637460708618164]]","[[5344, 1.341068983078003], [9559, 1.4471300840377808], [322, 1.4540867805480957], [6634, 1.4579498767852783], [9901, 1.4637460708618164], [9350, 1.4674012660980225], [8922, 1.469057559967041], [8, 1.476487159729004], [411, 1.4771116971969604], [4596, 1.4777523279190063]]","[[5344, 1.341068983078003], [9559, 1.4471300840377808], [322, 1.4540867805480957], [6634, 1.4579498767852783], [9901, 1.4637460708618164], [9350, 1.4674012660980225], [8922, 1.469057559967041], [8, 1.476487159729004], [411, 1.4771116971969604], [4596, 1.4777523279190063]]"
5344,a host talks about a successful large man,5344,"[[4656, 1.448655128479004]]","[[4656, 1.448655128479004], [4887, 1.4611232280731201], [3378, 1.4612293243408203], [2122, 1.4681806564331055], [3754, 1.4769275188446045]]","[[4656, 1.448655128479004], [4887, 1.4611232280731201], [3378, 1.4612293243408203], [2122, 1.4681806564331055], [3754, 1.4769275188446045], [7890, 1.4813904762268066], [8600, 1.4853708744049072], [2348, 1.4876599311828613], [1866, 1.4898961782455444], [7834, 1.492185354232788]]","[[4656, 1.448655128479004], [4887, 1.4611232280731201], [3378, 1.4612293243408203], [2122, 1.4681806564331055], [3754, 1.4769275188446045], [7890, 1.4813904762268066], [8600, 1.4853708744049072], [2348, 1.4876599311828613], [1866, 1.4898961782455444], [7834, 1.492185354232788]]"
5344,a male showing off his food while another male provides commentary,5344,"[[9229, 1.3952447175979614]]","[[9229, 1.3952447175979614], [8222, 1.4175798892974854], [9327, 1.420854091644287], [8685, 1.4228339195251465], [9539, 1.4383304119110107]]","[[9229, 1.3952447175979614], [8222, 1.4175798892974854], [9327, 1.420854091644287], [8685, 1.4228339195251465], [9539, 1.4383304119110107], [4973, 1.4479713439941406], [6428, 1.4506356716156006], [1617, 1.4540119171142578], [2287, 1.4577758312225342], [4059, 1.4591588973999023]]","[[9229, 1.3952447175979614], [8222, 1.4175798892974854], [9327, 1.420854091644287], [8685, 1.4228339195251465], [9539, 1.4383304119110107], [4973, 1.4479713439941406], [6428, 1.4506356716156006], [1617, 1.4540119171142578], [2287, 1.4577758312225342], [4059, 1.4591588973999023]]"
5344,a man holds a big plate of food and he weighs 910 pounds,5344,"[[5951, 1.4342812299728394]]","[[5951, 1.4342812299728394], [2583, 1.4406436681747437], [1915, 1.4740393161773682], [9852, 1.4857343435287476], [6242, 1.4908970594406128]]","[[5951, 1.4342812299728394], [2583, 1.4406436681747437], [1915, 1.4740393161773682], [9852, 1.4857343435287476], [6242, 1.4908970594406128], [6428, 1.493910551071167], [2287, 1.496938705444336], [5346, 1.507360816001892], [4973, 1.5081720352172852], [8129, 1.5102578401565552]]","[[5951, 1.4342812299728394], [2583, 1.4406436681747437], [1915, 1.4740393161773682], [9852, 1.4857343435287476], [6242, 1.4908970594406128], [6428, 1.493910551071167], [2287, 1.496938705444336], [5346, 1.507360816001892], [4973, 1.5081720352172852], [8129, 1.5102578401565552]]"
5344,a man is holding a sandwich,5344,"[[9327, 1.377681016921997]]","[[9327, 1.377681016921997], [9229, 1.42093825340271], [2324, 1.4283674955368042], [6314, 1.4516561031341553], [9833, 1.4520912170410156]]","[[9327, 1.377681016921997], [9229, 1.42093825340271], [2324, 1.4283674955368042], [6314, 1.4516561031341553], [9833, 1.4520912170410156], [3643, 1.453733205795288], [9894, 1.4555814266204834], [1905, 1.4574238061904907], [4973, 1.4582748413085938], [9936, 1.458510160446167]]","[[9327, 1.377681016921997], [9229, 1.42093825340271], [2324, 1.4283674955368042], [6314, 1.4516561031341553], [9833, 1.4520912170410156], [3643, 1.453733205795288], [9894, 1.4555814266204834], [1905, 1.4574238061904907], [4973, 1.4582748413085938], [9936, 1.458510160446167]]"
5344,a man is talking about a man s weight,5344,"[[5344, 1.3849737644195557]]","[[5344, 1.3849737644195557], [6634, 1.4779905080795288], [8, 1.4818005561828613], [322, 1.4841957092285156], [2374, 1.5002295970916748]]","[[5344, 1.3849737644195557], [6634, 1.4779905080795288], [8, 1.4818005561828613], [322, 1.4841957092285156], [2374, 1.5002295970916748], [2493, 1.5014715194702148], [9350, 1.5023975372314453], [9901, 1.5038809776306152], [6571, 1.5098223686218262], [4656, 1.509993314743042]]","[[5344, 1.3849737644195557], [6634, 1.4779905080795288], [8, 1.4818005561828613], [322, 1.4841957092285156], [2374, 1.5002295970916748], [2493, 1.5014715194702148], [9350, 1.5023975372314453], [9901, 1.5038809776306152], [6571, 1.5098223686218262], [4656, 1.509993314743042]]"
5344,a man is talking about how much a man weighs and what he has done,5344,"[[5344, 1.373746395111084]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686], [8512, 1.506632685661316], [6634, 1.5072495937347412], [1687, 1.5087299346923828], [8386, 1.5130283832550049], [3677, 1.5138354301452637]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686], [8512, 1.506632685661316], [6634, 1.5072495937347412], [1687, 1.5087299346923828], [8386, 1.5130283832550049], [3677, 1.5138354301452637]]"
5344,a man talking about a fat man,5344,"[[5344, 1.3170093297958374]]","[[5344, 1.3170093297958374], [322, 1.415419578552246], [3754, 1.448717474937439], [8, 1.4535291194915771], [9350, 1.4659935235977173]]","[[5344, 1.3170093297958374], [322, 1.415419578552246], [3754, 1.448717474937439], [8, 1.4535291194915771], [9350, 1.4659935235977173], [1955, 1.4670476913452148], [7176, 1.471494197845459], [9901, 1.4733288288116455], [8028, 1.48453688621521], [1095, 1.4883191585540771]]","[[5344, 1.3170093297958374], [322, 1.415419578552246], [3754, 1.448717474937439], [8, 1.4535291194915771], [9350, 1.4659935235977173], [1955, 1.4670476913452148], [7176, 1.471494197845459], [9901, 1.4733288288116455], [8028, 1.48453688621521], [1095, 1.4883191585540771]]"
5344,a man talking about overweight people,5344,"[[5344, 1.3176361322402954]]","[[5344, 1.3176361322402954], [322, 1.4427474737167358], [8, 1.4508310556411743], [7452, 1.4643185138702393], [1955, 1.4756170511245728]]","[[5344, 1.3176361322402954], [322, 1.4427474737167358], [8, 1.4508310556411743], [7452, 1.4643185138702393], [1955, 1.4756170511245728], [9901, 1.475785255432129], [2665, 1.4797816276550293], [3472, 1.4852049350738525], [9474, 1.4967844486236572], [1095, 1.4998304843902588]]","[[5344, 1.3176361322402954], [322, 1.4427474737167358], [8, 1.4508310556411743], [7452, 1.4643185138702393], [1955, 1.4756170511245728], [9901, 1.475785255432129], [2665, 1.4797816276550293], [3472, 1.4852049350738525], [9474, 1.4967844486236572], [1095, 1.4998304843902588]]"
5344,a man talks about a man with an eating problem,5344,"[[5344, 1.3722431659698486]]","[[5344, 1.3722431659698486], [2035, 1.4452126026153564], [411, 1.4596097469329834], [4001, 1.4606671333312988], [8873, 1.4653446674346924]]","[[5344, 1.3722431659698486], [2035, 1.4452126026153564], [411, 1.4596097469329834], [4001, 1.4606671333312988], [8873, 1.4653446674346924], [2665, 1.4665526151657104], [6428, 1.468705415725708], [8297, 1.4729979038238525], [5566, 1.4767217636108398], [2241, 1.4784824848175049]]","[[5344, 1.3722431659698486], [2035, 1.4452126026153564], [411, 1.4596097469329834], [4001, 1.4606671333312988], [8873, 1.4653446674346924], [2665, 1.4665526151657104], [6428, 1.468705415725708], [8297, 1.4729979038238525], [5566, 1.4767217636108398], [2241, 1.4784824848175049]]"
5344,a person is reporting about the weight of another man,5344,"[[3887, 1.4575133323669434]]","[[3887, 1.4575133323669434], [4887, 1.4628517627716064], [2312, 1.4735130071640015], [3378, 1.4784660339355469], [2026, 1.4817317724227905]]","[[3887, 1.4575133323669434], [4887, 1.4628517627716064], [2312, 1.4735130071640015], [3378, 1.4784660339355469], [2026, 1.4817317724227905], [2568, 1.4855544567108154], [2802, 1.4861202239990234], [2069, 1.487921953201294], [6305, 1.4918911457061768], [2122, 1.4922585487365723]]","[[3887, 1.4575133323669434], [4887, 1.4628517627716064], [2312, 1.4735130071640015], [3378, 1.4784660339355469], [2026, 1.4817317724227905], [2568, 1.4855544567108154], [2802, 1.4861202239990234], [2069, 1.487921953201294], [6305, 1.4918911457061768], [2122, 1.4922585487365723]]"
5344,a video about how a fat man is famous for being fat,5344,"[[1692, 1.4380333423614502]]","[[1692, 1.4380333423614502], [4656, 1.4507763385772705], [3754, 1.4523273706436157], [9350, 1.474318265914917], [9559, 1.4860230684280396]]","[[1692, 1.4380333423614502], [4656, 1.4507763385772705], [3754, 1.4523273706436157], [9350, 1.474318265914917], [9559, 1.4860230684280396], [7176, 1.4887182712554932], [9517, 1.489089012145996], [8028, 1.4917116165161133], [555, 1.4918098449707031], [7003, 1.499449610710144]]","[[1692, 1.4380333423614502], [4656, 1.4507763385772705], [3754, 1.4523273706436157], [9350, 1.474318265914917], [9559, 1.4860230684280396], [7176, 1.4887182712554932], [9517, 1.489089012145996], [8028, 1.4917116165161133], [555, 1.4918098449707031], [7003, 1.499449610710144]]"
5344,an obese man becomes famous,5344,"[[4656, 1.4205849170684814]]","[[4656, 1.4205849170684814], [1692, 1.4409146308898926], [9559, 1.44242262840271], [9350, 1.4468169212341309], [9517, 1.457407832145691]]","[[4656, 1.4205849170684814], [1692, 1.4409146308898926], [9559, 1.44242262840271], [9350, 1.4468169212341309], [9517, 1.457407832145691], [8922, 1.4593242406845093], [8, 1.4675545692443848], [7609, 1.471529483795166], [3754, 1.473947286605835], [7003, 1.475640892982483]]","[[4656, 1.4205849170684814], [1692, 1.4409146308898926], [9559, 1.44242262840271], [9350, 1.4468169212341309], [9517, 1.457407832145691], [8922, 1.4593242406845093], [8, 1.4675545692443848], [7609, 1.471529483795166], [3754, 1.473947286605835], [7003, 1.475640892982483]]"
5344,an obese man is wearing a red sweater,5344,"[[5344, 1.3524951934814453]]","[[5344, 1.3524951934814453], [8922, 1.402472734451294], [9559, 1.4058371782302856], [6994, 1.4118590354919434], [1692, 1.4168741703033447]]","[[5344, 1.3524951934814453], [8922, 1.402472734451294], [9559, 1.4058371782302856], [6994, 1.4118590354919434], [1692, 1.4168741703033447], [4310, 1.420635461807251], [1933, 1.447695016860962], [9350, 1.4515082836151123], [8, 1.4656790494918823], [2571, 1.4704866409301758]]","[[5344, 1.3524951934814453], [8922, 1.402472734451294], [9559, 1.4058371782302856], [6994, 1.4118590354919434], [1692, 1.4168741703033447], [4310, 1.420635461807251], [1933, 1.447695016860962], [9350, 1.4515082836151123], [8, 1.4656790494918823], [2571, 1.4704866409301758]]"
5344,guys talking about eating,5344,"[[9327, 1.3830959796905518]]","[[9327, 1.3830959796905518], [214, 1.39937424659729], [4973, 1.4089758396148682], [5857, 1.410656213760376], [9229, 1.4146900177001953]]","[[9327, 1.3830959796905518], [214, 1.39937424659729], [4973, 1.4089758396148682], [5857, 1.410656213760376], [9229, 1.4146900177001953], [5554, 1.4147825241088867], [1617, 1.4213730096817017], [1188, 1.422619104385376], [1313, 1.4249048233032227], [8685, 1.4272422790527344]]","[[9327, 1.3830959796905518], [214, 1.39937424659729], [4973, 1.4089758396148682], [5857, 1.410656213760376], [9229, 1.4146900177001953], [5554, 1.4147825241088867], [1617, 1.4213730096817017], [1188, 1.422619104385376], [1313, 1.4249048233032227], [8685, 1.4272422790527344]]"
5344,man being interviewed about his lifestyle,5344,"[[1568, 1.4418666362762451]]","[[1568, 1.4418666362762451], [8872, 1.4546878337860107], [3797, 1.4717193841934204], [695, 1.475936770439148], [4451, 1.4769105911254883]]","[[1568, 1.4418666362762451], [8872, 1.4546878337860107], [3797, 1.4717193841934204], [695, 1.475936770439148], [4451, 1.4769105911254883], [6345, 1.4784828424453735], [8917, 1.4786831140518188], [8386, 1.4806936979293823], [2237, 1.4813528060913086], [4586, 1.4824411869049072]]","[[1568, 1.4418666362762451], [8872, 1.4546878337860107], [3797, 1.4717193841934204], [695, 1.475936770439148], [4451, 1.4769105911254883], [6345, 1.4784828424453735], [8917, 1.4786831140518188], [8386, 1.4806936979293823], [2237, 1.4813528060913086], [4586, 1.4824411869049072]]"
5344,video of a man talking about an overweight man,5344,"[[5344, 1.301321029663086]]","[[5344, 1.301321029663086], [322, 1.4107165336608887], [8, 1.4277970790863037], [9350, 1.4560542106628418], [9901, 1.4568145275115967]]","[[5344, 1.301321029663086], [322, 1.4107165336608887], [8, 1.4277970790863037], [9350, 1.4560542106628418], [9901, 1.4568145275115967], [1955, 1.4571136236190796], [2665, 1.4619238376617432], [2122, 1.4702765941619873], [7176, 1.4710074663162231], [6634, 1.4727082252502441]]","[[5344, 1.301321029663086], [322, 1.4107165336608887], [8, 1.4277970790863037], [9350, 1.4560542106628418], [9901, 1.4568145275115967], [1955, 1.4571136236190796], [2665, 1.4619238376617432], [2122, 1.4702765941619873], [7176, 1.4710074663162231], [6634, 1.4727082252502441]]"
5344,a man is talking about how much a man weighs and what he has done,5344,"[[5344, 1.373746395111084]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686], [8512, 1.506632685661316], [6634, 1.5072495937347412], [1687, 1.5087299346923828], [8386, 1.5130283832550049], [3677, 1.5138354301452637]]","[[5344, 1.373746395111084], [322, 1.494391918182373], [8, 1.496476173400879], [9350, 1.505203127861023], [8028, 1.506147027015686], [8512, 1.506632685661316], [6634, 1.5072495937347412], [1687, 1.5087299346923828], [8386, 1.5130283832550049], [3677, 1.5138354301452637]]"
6548,a 9 year old girl talking to the judges from the television show the voice,6548,"[[6355, 1.3616933822631836]]","[[6355, 1.3616933822631836], [6495, 1.3804818391799927], [8757, 1.3850057125091553], [6208, 1.3874545097351074], [7941, 1.3958051204681396]]","[[6355, 1.3616933822631836], [6495, 1.3804818391799927], [8757, 1.3850057125091553], [6208, 1.3874545097351074], [7941, 1.3958051204681396], [2428, 1.401676893234253], [5793, 1.4025577306747437], [7908, 1.403907060623169], [7014, 1.4060609340667725], [3424, 1.4105874300003052]]","[[6355, 1.3616933822631836], [6495, 1.3804818391799927], [8757, 1.3850057125091553], [6208, 1.3874545097351074], [7941, 1.3958051204681396], [2428, 1.401676893234253], [5793, 1.4025577306747437], [7908, 1.403907060623169], [7014, 1.4060609340667725], [3424, 1.4105874300003052]]"
6548,a girl introducing herself on stage,6548,"[[6355, 1.390284776687622]]","[[6355, 1.390284776687622], [6495, 1.402803897857666], [1352, 1.4276132583618164], [4026, 1.4443191289901733], [2895, 1.4460551738739014]]","[[6355, 1.390284776687622], [6495, 1.402803897857666], [1352, 1.4276132583618164], [4026, 1.4443191289901733], [2895, 1.4460551738739014], [4338, 1.446386694908142], [5815, 1.4471293687820435], [1767, 1.448357343673706], [8757, 1.460041880607605], [8792, 1.4635546207427979]]","[[6355, 1.390284776687622], [6495, 1.402803897857666], [1352, 1.4276132583618164], [4026, 1.4443191289901733], [2895, 1.4460551738739014], [4338, 1.446386694908142], [5815, 1.4471293687820435], [1767, 1.448357343673706], [8757, 1.460041880607605], [8792, 1.4635546207427979]]"
6548,a girl is on the voice,6548,"[[3598, 1.4178063869476318]]","[[3598, 1.4178063869476318], [5313, 1.4191713333129883], [1741, 1.4211254119873047], [1736, 1.426245093345642], [5393, 1.427038550376892]]","[[3598, 1.4178063869476318], [5313, 1.4191713333129883], [1741, 1.4211254119873047], [1736, 1.426245093345642], [5393, 1.427038550376892], [5815, 1.429497480392456], [1145, 1.4295905828475952], [638, 1.4302728176116943], [2428, 1.4309349060058594], [4256, 1.4315052032470703]]","[[3598, 1.4178063869476318], [5313, 1.4191713333129883], [1741, 1.4211254119873047], [1736, 1.426245093345642], [5393, 1.427038550376892], [5815, 1.429497480392456], [1145, 1.4295905828475952], [638, 1.4302728176116943], [2428, 1.4309349060058594], [4256, 1.4315052032470703]]"
6548,a girl singing before judges,6548,"[[1736, 1.425205945968628]]","[[1736, 1.425205945968628], [3457, 1.4277663230895996], [2690, 1.428051471710205], [7817, 1.428756594657898], [7867, 1.4288740158081055]]","[[1736, 1.425205945968628], [3457, 1.4277663230895996], [2690, 1.428051471710205], [7817, 1.428756594657898], [7867, 1.4288740158081055], [66, 1.4318113327026367], [3258, 1.4324829578399658], [6503, 1.4350415468215942], [2116, 1.4352060556411743], [6059, 1.4363129138946533]]","[[1736, 1.425205945968628], [3457, 1.4277663230895996], [2690, 1.428051471710205], [7817, 1.428756594657898], [7867, 1.4288740158081055], [66, 1.4318113327026367], [3258, 1.4324829578399658], [6503, 1.4350415468215942], [2116, 1.4352060556411743], [6059, 1.4363129138946533]]"
6548,a girl talks to the judges on the voice,6548,"[[8792, 1.4270869493484497]]","[[8792, 1.4270869493484497], [963, 1.4303877353668213], [2428, 1.4312952756881714], [6355, 1.432983636856079], [7014, 1.433911681175232]]","[[8792, 1.4270869493484497], [963, 1.4303877353668213], [2428, 1.4312952756881714], [6355, 1.432983636856079], [7014, 1.433911681175232], [7941, 1.434354543685913], [8757, 1.4355158805847168], [9129, 1.436885118484497], [6495, 1.4387621879577637], [6208, 1.4405056238174438]]","[[8792, 1.4270869493484497], [963, 1.4303877353668213], [2428, 1.4312952756881714], [6355, 1.432983636856079], [7014, 1.433911681175232], [7941, 1.434354543685913], [8757, 1.4355158805847168], [9129, 1.436885118484497], [6495, 1.4387621879577637], [6208, 1.4405056238174438]]"
6548,a kid is answering questions,6548,"[[722, 1.3861277103424072]]","[[722, 1.3861277103424072], [7086, 1.3916780948638916], [5594, 1.3975167274475098], [9084, 1.4001951217651367], [8383, 1.4021809101104736]]","[[722, 1.3861277103424072], [7086, 1.3916780948638916], [5594, 1.3975167274475098], [9084, 1.4001951217651367], [8383, 1.4021809101104736], [9632, 1.4038660526275635], [8399, 1.4105684757232666], [6032, 1.410571575164795], [7479, 1.414652943611145], [2613, 1.4222203493118286]]","[[722, 1.3861277103424072], [7086, 1.3916780948638916], [5594, 1.3975167274475098], [9084, 1.4001951217651367], [8383, 1.4021809101104736], [9632, 1.4038660526275635], [8399, 1.4105684757232666], [6032, 1.410571575164795], [7479, 1.414652943611145], [2613, 1.4222203493118286]]"
6548,a young girl on a television talent show,6548,"[[6355, 1.390648365020752]]","[[6355, 1.390648365020752], [8757, 1.3912783861160278], [6495, 1.3982791900634766], [1352, 1.4001033306121826], [6208, 1.4089999198913574]]","[[6355, 1.390648365020752], [8757, 1.3912783861160278], [6495, 1.3982791900634766], [1352, 1.4001033306121826], [6208, 1.4089999198913574], [1741, 1.4153296947479248], [2428, 1.416013240814209], [357, 1.4168561697006226], [6503, 1.4179952144622803], [7941, 1.4197511672973633]]","[[6355, 1.390648365020752], [8757, 1.3912783861160278], [6495, 1.3982791900634766], [1352, 1.4001033306121826], [6208, 1.4089999198913574], [1741, 1.4153296947479248], [2428, 1.416013240814209], [357, 1.4168561697006226], [6503, 1.4179952144622803], [7941, 1.4197511672973633]]"
6548,a young girl on stage,6548,"[[1352, 1.3900526762008667]]","[[1352, 1.3900526762008667], [6355, 1.393956184387207], [6495, 1.4034991264343262], [4026, 1.413438320159912], [1767, 1.4221467971801758]]","[[1352, 1.3900526762008667], [6355, 1.393956184387207], [6495, 1.4034991264343262], [4026, 1.413438320159912], [1767, 1.4221467971801758], [8757, 1.4242770671844482], [7908, 1.4273103475570679], [6802, 1.4310675859451294], [6208, 1.4324169158935547], [9879, 1.4369888305664062]]","[[1352, 1.3900526762008667], [6355, 1.393956184387207], [6495, 1.4034991264343262], [4026, 1.413438320159912], [1767, 1.4221467971801758], [8757, 1.4242770671844482], [7908, 1.4273103475570679], [6802, 1.4310675859451294], [6208, 1.4324169158935547], [9879, 1.4369888305664062]]"
6548,a young women singing a song on a contest,6548,"[[8114, 1.4268641471862793]]","[[8114, 1.4268641471862793], [2987, 1.4309086799621582], [3457, 1.432089924812317], [8172, 1.434538722038269], [7817, 1.4402072429656982]]","[[8114, 1.4268641471862793], [2987, 1.4309086799621582], [3457, 1.432089924812317], [8172, 1.434538722038269], [7817, 1.4402072429656982], [6503, 1.440826177597046], [4161, 1.4421929121017456], [8642, 1.442363977432251], [7867, 1.4433931112289429], [5531, 1.4450017213821411]]","[[8114, 1.4268641471862793], [2987, 1.4309086799621582], [3457, 1.432089924812317], [8172, 1.434538722038269], [7817, 1.4402072429656982], [6503, 1.440826177597046], [4161, 1.4421929121017456], [8642, 1.442363977432251], [7867, 1.4433931112289429], [5531, 1.4450017213821411]]"
6548,abigail being applauded for her performance on the voice kids,6548,"[[3598, 1.4341076612472534]]","[[3598, 1.4341076612472534], [1741, 1.438767910003662], [5847, 1.448777675628662], [4060, 1.4499236345291138], [5313, 1.4549798965454102]]","[[3598, 1.4341076612472534], [1741, 1.438767910003662], [5847, 1.448777675628662], [4060, 1.4499236345291138], [5313, 1.4549798965454102], [8557, 1.456876277923584], [9298, 1.4611248970031738], [6355, 1.4612096548080444], [336, 1.4633139371871948], [7524, 1.4643052816390991]]","[[3598, 1.4341076612472534], [1741, 1.438767910003662], [5847, 1.448777675628662], [4060, 1.4499236345291138], [5313, 1.4549798965454102], [8557, 1.456876277923584], [9298, 1.4611248970031738], [6355, 1.4612096548080444], [336, 1.4633139371871948], [7524, 1.4643052816390991]]"
6548,child getting criticism from a judge after her performance on a talent show,6548,"[[8757, 1.3723022937774658]]","[[8757, 1.3723022937774658], [7941, 1.3775556087493896], [6208, 1.3943171501159668], [6355, 1.3987305164337158], [5793, 1.4001564979553223]]","[[8757, 1.3723022937774658], [7941, 1.3775556087493896], [6208, 1.3943171501159668], [6355, 1.3987305164337158], [5793, 1.4001564979553223], [6495, 1.4049125909805298], [8792, 1.4162533283233643], [9298, 1.4179843664169312], [1352, 1.4207797050476074], [7014, 1.432274580001831]]","[[8757, 1.3723022937774658], [7941, 1.3775556087493896], [6208, 1.3943171501159668], [6355, 1.3987305164337158], [5793, 1.4001564979553223], [6495, 1.4049125909805298], [8792, 1.4162533283233643], [9298, 1.4179843664169312], [1352, 1.4207797050476074], [7014, 1.432274580001831]]"
6548,judges from the voice ask a girl about where she is from,6548,"[[8792, 1.4123085737228394]]","[[8792, 1.4123085737228394], [6355, 1.4294188022613525], [9298, 1.4319812059402466], [3424, 1.4321033954620361], [6208, 1.4332250356674194]]","[[8792, 1.4123085737228394], [6355, 1.4294188022613525], [9298, 1.4319812059402466], [3424, 1.4321033954620361], [6208, 1.4332250356674194], [7014, 1.4337985515594482], [6495, 1.4339234828948975], [7941, 1.438859462738037], [3865, 1.4391412734985352], [6548, 1.44180166721344]]","[[8792, 1.4123085737228394], [6355, 1.4294188022613525], [9298, 1.4319812059402466], [3424, 1.4321033954620361], [6208, 1.4332250356674194], [7014, 1.4337985515594482], [6495, 1.4339234828948975], [7941, 1.438859462738037], [3865, 1.4391412734985352], [6548, 1.44180166721344]]"
6548,judges interview young female singer,6548,"[[8792, 1.410431981086731]]","[[8792, 1.410431981086731], [6208, 1.4381823539733887], [3424, 1.4426803588867188], [7941, 1.4440587759017944], [6355, 1.4457792043685913]]","[[8792, 1.410431981086731], [6208, 1.4381823539733887], [3424, 1.4426803588867188], [7941, 1.4440587759017944], [6355, 1.4457792043685913], [6495, 1.4462463855743408], [963, 1.4470767974853516], [3865, 1.4481616020202637], [7014, 1.4493380784988403], [8757, 1.4501292705535889]]","[[8792, 1.410431981086731], [6208, 1.4381823539733887], [3424, 1.4426803588867188], [7941, 1.4440587759017944], [6355, 1.4457792043685913], [6495, 1.4462463855743408], [963, 1.4470767974853516], [3865, 1.4481616020202637], [7014, 1.4493380784988403], [8757, 1.4501292705535889]]"
